DepartmentID,LocationID,Headcount,SnapshotDate,DepartmentName,LocationName,Region
3,9,45,5/1/2024,Product,Miami,South
3,10,55,5/1/2024,Product,Remote-East,East
3,11,43,5/1/2024,Product,Remote-Central,Central
3,12,46,5/1/2024,Product,Remote-West,West
4,1,60,5/1/2024,IT,Las Vegas,West
4,2,53,5/1/2024,IT,Phoenix,West
4,3,79,5/1/2024,IT,Austin,South
4,4,49,5/1/2024,IT,Chicago,Midwest
4,5,52,5/1/2024,IT,Atlanta,South
4,6,68,5/1/2024,IT,Seattle,West
4,7,43,5/1/2024,IT,Denver,West
4,8,47,5/1/2024,IT,Nashville,South
4,9,57,5/1/2024,IT,Miami,South
4,10,56,5/1/2024,IT,Remote-East,East
4,11,49,5/1/2024,IT,Remote-Central,Central
4,12,51,5/1/2024,IT,Remote-West,West
5,1,35,5/1/2024,Finance,Las Vegas,West
5,2,35,5/1/2024,Finance,Phoenix,West
5,3,62,5/1/2024,Finance,Austin,South
5,4,43,5/1/2024,Finance,Chicago,Midwest
5,5,44,5/1/2024,Finance,Atlanta,South
5,6,50,5/1/2024,Finance,Seattle,West
5,7,42,5/1/2024,Finance,Denver,West
5,8,31,5/1/2024,Finance,Nashville,South
5,9,48,5/1/2024,Finance,Miami,South
5,10,41,5/1/2024,Finance,Remote-East,East
5,11,49,5/1/2024,Finance,Remote-Central,Central
5,12,49,5/1/2024,Finance,Remote-West,West
6,1,46,5/1/2024,HR,Las Vegas,West
6,2,43,5/1/2024,HR,Phoenix,West
6,3,68,5/1/2024,HR,Austin,South
6,4,55,5/1/2024,HR,Chicago,Midwest
6,5,36,5/1/2024,HR,Atlanta,South
6,6,49,5/1/2024,HR,Seattle,West
6,7,45,5/1/2024,HR,Denver,West
6,8,47,5/1/2024,HR,Nashville,South
6,9,41,5/1/2024,HR,Miami,South
6,10,41,5/1/2024,HR,Remote-East,East
6,11,39,5/1/2024,HR,Remote-Central,Central
6,12,45,5/1/2024,HR,Remote-West,West
7,1,62,5/1/2024,Marketing,Las Vegas,West
7,2,46,5/1/2024,Marketing,Phoenix,West
7,3,71,5/1/2024,Marketing,Austin,South
7,4,45,5/1/2024,Marketing,Chicago,Midwest
7,5,39,5/1/2024,Marketing,Atlanta,South
7,6,58,5/1/2024,Marketing,Seattle,West
7,7,51,5/1/2024,Marketing,Denver,West
7,8,45,5/1/2024,Marketing,Nashville,South
7,9,64,5/1/2024,Marketing,Miami,South
7,10,62,5/1/2024,Marketing,Remote-East,East
7,11,53,5/1/2024,Marketing,Remote-Central,Central
7,12,50,5/1/2024,Marketing,Remote-West,West
8,1,119,5/1/2024,Sales,Las Vegas,West
8,2,93,5/1/2024,Sales,Phoenix,West
8,3,134,5/1/2024,Sales,Austin,South
8,4,100,5/1/2024,Sales,Chicago,Midwest
8,5,95,5/1/2024,Sales,Atlanta,South
8,6,100,5/1/2024,Sales,Seattle,West
8,7,82,5/1/2024,Sales,Denver,West
8,8,71,5/1/2024,Sales,Nashville,South
8,9,87,5/1/2024,Sales,Miami,South
8,10,83,5/1/2024,Sales,Remote-East,East
8,11,93,5/1/2024,Sales,Remote-Central,Central
8,12,96,5/1/2024,Sales,Remote-West,West
9,1,93,5/1/2024,Operations,Las Vegas,West
9,2,82,5/1/2024,Operations,Phoenix,West
9,3,91,5/1/2024,Operations,Austin,South
9,4,91,5/1/2024,Operations,Chicago,Midwest
9,5,67,5/1/2024,Operations,Atlanta,South
9,6,75,5/1/2024,Operations,Seattle,West
9,7,67,5/1/2024,Operations,Denver,West
9,8,65,5/1/2024,Operations,Nashville,South
9,9,75,5/1/2024,Operations,Miami,South
9,10,98,5/1/2024,Operations,Remote-East,East
9,11,75,5/1/2024,Operations,Remote-Central,Central
9,12,79,5/1/2024,Operations,Remote-West,West
10,1,90,5/1/2024,Customer Support,Las Vegas,West
10,2,62,5/1/2024,Customer Support,Phoenix,West
10,3,87,5/1/2024,Customer Support,Austin,South
10,4,63,5/1/2024,Customer Support,Chicago,Midwest
10,5,53,5/1/2024,Customer Support,Atlanta,South
10,6,50,5/1/2024,Customer Support,Seattle,West
10,7,55,5/1/2024,Customer Support,Denver,West
10,8,50,5/1/2024,Customer Support,Nashville,South
10,9,60,5/1/2024,Customer Support,Miami,South
10,10,70,5/1/2024,Customer Support,Remote-East,East
10,11,49,5/1/2024,Customer Support,Remote-Central,Central
10,12,61,5/1/2024,Customer Support,Remote-West,West
11,1,9,5/1/2024,Legal,Las Vegas,West
11,2,6,5/1/2024,Legal,Phoenix,West
11,3,9,5/1/2024,Legal,Austin,South
11,4,9,5/1/2024,Legal,Chicago,Midwest
11,5,6,5/1/2024,Legal,Atlanta,South
11,6,12,5/1/2024,Legal,Seattle,West
11,7,14,5/1/2024,Legal,Denver,West
11,8,4,5/1/2024,Legal,Nashville,South
11,9,11,5/1/2024,Legal,Miami,South
11,10,6,5/1/2024,Legal,Remote-East,East
11,11,13,5/1/2024,Legal,Remote-Central,Central
11,12,4,5/1/2024,Legal,Remote-West,West
1,1,3,6/1/2024,Executive,Las Vegas,West
1,2,3,6/1/2024,Executive,Phoenix,West
1,3,9,6/1/2024,Executive,Austin,South
1,4,7,6/1/2024,Executive,Chicago,Midwest
1,5,5,6/1/2024,Executive,Atlanta,South
1,6,5,6/1/2024,Executive,Seattle,West
1,7,4,6/1/2024,Executive,Denver,West
1,8,6,6/1/2024,Executive,Nashville,South
1,9,5,6/1/2024,Executive,Miami,South
1,10,10,6/1/2024,Executive,Remote-East,East
1,11,5,6/1/2024,Executive,Remote-Central,Central
1,12,8,6/1/2024,Executive,Remote-West,West
2,1,238,6/1/2024,Engineering,Las Vegas,West
2,2,188,6/1/2024,Engineering,Phoenix,West
2,3,268,6/1/2024,Engineering,Austin,South
2,4,173,6/1/2024,Engineering,Chicago,Midwest
2,5,183,6/1/2024,Engineering,Atlanta,South
2,6,185,6/1/2024,Engineering,Seattle,West
2,7,161,6/1/2024,Engineering,Denver,West
2,8,143,6/1/2024,Engineering,Nashville,South
2,9,170,6/1/2024,Engineering,Miami,South
2,10,168,6/1/2024,Engineering,Remote-East,East
2,11,202,6/1/2024,Engineering,Remote-Central,Central
2,12,159,6/1/2024,Engineering,Remote-West,West
3,1,76,6/1/2024,Product,Las Vegas,West
3,2,52,6/1/2024,Product,Phoenix,West
3,3,67,6/1/2024,Product,Austin,South
3,4,45,6/1/2024,Product,Chicago,Midwest
3,5,41,6/1/2024,Product,Atlanta,South
3,6,60,6/1/2024,Product,Seattle,West
3,7,46,6/1/2024,Product,Denver,West
3,8,56,6/1/2024,Product,Nashville,South
3,9,46,6/1/2024,Product,Miami,South
3,10,56,6/1/2024,Product,Remote-East,East
3,11,43,6/1/2024,Product,Remote-Central,Central
3,12,46,6/1/2024,Product,Remote-West,West
4,1,61,6/1/2024,IT,Las Vegas,West
4,2,53,6/1/2024,IT,Phoenix,West
4,3,79,6/1/2024,IT,Austin,South
4,4,51,6/1/2024,IT,Chicago,Midwest
4,5,53,6/1/2024,IT,Atlanta,South
4,6,68,6/1/2024,IT,Seattle,West
4,7,43,6/1/2024,IT,Denver,West
4,8,47,6/1/2024,IT,Nashville,South
4,9,57,6/1/2024,IT,Miami,South
4,10,57,6/1/2024,IT,Remote-East,East
4,11,49,6/1/2024,IT,Remote-Central,Central
4,12,51,6/1/2024,IT,Remote-West,West
5,1,35,6/1/2024,Finance,Las Vegas,West
5,2,36,6/1/2024,Finance,Phoenix,West
5,3,63,6/1/2024,Finance,Austin,South
5,4,43,6/1/2024,Finance,Chicago,Midwest
5,5,44,6/1/2024,Finance,Atlanta,South
5,6,50,6/1/2024,Finance,Seattle,West
5,7,43,6/1/2024,Finance,Denver,West
5,8,31,6/1/2024,Finance,Nashville,South
5,9,48,6/1/2024,Finance,Miami,South
5,10,41,6/1/2024,Finance,Remote-East,East
5,11,50,6/1/2024,Finance,Remote-Central,Central
5,12,50,6/1/2024,Finance,Remote-West,West
6,1,47,6/1/2024,HR,Las Vegas,West
6,2,45,6/1/2024,HR,Phoenix,West
6,3,68,6/1/2024,HR,Austin,South
6,4,56,6/1/2024,HR,Chicago,Midwest
6,5,36,6/1/2024,HR,Atlanta,South
6,6,49,6/1/2024,HR,Seattle,West
6,7,45,6/1/2024,HR,Denver,West
6,8,47,6/1/2024,HR,Nashville,South
6,9,41,6/1/2024,HR,Miami,South
6,10,41,6/1/2024,HR,Remote-East,East
6,11,39,6/1/2024,HR,Remote-Central,Central
6,12,45,6/1/2024,HR,Remote-West,West
7,1,62,6/1/2024,Marketing,Las Vegas,West
7,2,46,6/1/2024,Marketing,Phoenix,West
7,3,71,6/1/2024,Marketing,Austin,South
7,4,45,6/1/2024,Marketing,Chicago,Midwest
7,5,39,6/1/2024,Marketing,Atlanta,South
7,6,58,6/1/2024,Marketing,Seattle,West
7,7,51,6/1/2024,Marketing,Denver,West
7,8,45,6/1/2024,Marketing,Nashville,South
7,9,65,6/1/2024,Marketing,Miami,South
7,10,62,6/1/2024,Marketing,Remote-East,East
7,11,53,6/1/2024,Marketing,Remote-Central,Central
7,12,50,6/1/2024,Marketing,Remote-West,West
8,1,119,6/1/2024,Sales,Las Vegas,West
8,2,94,6/1/2024,Sales,Phoenix,West
8,3,137,6/1/2024,Sales,Austin,South
8,4,100,6/1/2024,Sales,Chicago,Midwest
8,5,95,6/1/2024,Sales,Atlanta,South
8,6,100,6/1/2024,Sales,Seattle,West
8,7,82,6/1/2024,Sales,Denver,West
8,8,71,6/1/2024,Sales,Nashville,South
8,9,89,6/1/2024,Sales,Miami,South
8,10,84,6/1/2024,Sales,Remote-East,East
8,11,93,6/1/2024,Sales,Remote-Central,Central
8,12,95,6/1/2024,Sales,Remote-West,West
9,1,93,6/1/2024,Operations,Las Vegas,West
9,2,82,6/1/2024,Operations,Phoenix,West
9,3,93,6/1/2024,Operations,Austin,South
9,4,91,6/1/2024,Operations,Chicago,Midwest
9,5,68,6/1/2024,Operations,Atlanta,South
9,6,76,6/1/2024,Operations,Seattle,West
9,7,68,6/1/2024,Operations,Denver,West
9,8,66,6/1/2024,Operations,Nashville,South
9,9,75,6/1/2024,Operations,Miami,South
9,10,97,6/1/2024,Operations,Remote-East,East
9,11,75,6/1/2024,Operations,Remote-Central,Central
9,12,79,6/1/2024,Operations,Remote-West,West
10,1,89,6/1/2024,Customer Support,Las Vegas,West
10,2,63,6/1/2024,Customer Support,Phoenix,West
10,3,88,6/1/2024,Customer Support,Austin,South
10,4,63,6/1/2024,Customer Support,Chicago,Midwest
10,5,54,6/1/2024,Customer Support,Atlanta,South
10,6,51,6/1/2024,Customer Support,Seattle,West
10,7,57,6/1/2024,Customer Support,Denver,West
10,8,50,6/1/2024,Customer Support,Nashville,South
10,9,62,6/1/2024,Customer Support,Miami,South
10,10,70,6/1/2024,Customer Support,Remote-East,East
10,11,49,6/1/2024,Customer Support,Remote-Central,Central
10,12,61,6/1/2024,Customer Support,Remote-West,West
11,1,9,6/1/2024,Legal,Las Vegas,West
11,2,6,6/1/2024,Legal,Phoenix,West
11,3,9,6/1/2024,Legal,Austin,South
11,4,9,6/1/2024,Legal,Chicago,Midwest
11,5,6,6/1/2024,Legal,Atlanta,South
11,6,12,6/1/2024,Legal,Seattle,West
11,7,14,6/1/2024,Legal,Denver,West
11,8,4,6/1/2024,Legal,Nashville,South
11,9,11,6/1/2024,Legal,Miami,South
11,10,6,6/1/2024,Legal,Remote-East,East
11,11,13,6/1/2024,Legal,Remote-Central,Central
11,12,4,6/1/2024,Legal,Remote-West,West
1,1,4,7/1/2024,Executive,Las Vegas,West
1,2,3,7/1/2024,Executive,Phoenix,West
1,3,10,7/1/2024,Executive,Austin,South
1,4,7,7/1/2024,Executive,Chicago,Midwest
1,5,5,7/1/2024,Executive,Atlanta,South
1,6,5,7/1/2024,Executive,Seattle,West
1,7,4,7/1/2024,Executive,Denver,West
1,8,6,7/1/2024,Executive,Nashville,South
1,9,5,7/1/2024,Executive,Miami,South
1,10,10,7/1/2024,Executive,Remote-East,East
1,11,5,7/1/2024,Executive,Remote-Central,Central
1,12,8,7/1/2024,Executive,Remote-West,West
2,1,239,7/1/2024,Engineering,Las Vegas,West
2,2,190,7/1/2024,Engineering,Phoenix,West
2,3,271,7/1/2024,Engineering,Austin,South
2,4,173,7/1/2024,Engineering,Chicago,Midwest
2,5,184,7/1/2024,Engineering,Atlanta,South
2,6,185,7/1/2024,Engineering,Seattle,West
2,7,161,7/1/2024,Engineering,Denver,West
2,8,143,7/1/2024,Engineering,Nashville,South
2,9,172,7/1/2024,Engineering,Miami,South
2,10,168,7/1/2024,Engineering,Remote-East,East
2,11,205,7/1/2024,Engineering,Remote-Central,Central
2,12,160,7/1/2024,Engineering,Remote-West,West
3,1,76,7/1/2024,Product,Las Vegas,West
3,2,52,7/1/2024,Product,Phoenix,West
3,3,69,7/1/2024,Product,Austin,South
3,4,45,7/1/2024,Product,Chicago,Midwest
3,5,41,7/1/2024,Product,Atlanta,South
3,6,60,7/1/2024,Product,Seattle,West
3,7,46,7/1/2024,Product,Denver,West
3,8,57,7/1/2024,Product,Nashville,South
3,9,47,7/1/2024,Product,Miami,South
3,10,57,7/1/2024,Product,Remote-East,East
3,11,43,7/1/2024,Product,Remote-Central,Central
3,12,46,7/1/2024,Product,Remote-West,West
4,1,62,7/1/2024,IT,Las Vegas,West
4,2,53,7/1/2024,IT,Phoenix,West
4,3,80,7/1/2024,IT,Austin,South
4,4,52,7/1/2024,IT,Chicago,Midwest
4,5,54,7/1/2024,IT,Atlanta,South
4,6,68,7/1/2024,IT,Seattle,West
4,7,43,7/1/2024,IT,Denver,West
4,8,49,7/1/2024,IT,Nashville,South
4,9,57,7/1/2024,IT,Miami,South
4,10,58,7/1/2024,IT,Remote-East,East
4,11,49,7/1/2024,IT,Remote-Central,Central
4,12,51,7/1/2024,IT,Remote-West,West
5,1,35,7/1/2024,Finance,Las Vegas,West
5,2,36,7/1/2024,Finance,Phoenix,West
5,3,63,7/1/2024,Finance,Austin,South
5,4,43,7/1/2024,Finance,Chicago,Midwest
5,5,45,7/1/2024,Finance,Atlanta,South
5,6,51,7/1/2024,Finance,Seattle,West
5,7,43,7/1/2024,Finance,Denver,West
5,8,32,7/1/2024,Finance,Nashville,South
5,9,48,7/1/2024,Finance,Miami,South
5,10,42,7/1/2024,Finance,Remote-East,East
5,11,50,7/1/2024,Finance,Remote-Central,Central
5,12,50,7/1/2024,Finance,Remote-West,West
6,1,47,7/1/2024,HR,Las Vegas,West
6,2,45,7/1/2024,HR,Phoenix,West
6,3,68,7/1/2024,HR,Austin,South
6,4,56,7/1/2024,HR,Chicago,Midwest
6,5,38,7/1/2024,HR,Atlanta,South
6,6,50,7/1/2024,HR,Seattle,West
6,7,45,7/1/2024,HR,Denver,West
6,8,47,7/1/2024,HR,Nashville,South
6,9,42,7/1/2024,HR,Miami,South
6,10,41,7/1/2024,HR,Remote-East,East
6,11,39,7/1/2024,HR,Remote-Central,Central
6,12,47,7/1/2024,HR,Remote-West,West
7,1,63,7/1/2024,Marketing,Las Vegas,West
7,2,47,7/1/2024,Marketing,Phoenix,West
7,3,72,7/1/2024,Marketing,Austin,South
7,4,46,7/1/2024,Marketing,Chicago,Midwest
7,5,40,7/1/2024,Marketing,Atlanta,South
7,6,58,7/1/2024,Marketing,Seattle,West
7,7,52,7/1/2024,Marketing,Denver,West
7,8,45,7/1/2024,Marketing,Nashville,South
7,9,66,7/1/2024,Marketing,Miami,South
7,10,62,7/1/2024,Marketing,Remote-East,East
7,11,53,7/1/2024,Marketing,Remote-Central,Central
7,12,52,7/1/2024,Marketing,Remote-West,West
8,1,119,7/1/2024,Sales,Las Vegas,West
8,2,98,7/1/2024,Sales,Phoenix,West
8,3,138,7/1/2024,Sales,Austin,South
8,4,100,7/1/2024,Sales,Chicago,Midwest
8,5,96,7/1/2024,Sales,Atlanta,South
8,6,100,7/1/2024,Sales,Seattle,West
8,7,83,7/1/2024,Sales,Denver,West
8,8,72,7/1/2024,Sales,Nashville,South
8,9,89,7/1/2024,Sales,Miami,South
8,10,86,7/1/2024,Sales,Remote-East,East
8,11,93,7/1/2024,Sales,Remote-Central,Central
8,12,96,7/1/2024,Sales,Remote-West,West
9,1,92,7/1/2024,Operations,Las Vegas,West
9,2,83,7/1/2024,Operations,Phoenix,West
9,3,94,7/1/2024,Operations,Austin,South
9,4,92,7/1/2024,Operations,Chicago,Midwest
9,5,68,7/1/2024,Operations,Atlanta,South
9,6,77,7/1/2024,Operations,Seattle,West
9,7,69,7/1/2024,Operations,Denver,West
9,8,66,7/1/2024,Operations,Nashville,South
9,9,75,7/1/2024,Operations,Miami,South
9,10,99,7/1/2024,Operations,Remote-East,East
9,11,76,7/1/2024,Operations,Remote-Central,Central
9,12,79,7/1/2024,Operations,Remote-West,West
10,1,89,7/1/2024,Customer Support,Las Vegas,West
10,2,63,7/1/2024,Customer Support,Phoenix,West
10,3,88,7/1/2024,Customer Support,Austin,South
10,4,63,7/1/2024,Customer Support,Chicago,Midwest
10,5,55,7/1/2024,Customer Support,Atlanta,South
10,6,52,7/1/2024,Customer Support,Seattle,West
10,7,57,7/1/2024,Customer Support,Denver,West
10,8,51,7/1/2024,Customer Support,Nashville,South
10,9,62,7/1/2024,Customer Support,Miami,South
10,10,70,7/1/2024,Customer Support,Remote-East,East
10,11,50,7/1/2024,Customer Support,Remote-Central,Central
10,12,61,7/1/2024,Customer Support,Remote-West,West
11,1,9,7/1/2024,Legal,Las Vegas,West
11,2,6,7/1/2024,Legal,Phoenix,West
11,3,10,7/1/2024,Legal,Austin,South
11,4,9,7/1/2024,Legal,Chicago,Midwest
11,5,6,7/1/2024,Legal,Atlanta,South
11,6,12,7/1/2024,Legal,Seattle,West
11,7,14,7/1/2024,Legal,Denver,West
11,8,4,7/1/2024,Legal,Nashville,South
11,9,11,7/1/2024,Legal,Miami,South
11,10,6,7/1/2024,Legal,Remote-East,East
11,11,13,7/1/2024,Legal,Remote-Central,Central
11,12,4,7/1/2024,Legal,Remote-West,West
1,1,4,8/1/2024,Executive,Las Vegas,West
1,2,3,8/1/2024,Executive,Phoenix,West
1,3,10,8/1/2024,Executive,Austin,South
1,4,7,8/1/2024,Executive,Chicago,Midwest
1,5,5,8/1/2024,Executive,Atlanta,South
1,6,5,8/1/2024,Executive,Seattle,West
1,7,4,8/1/2024,Executive,Denver,West
1,8,6,8/1/2024,Executive,Nashville,South
1,9,5,8/1/2024,Executive,Miami,South
1,10,10,8/1/2024,Executive,Remote-East,East
1,11,5,8/1/2024,Executive,Remote-Central,Central
1,12,8,8/1/2024,Executive,Remote-West,West
2,1,241,8/1/2024,Engineering,Las Vegas,West
2,2,191,8/1/2024,Engineering,Phoenix,West
2,3,274,8/1/2024,Engineering,Austin,South
2,4,174,8/1/2024,Engineering,Chicago,Midwest
2,5,185,8/1/2024,Engineering,Atlanta,South
2,6,184,8/1/2024,Engineering,Seattle,West
2,7,161,8/1/2024,Engineering,Denver,West
2,8,144,8/1/2024,Engineering,Nashville,South
2,9,173,8/1/2024,Engineering,Miami,South
2,10,170,8/1/2024,Engineering,Remote-East,East
2,11,207,8/1/2024,Engineering,Remote-Central,Central
2,12,163,8/1/2024,Engineering,Remote-West,West
3,1,76,8/1/2024,Product,Las Vegas,West
3,2,52,8/1/2024,Product,Phoenix,West
3,3,70,8/1/2024,Product,Austin,South
3,4,45,8/1/2024,Product,Chicago,Midwest
3,5,43,8/1/2024,Product,Atlanta,South
3,6,62,8/1/2024,Product,Seattle,West
3,7,46,8/1/2024,Product,Denver,West
3,8,57,8/1/2024,Product,Nashville,South
3,9,47,8/1/2024,Product,Miami,South
3,10,56,8/1/2024,Product,Remote-East,East
3,11,43,8/1/2024,Product,Remote-Central,Central
3,12,47,8/1/2024,Product,Remote-West,West
4,1,62,8/1/2024,IT,Las Vegas,West
4,2,53,8/1/2024,IT,Phoenix,West
4,3,81,8/1/2024,IT,Austin,South
4,4,53,8/1/2024,IT,Chicago,Midwest
4,5,54,8/1/2024,IT,Atlanta,South
4,6,69,8/1/2024,IT,Seattle,West
4,7,43,8/1/2024,IT,Denver,West
4,8,50,8/1/2024,IT,Nashville,South
4,9,57,8/1/2024,IT,Miami,South
4,10,58,8/1/2024,IT,Remote-East,East
4,11,51,8/1/2024,IT,Remote-Central,Central
4,12,51,8/1/2024,IT,Remote-West,West
5,1,36,8/1/2024,Finance,Las Vegas,West
5,2,36,8/1/2024,Finance,Phoenix,West
5,3,63,8/1/2024,Finance,Austin,South
5,4,44,8/1/2024,Finance,Chicago,Midwest
5,5,44,8/1/2024,Finance,Atlanta,South
5,6,51,8/1/2024,Finance,Seattle,West
5,7,43,8/1/2024,Finance,Denver,West
5,8,32,8/1/2024,Finance,Nashville,South
5,9,48,8/1/2024,Finance,Miami,South
5,10,42,8/1/2024,Finance,Remote-East,East
5,11,50,8/1/2024,Finance,Remote-Central,Central
5,12,50,8/1/2024,Finance,Remote-West,West
6,1,50,8/1/2024,HR,Las Vegas,West
6,2,46,8/1/2024,HR,Phoenix,West
6,3,68,8/1/2024,HR,Austin,South
6,4,56,8/1/2024,HR,Chicago,Midwest
6,5,38,8/1/2024,HR,Atlanta,South
6,6,51,8/1/2024,HR,Seattle,West
6,7,45,8/1/2024,HR,Denver,West
6,8,48,8/1/2024,HR,Nashville,South
6,9,43,8/1/2024,HR,Miami,South
6,10,42,8/1/2024,HR,Remote-East,East
6,11,39,8/1/2024,HR,Remote-Central,Central
6,12,48,8/1/2024,HR,Remote-West,West
7,1,62,8/1/2024,Marketing,Las Vegas,West
7,2,48,8/1/2024,Marketing,Phoenix,West
7,3,72,8/1/2024,Marketing,Austin,South
7,4,46,8/1/2024,Marketing,Chicago,Midwest
7,5,40,8/1/2024,Marketing,Atlanta,South
7,6,58,8/1/2024,Marketing,Seattle,West
7,7,52,8/1/2024,Marketing,Denver,West
7,8,45,8/1/2024,Marketing,Nashville,South
7,9,64,8/1/2024,Marketing,Miami,South
7,10,62,8/1/2024,Marketing,Remote-East,East
7,11,52,8/1/2024,Marketing,Remote-Central,Central
7,12,52,8/1/2024,Marketing,Remote-West,West
8,1,119,8/1/2024,Sales,Las Vegas,West
8,2,99,8/1/2024,Sales,Phoenix,West
8,3,142,8/1/2024,Sales,Austin,South
8,4,100,8/1/2024,Sales,Chicago,Midwest
8,5,97,8/1/2024,Sales,Atlanta,South
8,6,100,8/1/2024,Sales,Seattle,West
8,7,83,8/1/2024,Sales,Denver,West
8,8,72,8/1/2024,Sales,Nashville,South
8,9,90,8/1/2024,Sales,Miami,South
8,10,85,8/1/2024,Sales,Remote-East,East
8,11,94,8/1/2024,Sales,Remote-Central,Central
8,12,96,8/1/2024,Sales,Remote-West,West
9,1,92,8/1/2024,Operations,Las Vegas,West
9,2,85,8/1/2024,Operations,Phoenix,West
9,3,95,8/1/2024,Operations,Austin,South
9,4,92,8/1/2024,Operations,Chicago,Midwest
9,5,68,8/1/2024,Operations,Atlanta,South
9,6,77,8/1/2024,Operations,Seattle,West
9,7,69,8/1/2024,Operations,Denver,West
9,8,66,8/1/2024,Operations,Nashville,South
9,9,76,8/1/2024,Operations,Miami,South
9,10,100,8/1/2024,Operations,Remote-East,East
9,11,77,8/1/2024,Operations,Remote-Central,Central
9,12,80,8/1/2024,Operations,Remote-West,West
10,1,88,8/1/2024,Customer Support,Las Vegas,West
10,2,64,8/1/2024,Customer Support,Phoenix,West
10,3,88,8/1/2024,Customer Support,Austin,South
10,4,63,8/1/2024,Customer Support,Chicago,Midwest
10,5,56,8/1/2024,Customer Support,Atlanta,South
10,6,54,8/1/2024,Customer Support,Seattle,West
10,7,59,8/1/2024,Customer Support,Denver,West
10,8,52,8/1/2024,Customer Support,Nashville,South
10,9,62,8/1/2024,Customer Support,Miami,South
10,10,72,8/1/2024,Customer Support,Remote-East,East
10,11,51,8/1/2024,Customer Support,Remote-Central,Central
10,12,61,8/1/2024,Customer Support,Remote-West,West
11,1,9,8/1/2024,Legal,Las Vegas,West
11,2,6,8/1/2024,Legal,Phoenix,West
11,3,10,8/1/2024,Legal,Austin,South
11,4,9,8/1/2024,Legal,Chicago,Midwest
11,5,6,8/1/2024,Legal,Atlanta,South
11,6,12,8/1/2024,Legal,Seattle,West
11,7,14,8/1/2024,Legal,Denver,West
11,8,4,8/1/2024,Legal,Nashville,South
11,9,11,8/1/2024,Legal,Miami,South
11,10,6,8/1/2024,Legal,Remote-East,East
11,11,13,8/1/2024,Legal,Remote-Central,Central
11,12,4,8/1/2024,Legal,Remote-West,West
1,1,4,9/1/2024,Executive,Las Vegas,West
1,2,3,9/1/2024,Executive,Phoenix,West
1,3,11,9/1/2024,Executive,Austin,South
1,4,7,9/1/2024,Executive,Chicago,Midwest
1,5,5,9/1/2024,Executive,Atlanta,South
1,6,5,9/1/2024,Executive,Seattle,West
1,7,4,9/1/2024,Executive,Denver,West
1,8,6,9/1/2024,Executive,Nashville,South
1,9,5,9/1/2024,Executive,Miami,South
1,10,10,9/1/2024,Executive,Remote-East,East
1,11,5,9/1/2024,Executive,Remote-Central,Central
1,12,8,9/1/2024,Executive,Remote-West,West
2,1,242,9/1/2024,Engineering,Las Vegas,West
2,2,193,9/1/2024,Engineering,Phoenix,West
2,3,277,9/1/2024,Engineering,Austin,South
2,4,176,9/1/2024,Engineering,Chicago,Midwest
2,5,184,9/1/2024,Engineering,Atlanta,South
2,6,183,9/1/2024,Engineering,Seattle,West
2,7,162,9/1/2024,Engineering,Denver,West
2,8,145,9/1/2024,Engineering,Nashville,South
2,9,174,9/1/2024,Engineering,Miami,South
2,10,172,9/1/2024,Engineering,Remote-East,East
2,11,207,9/1/2024,Engineering,Remote-Central,Central
2,12,162,9/1/2024,Engineering,Remote-West,West
3,1,76,9/1/2024,Product,Las Vegas,West
3,2,53,9/1/2024,Product,Phoenix,West
3,3,71,9/1/2024,Product,Austin,South
3,4,45,9/1/2024,Product,Chicago,Midwest
3,5,43,9/1/2024,Product,Atlanta,South
3,6,62,9/1/2024,Product,Seattle,West
3,7,47,9/1/2024,Product,Denver,West
3,8,57,9/1/2024,Product,Nashville,South
3,9,48,9/1/2024,Product,Miami,South
3,10,56,9/1/2024,Product,Remote-East,East
3,11,43,9/1/2024,Product,Remote-Central,Central
3,12,48,9/1/2024,Product,Remote-West,West
4,1,63,9/1/2024,IT,Las Vegas,West
4,2,54,9/1/2024,IT,Phoenix,West
4,3,85,9/1/2024,IT,Austin,South
4,4,54,9/1/2024,IT,Chicago,Midwest
4,5,55,9/1/2024,IT,Atlanta,South
4,6,68,9/1/2024,IT,Seattle,West
4,7,45,9/1/2024,IT,Denver,West
4,8,49,9/1/2024,IT,Nashville,South
4,9,57,9/1/2024,IT,Miami,South
4,10,58,9/1/2024,IT,Remote-East,East
4,11,51,9/1/2024,IT,Remote-Central,Central
4,12,52,9/1/2024,IT,Remote-West,West
5,1,38,9/1/2024,Finance,Las Vegas,West
5,2,36,9/1/2024,Finance,Phoenix,West
5,3,64,9/1/2024,Finance,Austin,South
5,4,45,9/1/2024,Finance,Chicago,Midwest
5,5,44,9/1/2024,Finance,Atlanta,South
5,6,51,9/1/2024,Finance,Seattle,West
5,7,44,9/1/2024,Finance,Denver,West
5,8,32,9/1/2024,Finance,Nashville,South
5,9,49,9/1/2024,Finance,Miami,South
5,10,42,9/1/2024,Finance,Remote-East,East
5,11,50,9/1/2024,Finance,Remote-Central,Central
5,12,50,9/1/2024,Finance,Remote-West,West
6,1,50,9/1/2024,HR,Las Vegas,West
6,2,48,9/1/2024,HR,Phoenix,West
6,3,68,9/1/2024,HR,Austin,South
6,4,56,9/1/2024,HR,Chicago,Midwest
6,5,39,9/1/2024,HR,Atlanta,South
6,6,52,9/1/2024,HR,Seattle,West
6,7,45,9/1/2024,HR,Denver,West
