"EmployeeID","GenderIdentity","Ethnicity","VeteranStatus","DisabilityStatus","MaritalStatus","EducationLevel"
109554,"Non-Binary","Asian","No","No","Married","Bachelor"
106317,"Male","Two or More Races","No","No","Single","Master"
107963,"Female","Asian","No","No","Married","Bachelor"
104509,"Male","Asian","No","No","Married","High School"
100636,"Female","White","No","No","Single","Bachelor"
100016,"Male","Hispanic or Latino","No","No","Married","High School"
102539,"Male","White","No","No","Single","Master"
102047,"Male","White","No","No","Married","Bachelor"
103783,"Female","Black or African American","No","No","Divorced","Master"
101540,"Male","White","No","No","Married","Master"
107839,"Male","Hispanic or Latino","No","No","Married","Bachelor"
101681,"Male","Asian","No","Yes","Married","Master"
104777,"Male","Hispanic or Latino","No","No","Married","Associate"
101173,"Male","Black or African American","No","No","Single","Bachelor"
106965,"Male","White","No","No","Married","Associate"
108153,"Male","Asian","Prefer Not to Say","No","Single","Doctorate"
107188,"Male","White","No","No","Prefer Not to Say","Bachelor"
105048,"Female","Black or African American","Prefer Not to Say","Prefer Not to Say","Divorced","Master"
106795,"Male","White","No","No","Married","Bachelor"
101760,"Female","Hispanic or Latino","No","No","Married","Bachelor"
100808,"Female","White","No","No","Single","Doctorate"
102966,"Female","Black or African American","No","No","Married","Master"
102954,"Male","Hispanic or Latino","No","No","Single","Associate"
108288,"Male","Hispanic or Latino","No","No","Single","Bachelor"
107607,"Female","Hispanic or Latino","No","No","Single","High School"
104218,"Female","White","No","No","Married","High School"
101169,"Male","Hispanic or Latino","No","No","Married","High School"
100495,"Female","Asian","Prefer Not to Say","No","Single","Associate"
105222,"Male","White","No","No","Single","Associate"
102583,"Male","Black or African American","No","No","Single","Bachelor"
103748,"Female","American Indian or Alaska Native","No","No","Married","Doctorate"
109858,"Male","Hispanic or Latino","No","No","Married","Associate"
105206,"Male","Black or African American","No","No","Married","Master"
105518,"Female","Two or More Races","No","No","Single","Bachelor"
107078,"Male","Hispanic or Latino","No","No","Single","Bachelor"
101309,"Male","Asian","No","No","Divorced","High School"
109995,"Male","Asian","Yes","No","Single","High School"
103226,"Male","Hispanic or Latino","No","Yes","Married","Bachelor"
105816,"Male","Asian","No","No","Single","Bachelor"
101621,"Female","White","No","No","Single","High School"
101797,"Female","Black or African American","No","No","Married","Associate"
109589,"Male","Hispanic or Latino","No","No","Divorced","Bachelor"
105643,"Female","Asian","No","No","Divorced","Master"
105346,"Male","Asian","No","No","Single","Master"
109012,"Male","White","No","No","Married","Bachelor"
109166,"Female","Two or More Races","No","No","Married","Associate"
109052,"Male","Hispanic or Latino","No","No","Single","Bachelor"
108132,"Female","Prefer Not to Say","No","No","Prefer Not to Say","Bachelor"
108695,"Male","Asian","No","No","Married","Bachelor"
102214,"Female","White","No","No","Married","High School"
105649,"Male","Asian","No","No","Prefer Not to Say","Bachelor"
101262,"Non-Binary","Hispanic or Latino","No","No","Married","Master"
106162,"Male","Hispanic or Latino","No","No","Married","High School"
109457,"Female","Hispanic or Latino","No","Prefer Not to Say","Prefer Not to Say","Bachelor"
101051,"Male","Hispanic or Latino","No","No","Divorced","Master"
103787,"Female","White","No","No","Married","Doctorate"
104395,"Male","White","No","No","Single","Bachelor"
105840,"Female","Black or African American","No","No","Single","Associate"
108488,"Female","White","No","No","Married","Bachelor"
109487,"Male","Asian","No","No","Married","Associate"
109756,"Female","White","Prefer Not to Say","No","Married","Bachelor"
106609,"Male","White","No","No","Single","Master"
101524,"Male","White","No","No","Single","Bachelor"
105690,"Male","White","No","Prefer Not to Say","Married","High School"
108584,"Female","White","No","No","Married","High School"
104016,"Male","White","No","No","Prefer Not to Say","Bachelor"
100811,"Male","Black or African American","No","No","Single","Master"
104474,"Male","Hispanic or Latino","No","No","Married","Doctorate"
100642,"Female","Black or African American","Yes","No","Single","Master"
105125,"Female","White","Yes","No","Married","Associate"
105843,"Female","White","No","Yes","Divorced","Doctorate"
105808,"Male","Hispanic or Latino","No","No","Married","Bachelor"
109377,"Male","Black or African American","No","No","Married","Associate"
104739,"Female","White","No","Yes","Married","Associate"
103767,"Female","Hispanic or Latino","No","No","Married","Bachelor"
105769,"Female","Black or African American","No","No","Married","Bachelor"
107640,"Female","White","No","No","Single","High School"
109112,"Male","Hispanic or Latino","No","No","Married","Bachelor"
100249,"Female","White","No","No","Married","Master"
107521,"Male","Hispanic or Latino","No","No","Divorced","Bachelor"
101637,"Male","Hispanic or Latino","No","Yes","Married","Bachelor"
109209,"Female","Asian","No","No","Single","Associate"
100967,"Male","White","No","No","Divorced","Master"
109032,"Female","Hispanic or Latino","No","Prefer Not to Say","Single","Bachelor"
100983,"Female","Black or African American","Yes","No","Married","Master"
104032,"Female","Asian","No","No","Married","Bachelor"
105060,"Male","White","No","No","Single","Master"
106621,"Female","Asian","No","No","Single","Bachelor"
109335,"Male","White","No","No","Married","High School"
100497,"Female","White","No","No","Single","Associate"
103525,"Male","White","No","No","Married","Master"
101553,"Male","Prefer Not to Say","No","No","Married","Bachelor"
107786,"Female","White","No","No","Divorced","Bachelor"
102879,"Male","Black or African American","No","No","Married","Bachelor"
105905,"Male","Black or African American","No","No","Single","Bachelor"
107805,"Female","White","No","No","Married","Bachelor"
103646,"Female","White","No","No","Divorced","Associate"
109266,"Male","Two or More Races","No","No","Single","Bachelor"
104296,"Female","White","No","No","Single","Master"
100486,"Male","Black or African American","No","No","Married","Master"
101547,"Female","White","No","No","Prefer Not to Say","Associate"
109922,"Male","Asian","No","No","Single","Bachelor"
104228,"Female","Asian","No","No","Married","Bachelor"
103629,"Male","Hispanic or Latino","No","No","Single","Master"
107714,"Female","White","No","No","Married","Bachelor"
105586,"Male","Asian","No","No","Married","Master"
102909,"Male","American Indian or Alaska Native","No","No","Single","Bachelor"
103063,"Male","White","No","No","Single","Bachelor"
100017,"Female","Black or African American","No","No","Single","Doctorate"
105972,"Female","White","No","No","Married","Bachelor"
104625,"Male","White","No","No","Single","Master"
109412,"Female","Asian","No","No","Single","Bachelor"
105168,"Male","Hispanic or Latino","No","No","Prefer Not to Say","Bachelor"
101909,"Female","White","No","No","Married","High School"
104960,"Female","Hispanic or Latino","No","No","Single","High School"
106536,"Female","Two or More Races","No","Prefer Not to Say","Single","High School"
106943,"Female","Asian","No","No","Married","Associate"
104185,"Male","Asian","No","No","Single","Bachelor"
108826,"Male","Hispanic or Latino","No","No","Prefer Not to Say","Bachelor"
102653,"Female","White","Yes","No","Single","High School"
104611,"Female","Asian","No","No","Divorced","Bachelor"
108030,"Male","White","No","No","Single","Bachelor"
100531,"Male","Prefer Not to Say","No","No","Single","Bachelor"
108087,"Male","Hispanic or Latino","No","No","Prefer Not to Say","Bachelor"
102904,"Female","Hispanic or Latino","No","No","Married","Associate"
107905,"Female","Hispanic or Latino","No","No","Single","Bachelor"
101464,"Female","White","No","No","Married","Bachelor"
106469,"Male","Black or African American","No","Yes","Single","Bachelor"
106058,"Male","Asian","No","Yes","Married","Bachelor"
107478,"Male","Two or More Races","No","No","Single","High School"
100847,"Female","White","No","No","Married","Master"
100991,"Non-Binary","White","No","No","Single","Master"
101556,"Male","Two or More Races","No","No","Single","Bachelor"
108478,"Male","Black or African American","No","No","Married","High School"
106757,"Female","Hispanic or Latino","No","No","Married","High School"
108555,"Male","Prefer Not to Say","No","No","Single","Master"
104633,"Female","Black or African American","No","No","Single","High School"
107411,"Female","White","No","No","Married","High School"
100708,"Female","Asian","No","No","Married","Bachelor"
108372,"Male","Two or More Races","No","No","Married","Bachelor"
104488,"Female","Two or More Races","No","No","Married","Associate"
100149,"Non-Binary","Black or African American","No","No","Married","High School"
100283,"Male","Asian","Prefer Not to Say","No","Single","Master"
104917,"Non-Binary","White","No","No","Married","High School"
101910,"Female","White","Yes","No","Prefer Not to Say","Bachelor"
101298,"Male","Black or African American","No","No","Prefer Not to Say","Master"
106388,"Male","Hispanic or Latino","No","No","Divorced","Bachelor"
107707,"Female","Asian","Yes","No","Single","High School"
104609,"Female","Asian","No","No","Divorced","Bachelor"
106205,"Non-Binary","Prefer Not to Say","No","Yes","Married","Bachelor"
101538,"Female","Hispanic or Latino","No","No","Single","High School"
100809,"Female","White","No","No","Single","High School"
108632,"Male","Hispanic or Latino","No","No","Married","High School"
103369,"Non-Binary","Black or African American","No","Yes","Married","Bachelor"
109161,"Non-Binary","White","No","No","Prefer Not to Say","Bachelor"
104328,"Male","Black or African American","No","Prefer Not to Say","Married","Bachelor"
105132,"Female","White","No","No","Single","Associate"
101843,"Male","White","No","No","Married","Master"
102907,"Male","White","No","No","Single","Master"
100747,"Male","Asian","No","No","Single","Associate"
107099,"Female","Black or African American","No","No","Divorced","High School"
108832,"Female","Hispanic or Latino","No","No","Married","Bachelor"
107291,"Female","White","No","No","Married","Master"
106996,"Male","White","No","No","Married","Associate"
100554,"Male","Black or African American","No","No","Married","Master"
106711,"Male","White","No","No","Divorced","Bachelor"
105911,"Female","Hispanic or Latino","No","No","Single","Bachelor"
100264,"Female","White","No","No","Married","Master"
105063,"Female","White","No","No","Single","High School"
104324,"Male","Asian","No","No","Married","Master"
103777,"Male","Hispanic or Latino","No","No","Married","Bachelor"
107943,"Male","Black or African American","No","No","Married","Bachelor"
105075,"Male","White","No","Yes","Divorced","Master"
108509,"Female","Hispanic or Latino","No","No","Married","Associate"
105479,"Female","Hispanic or Latino","No","No","Married","Master"
108251,"Female","White","No","Yes","Single","High School"
107058,"Male","White","No","No","Single","High School"
100273,"Male","White","No","No","Single","Bachelor"
109224,"Male","Prefer Not to Say","Prefer Not to Say","No","Single","Associate"
105371,"Female","Asian","No","No","Married","High School"
107783,"Female","Black or African American","No","No","Divorced","High School"
104473,"Male","White","No","No","Single","High School"
107360,"Female","White","No","No","Married","High School"
105015,"Male","White","No","No","Married","Bachelor"
108147,"Female","Asian","No","No","Single","Master"
102006,"Female","Black or African American","No","No","Single","Bachelor"
108690,"Female","Black or African American","No","No","Single","Bachelor"
100464,"Female","Asian","No","No","Single","Bachelor"
104766,"Male","Black or African American","No","No","Married","High School"
102490,"Male","White","No","No","Single","High School"
101934,"Male","American Indian or Alaska Native","No","No","Single","Bachelor"
109152,"Male","Asian","No","No","Married","High School"
103089,"Female","White","Yes","No","Married","Bachelor"
104773,"Non-Binary","White","No","No","Single","Bachelor"
108911,"Male","Hispanic or Latino","No","No","Single","Master"
102529,"Male","White","No","No","Single","Master"
107016,"Male","White","No","No","Single","Associate"
109721,"Male","White","No","No","Divorced","Master"
100792,"Male","Two or More Races","No","Prefer Not to Say","Single","Master"
101993,"Female","Black or African American","No","Prefer Not to Say","Married","Master"
109652,"Female","Asian","No","No","Married","High School"
100130,"Female","American Indian or Alaska Native","No","No","Single","Master"
101007,"Female","Hispanic or Latino","No","No","Married","High School"
106936,"Male","Asian","No","No","Prefer Not to Say","High School"
109767,"Female","White","No","No","Married","Bachelor"
102955,"Male","White","No","No","Married","High School"
106608,"Female","White","No","No","Married","Bachelor"
100365,"Female","Asian","Prefer Not to Say","No","Married","Bachelor"
101590,"Male","Black or African American","Prefer Not to Say","No","Married","High School"
104691,"Non-Binary","Native Hawaiian or Pacific Islander","No","No","Married","Master"
102115,"Female","White","Yes","No","Married","Bachelor"
103932,"Female","Two or More Races","No","Prefer Not to Say","Divorced","Master"
109745,"Female","White","No","No","Single","Master"
104743,"Male","Hispanic or Latino","No","No","Single","Associate"
107983,"Female","White","No","No","Married","High School"
106217,"Female","White","No","No","Married","High School"
102713,"Female","White","No","No","Single","Bachelor"
107054,"Female","Asian","No","No","Single","Associate"
100131,"Male","White","No","No","Single","Bachelor"
108107,"Male","White","No","No","Single","High School"
105030,"Female","Hispanic or Latino","No","No","Married","Associate"
104477,"Male","White","No","No","Married","Master"
108635,"Female","Hispanic or Latino","No","No","Single","Bachelor"
102408,"Female","Hispanic or Latino","No","Yes","Married","Master"
108140,"Female","Hispanic or Latino","No","No","Married","Associate"
104740,"Female","Black or African American","No","Prefer Not to Say","Single","High School"
106940,"Male","Asian","No","No","Single","Associate"
106308,"Female","Two or More Races","No","No","Single","Bachelor"
100445,"Male","Black or African American","No","No","Divorced","High School"
106564,"Female","Hispanic or Latino","No","No","Married","Bachelor"
107261,"Female","White","No","No","Single","Doctorate"
107843,"Female","White","Yes","No","Married","Bachelor"
103793,"Female","Black or African American","No","No","Single","Master"
100306,"Male","Asian","No","No","Single","Associate"
106265,"Non-Binary","White","No","Prefer Not to Say","Single","Doctorate"
109227,"Female","Two or More Races","Yes","No","Single","Bachelor"
107451,"Female","Asian","No","No","Divorced","Master"
100032,"Male","Asian","No","No","Married","Associate"
105379,"Female","White","No","No","Single","Bachelor"
100257,"Male","Hispanic or Latino","No","No","Prefer Not to Say","Doctorate"
101723,"Non-Binary","White","No","No","Single","Bachelor"
104520,"Female","Black or African American","No","No","Single","Bachelor"
100001,"Female","White","No","No","Divorced","Doctorate"
102279,"Female","White","No","No","Married","Bachelor"
107896,"Female","Black or African American","No","No","Married","High School"
100342,"Male","White","No","No","Divorced","Bachelor"
108687,"Male","Asian","No","No","Prefer Not to Say","Associate"
109968,"Male","Hispanic or Latino","No","No","Single","High School"
105651,"Male","Hispanic or Latino","No","Prefer Not to Say","Prefer Not to Say","Doctorate"
109024,"Male","White","Yes","Yes","Single","High School"
106190,"Male","Black or African American","Yes","No","Single","Bachelor"
106787,"Female","Hispanic or Latino","Prefer Not to Say","No","Single","Master"
104461,"Male","Native Hawaiian or Pacific Islander","No","No","Divorced","Associate"
104754,"Female","White","No","No","Married","Bachelor"
107174,"Female","White","No","Prefer Not to Say","Married","Bachelor"
101329,"Female","White","No","No","Divorced","Bachelor"
103799,"Female","Black or African American","Yes","No","Married","Associate"
106956,"Female","Black or African American","No","No","Single","Bachelor"
109239,"Female","White","No","No","Single","Associate"
107914,"Male","Black or African American","No","No","Single","Associate"
107973,"Female","Hispanic or Latino","Yes","No","Single","Bachelor"
106188,"Male","Native Hawaiian or Pacific Islander","No","No","Married","Associate"
108712,"Female","White","No","No","Single","Associate"
106628,"Male","Hispanic or Latino","No","No","Married","Bachelor"
100534,"Female","White","No","No","Married","Bachelor"
102967,"Female","Prefer Not to Say","No","No","Single","Associate"
106336,"Female","Asian","Yes","No","Single","Bachelor"
100465,"Female","White","No","No","Married","Associate"
106555,"Male","Hispanic or Latino","No","No","Divorced","Master"
100974,"Female","Two or More Races","No","No","Single","High School"
103782,"Female","Asian","No","No","Single","Bachelor"
104278,"Female","Hispanic or Latino","No","Yes","Married","Master"
104331,"Female","Black or African American","No","No","Single","Master"
103757,"Male","Black or African American","No","No","Married","High School"
101303,"Male","Prefer Not to Say","No","No","Married","Master"
108724,"Male","Hispanic or Latino","No","No","Prefer Not to Say","Master"
101387,"Male","Asian","No","No","Married","Bachelor"
103961,"Female","Two or More Races","No","No","Married","Bachelor"
108941,"Female","White","No","Prefer Not to Say","Married","Bachelor"
106607,"Female","Black or African American","No","No","Married","Bachelor"
107904,"Male","Hispanic or Latino","No","No","Single","High School"
109379,"Male","Two or More Races","No","Yes","Single","Master"
102302,"Female","White","No","No","Married","Bachelor"
103732,"Male","Hispanic or Latino","No","No","Married","Master"
105669,"Male","Black or African American","No","No","Married","Associate"
105881,"Female","Asian","Yes","Prefer Not to Say","Married","Master"
107624,"Male","Hispanic or Latino","No","No","Single","Master"
106802,"Male","Asian","No","No","Married","Bachelor"
105942,"Male","Hispanic or Latino","No","No","Married","Bachelor"
104730,"Male","Prefer Not to Say","No","Prefer Not to Say","Single","Master"
103171,"Non-Binary","White","No","No","Married","Master"
105620,"Female","Asian","No","No","Married","Bachelor"
101692,"Male","Hispanic or Latino","No","No","Single","Doctorate"
106060,"Female","Hispanic or Latino","No","No","Single","Bachelor"
105596,"Female","White","No","No","Married","High School"
101525,"Male","White","No","No","Single","Doctorate"
105359,"Male","Hispanic or Latino","No","No","Married","Associate"
105119,"Non-Binary","Native Hawaiian or Pacific Islander","No","Yes","Single","Master"
100271,"Male","Hispanic or Latino","No","No","Divorced","Bachelor"
100651,"Male","Hispanic or Latino","No","No","Single","Master"
107992,"Female","White","No","No","Married","Master"
100444,"Male","Black or African American","No","No","Single","Master"
105398,"Female","White","No","No","Married","High School"
109061,"Male","White","Prefer Not to Say","No","Married","Bachelor"
106111,"Male","White","No","No","Prefer Not to Say","Bachelor"
105491,"Male","Black or African American","No","No","Married","Associate"
106356,"Male","Hispanic or Latino","No","No","Married","Bachelor"
109593,"Female","Black or African American","No","No","Married","Bachelor"
108556,"Male","Asian","No","No","Single","Master"
101817,"Female","Asian","No","No","Single","Master"
108563,"Male","American Indian or Alaska Native","No","No","Married","Bachelor"
103838,"Male","White","No","No","Married","Bachelor"
100197,"Non-Binary","Asian","No","No","Married","Bachelor"
109110,"Male","Asian","No","No","Divorced","Associate"
108327,"Male","Hispanic or Latino","No","Prefer Not to Say","Married","High School"
109070,"Female","Asian","No","Prefer Not to Say","Single","Bachelor"
103330,"Male","Hispanic or Latino","No","No","Single","Master"
103243,"Female","White","No","No","Single","Bachelor"
100929,"Female","White","No","No","Single","Doctorate"
105344,"Female","White","No","Prefer Not to Say","Married","Doctorate"
105186,"Male","Prefer Not to Say","No","No","Married","Bachelor"
102422,"Female","Two or More Races","No","No","Single","Doctorate"
101689,"Female","Black or African American","Prefer Not to Say","No","Single","Master"
102508,"Male","White","No","No","Married","Bachelor"
103628,"Male","Asian","No","No","Married","Bachelor"
101714,"Non-Binary","White","No","No","Divorced","Bachelor"
106955,"Male","White","No","No","Divorced","Master"
101799,"Non-Binary","Hispanic or Latino","No","No","Married","Master"
109973,"Male","White","No","No","Divorced","Bachelor"
105174,"Female","Asian","No","No","Single","Associate"
104661,"Male","White","No","Prefer Not to Say","Single","Master"
105852,"Male","Two or More Races","No","No","Married","Master"
108339,"Male","Asian","No","Yes","Married","Master"
103735,"Non-Binary","White","No","No","Married","Master"
104972,"Male","White","No","No","Prefer Not to Say","Bachelor"
109178,"Female","Asian","No","No","Single","Bachelor"
105632,"Male","White","No","No","Single","Master"
102878,"Female","White","Yes","No","Married","High School"
100033,"Male","Black or African American","No","No","Single","Bachelor"
106647,"Male","Black or African American","No","No","Single","Bachelor"
100064,"Female","White","No","No","Single","Bachelor"
103379,"Female","Hispanic or Latino","Yes","No","Divorced","Bachelor"
100954,"Female","White","No","No","Married","Bachelor"
105692,"Male","White","No","No","Single","Master"
105054,"Male","White","No","Yes","Married","High School"
106782,"Female","White","No","No","Single","Associate"
107811,"Female","Asian","No","No","Married","Bachelor"
101814,"Male","Black or African American","No","No","Married","High School"
102416,"Male","Asian","No","No","Married","High School"
108329,"Female","White","No","No","Married","Doctorate"
102099,"Female","White","No","No","Married","Bachelor"
100572,"Female","Two or More Races","No","No","Single","High School"
102987,"Female","White","No","Yes","Married","High School"
106315,"Male","White","No","No","Married","High School"
100914,"Non-Binary","Hispanic or Latino","No","No","Married","Doctorate"
109564,"Female","Black or African American","Prefer Not to Say","No","Married","Bachelor"
101386,"Female","White","Prefer Not to Say","No","Married","Bachelor"
105966,"Male","White","No","No","Married","Bachelor"
101439,"Male","Asian","No","No","Prefer Not to Say","Master"
100353,"Female","Black or African American","No","No","Married","Doctorate"
105259,"Female","Asian","No","No","Single","Associate"
106454,"Male","Black or African American","No","No","Single","Bachelor"
100314,"Female","Hispanic or Latino","No","No","Single","Bachelor"
106489,"Non-Binary","White","Yes","No","Single","Bachelor"
101743,"Non-Binary","Prefer Not to Say","No","No","Single","Bachelor"
100761,"Female","Hispanic or Latino","No","No","Divorced","Associate"
105947,"Male","Hispanic or Latino","No","No","Divorced","Bachelor"
102202,"Male","Hispanic or Latino","No","Prefer Not to Say","Single","Bachelor"
100538,"Male","White","No","No","Married","Master"
104184,"Female","Asian","No","Yes","Prefer Not to Say","Bachelor"
106542,"Non-Binary","Asian","No","Yes","Single","Master"
103254,"Female","Asian","No","No","Married","Associate"
109638,"Male","Hispanic or Latino","No","No","Prefer Not to Say","Bachelor"
104701,"Female","Asian","No","No","Single","Bachelor"
108527,"Female","Two or More Races","No","No","Single","High School"
106873,"Female","White","No","No","Single","Associate"
100236,"Male","White","No","No","Married","Bachelor"
104657,"Female","Hispanic or Latino","No","No","Married","Master"
109240,"Female","White","No","No","Married","Doctorate"
103157,"Female","Hispanic or Latino","No","No","Married","Master"
109129,"Female","Asian","No","No","Married","Associate"
109234,"Male","Black or African American","No","No","Married","Doctorate"
100553,"Male","Asian","No","No","Single","Master"
102375,"Female","Black or African American","No","No","Divorced","Associate"
105410,"Male","White","No","No","Married","High School"
101041,"Male","White","No","Prefer Not to Say","Prefer Not to Say","Master"
101611,"Male","White","No","No","Single","Bachelor"
109927,"Female","Hispanic or Latino","No","No","Single","Associate"
107239,"Female","White","No","No","Married","Bachelor"
106657,"Male","White","No","No","Single","High School"
100952,"Non-Binary","Hispanic or Latino","No","No","Married","Master"
108295,"Female","Two or More Races","No","Yes","Prefer Not to Say","High School"
106303,"Male","Black or African American","Yes","No","Single","Bachelor"
104524,"Female","Black or African American","Yes","No","Married","Master"
102118,"Male","Hispanic or Latino","No","No","Single","Bachelor"
107549,"Female","White","No","No","Single","Bachelor"
106876,"Female","White","No","No","Single","Bachelor"
104076,"Male","White","No","No","Married","Bachelor"
104179,"Male","Prefer Not to Say","No","No","Married","Master"
107348,"Female","Asian","No","No","Single","Master"
108072,"Male","Two or More Races","No","No","Single","Bachelor"
104885,"Female","Prefer Not to Say","No","No","Divorced","Bachelor"
101826,"Female","White","Yes","No","Single","High School"
100529,"Female","White","No","No","Married","Bachelor"
101795,"Female","Hispanic or Latino","No","No","Prefer Not to Say","High School"
102928,"Male","White","No","No","Single","Bachelor"
105420,"Female","White","No","No","Married","High School"
109581,"Female","Black or African American","No","No","Single","Associate"
101938,"Male","Asian","No","No","Divorced","Master"
101183,"Female","White","No","No","Single","Bachelor"
102382,"Male","White","No","No","Single","Bachelor"
106229,"Female","Asian","No","No","Divorced","High School"
109889,"Male","Black or African American","No","No","Single","Bachelor"
107386,"Male","Hispanic or Latino","No","No","Single","Bachelor"
101069,"Male","Asian","No","No","Married","Master"
101800,"Female","Black or African American","No","No","Married","Bachelor"
105341,"Female","Asian","No","No","Divorced","Bachelor"
107945,"Female","Black or African American","No","No","Married","Bachelor"
106856,"Female","Hispanic or Latino","No","No","Married","High School"
104994,"Female","Native Hawaiian or Pacific Islander","No","No","Single","Associate"
105407,"Female","Hispanic or Latino","No","No","Single","Doctorate"
104182,"Female","Prefer Not to Say","No","No","Single","Associate"
104298,"Male","White","No","No","Married","Bachelor"
103598,"Female","Black or African American","No","No","Single","Master"
106829,"Male","White","No","No","Married","Master"
105973,"Male","Asian","No","No","Divorced","Bachelor"
109322,"Male","Hispanic or Latino","No","No","Married","Bachelor"
103522,"Male","White","No","No","Prefer Not to Say","Bachelor"
102070,"Male","Hispanic or Latino","No","No","Divorced","Associate"
102399,"Male","Black or African American","No","No","Married","Associate"
102548,"Female","Black or African American","No","No","Single","Bachelor"
100378,"Male","Black or African American","No","No","Married","Master"
109376,"Male","Asian","No","No","Married","Doctorate"
108969,"Female","Asian","No","No","Married","Bachelor"
109958,"Male","Prefer Not to Say","No","No","Married","Bachelor"
105225,"Female","Asian","No","No","Prefer Not to Say","Doctorate"
102268,"Female","Asian","No","No","Single","Bachelor"
103781,"Female","Hispanic or Latino","No","No","Married","Bachelor"
102756,"Male","Black or African American","No","No","Divorced","Bachelor"
108312,"Male","Black or African American","No","No","Married","Bachelor"
101669,"Female","Asian","No","No","Single","Associate"
104548,"Female","White","No","No","Single","Master"
101509,"Female","Hispanic or Latino","No","No","Single","Bachelor"
105004,"Female","White","No","No","Single","Bachelor"
101009,"Female","Two or More Races","No","No","Married","Bachelor"
101042,"Female","Hispanic or Latino","No","No","Single","High School"
107023,"Female","Hispanic or Latino","No","No","Single","Bachelor"
100467,"Male","Asian","No","No","Married","Associate"
107778,"Female","White","No","No","Single","Master"
108855,"Male","Black or African American","No","No","Married","Doctorate"
109141,"Male","Hispanic or Latino","No","No","Married","Bachelor"
102876,"Non-Binary","White","No","No","Married","Bachelor"
104651,"Female","Hispanic or Latino","No","No","Single","High School"
104017,"Female","White","No","No","Single","Bachelor"
101594,"Male","White","No","No","Prefer Not to Say","Bachelor"
100863,"Male","Hispanic or Latino","No","Yes","Single","Bachelor"
102699,"Male","White","No","No","Married","High School"
108528,"Male","Hispanic or Latino","No","No","Single","Doctorate"
106180,"Female","Two or More Races","Yes","No","Divorced","Doctorate"
108660,"Female","Hispanic or Latino","No","Yes","Married","Doctorate"
107043,"Male","White","Prefer Not to Say","Yes","Single","Master"
108661,"Female","Prefer Not to Say","Prefer Not to Say","Prefer Not to Say","Single","Bachelor"
105946,"Female","White","No","No","Single","Associate"
101879,"Female","White","No","No","Married","Master"
103333,"Male","Asian","No","No","Prefer Not to Say","Bachelor"
108285,"Male","Hispanic or Latino","No","Yes","Married","Bachelor"
107398,"Non-Binary","Black or African American","No","No","Married","Doctorate"
105552,"Female","Two or More Races","No","No","Married","Master"
104157,"Male","Black or African American","No","No","Single","Bachelor"
102328,"Female","Black or African American","No","No","Married","Bachelor"
102961,"Male","White","No","No","Married","Associate"
107250,"Female","Hispanic or Latino","Yes","No","Married","Bachelor"
104655,"Male","White","No","No","Single","High School"
108025,"Male","Hispanic or Latino","No","Yes","Married","High School"
106939,"Male","Asian","No","Yes","Married","High School"
104247,"Female","White","Yes","No","Single","Master"
108150,"Female","Hispanic or Latino","No","No","Married","Master"
107533,"Male","Black or African American","No","No","Married","High School"
101638,"Male","Two or More Races","No","No","Married","High School"
102129,"Male","Hispanic or Latino","No","No","Married","High School"
104720,"Male","White","No","No","Single","Associate"
103892,"Male","White","Prefer Not to Say","No","Married","Master"
104531,"Male","Hispanic or Latino","No","No","Prefer Not to Say","Bachelor"
107986,"Female","Hispanic or Latino","Prefer Not to Say","No","Married","Bachelor"
100773,"Male","Prefer Not to Say","No","No","Married","Bachelor"
100588,"Female","White","No","No","Divorced","Associate"
102806,"Male","Hispanic or Latino","No","No","Single","High School"
107975,"Male","Asian","No","Yes","Prefer Not to Say","Associate"
102161,"Male","Asian","No","No","Single","Bachelor"
108949,"Male","Hispanic or Latino","No","No","Single","High School"
104825,"Male","Prefer Not to Say","No","No","Married","Master"
101557,"Male","White","No","No","Single","Bachelor"
100843,"Male","Hispanic or Latino","No","No","Single","High School"
100279,"Male","Asian","No","No","Married","Master"
100748,"Male","Hispanic or Latino","No","No","Single","Master"
106203,"Male","Asian","No","No","Single","Bachelor"
103136,"Female","White","No","No","Prefer Not to Say","Master"
103565,"Male","White","No","No","Single","Bachelor"
101219,"Male","White","No","No","Married","Associate"
104227,"Female","White","No","No","Single","Master"
108136,"Female","Black or African American","No","No","Married","Master"
106428,"Female","Hispanic or Latino","No","No","Married","Master"
102979,"Female","Asian","No","No","Divorced","High School"
105757,"Male","Hispanic or Latino","Prefer Not to Say","No","Divorced","Master"
104033,"Male","White","No","No","Married","Master"
102008,"Male","Asian","No","Yes","Single","Bachelor"
100083,"Male","Asian","No","No","Single","Bachelor"
103142,"Male","White","No","No","Married","Master"
107506,"Male","Native Hawaiian or Pacific Islander","No","No","Married","Bachelor"
109199,"Male","Black or African American","Yes","No","Single","Bachelor"
103778,"Female","Hispanic or Latino","No","No","Single","Associate"
103724,"Male","White","Prefer Not to Say","No","Single","Bachelor"
108175,"Male","Asian","No","No","Married","High School"
108965,"Female","Hispanic or Latino","No","No","Single","Bachelor"
103517,"Female","Black or African American","No","No","Prefer Not to Say","Master"
108436,"Male","Hispanic or Latino","No","No","Married","Bachelor"
101731,"Male","Two or More Races","No","No","Single","Bachelor"
104831,"Female","Asian","No","No","Married","Bachelor"
107504,"Female","White","Prefer Not to Say","No","Single","Master"
101410,"Female","Asian","Prefer Not to Say","No","Married","High School"
106599,"Female","Asian","No","Yes","Married","Bachelor"
