"LearningEventID","EmployeeID","CourseID","CompletionDate","LearningHours","CompletionStatus","CourseName","CourseCategory"
"L108588_4",108588,3,2025-10-05,9.9,"Completed","Manager Essentials","Leadership"
"L108588_5",108588,9,2025-10-21,5.1,"Completed","Sales Negotiation","Business"
"L109389_1",109389,10,2024-07-07,4.7,"Completed","HR Compliance","Compliance"
"L109389_2",109389,2,2025-10-17,3.2,"Completed","Security Awareness","Compliance"
"L101664_1",101664,11,2025-03-26,8.5,"Completed","Finance for Managers","Business"
"L101664_2",101664,12,2025-07-16,9.9,"Completed","Data Literacy","Technical"
"L107088_1",107088,3,2024-04-27,8.6,"Completed","Manager Essentials","Leadership"
"L107088_2",107088,7,2024-05-07,9.7,"Completed","Project Management Basics","Business"
"L107088_3",107088,10,2025-02-05,2.8,"Completed","HR Compliance","Compliance"
"L107088_4",107088,2,2025-08-02,0.5,"Completed","Security Awareness","Compliance"
"L107088_5",107088,8,2025-09-30,4.3,"Completed","Customer Experience","Business"
"L107088_6",107088,5,2026-01-05,10.4,"Completed","Advanced Excel","Technical"
"L106038_1",106038,10,2024-12-05,3,"Completed","HR Compliance","Compliance"
"L106038_2",106038,4,2025-06-01,1.1,"Completed","Inclusive Leadership","Leadership"
"L106038_3",106038,7,2025-08-15,2.9,"Completed","Project Management Basics","Business"
"L103900_1",103900,2,2025-02-04,2.9,"Completed","Security Awareness","Compliance"
"L103900_2",103900,7,2025-04-21,1.4,"Completed","Project Management Basics","Business"
"L103900_3",103900,9,2025-07-08,5.5,"Completed","Sales Negotiation","Business"
"L103900_4",103900,8,2025-09-13,9.1,"Completed","Customer Experience","Business"
"L103900_5",103900,11,2025-11-27,10,"Completed","Finance for Managers","Business"
"L102501_1",102501,8,2024-11-22,8,"Completed","Customer Experience","Business"
"L102501_2",102501,2,2025-10-15,6.9,"Completed","Security Awareness","Compliance"
"L103567_1",103567,2,2024-10-25,1.5,"Completed","Security Awareness","Compliance"
"L103567_2",103567,4,2025-03-02,1.7,"Completed","Inclusive Leadership","Leadership"
"L103567_3",103567,3,2025-03-22,5.1,"Completed","Manager Essentials","Leadership"
"L103567_4",103567,6,2026-01-29,2.5,"Completed","Power BI Foundations","Technical"
"L108736_1",108736,8,2025-01-05,3.5,"Completed","Customer Experience","Business"
"L108736_2",108736,6,2025-04-29,1,"Completed","Power BI Foundations","Technical"
"L108736_3",108736,3,2025-05-15,7.4,"Completed","Manager Essentials","Leadership"
"L108736_4",108736,12,2025-12-25,9.8,"Completed","Data Literacy","Technical"
"L108736_5",108736,11,2026-01-12,5.4,"Completed","Finance for Managers","Business"
"L103011_1",103011,10,2025-03-10,5.3,"Completed","HR Compliance","Compliance"
"L103011_2",103011,12,2025-07-24,2.8,"Completed","Data Literacy","Technical"
"L103658_1",103658,1,2024-11-19,1.4,"Completed","Code of Conduct","Compliance"
"L103658_2",103658,3,2025-01-05,11.5,"Completed","Manager Essentials","Leadership"
"L103658_3",103658,2,2025-06-03,3.5,"Completed","Security Awareness","Compliance"
"L103658_4",103658,4,2026-02-19,0.5,"Completed","Inclusive Leadership","Leadership"
"L104982_1",104982,11,2025-10-03,1.6,"Completed","Finance for Managers","Business"
"L104982_2",104982,6,2025-12-23,8,"Completed","Power BI Foundations","Technical"
"L100853_1",100853,1,2025-12-14,10.4,"Completed","Code of Conduct","Compliance"
"L100853_2",100853,5,2026-01-18,5.2,"Completed","Advanced Excel","Technical"
"L108020_1",108020,4,2025-03-05,1.3,"Completed","Inclusive Leadership","Leadership"
"L103276_1",103276,7,2025-04-24,8,"Completed","Project Management Basics","Business"
"L103276_2",103276,8,2025-06-06,6.6,"Completed","Customer Experience","Business"
"L103276_3",103276,12,2025-11-01,7.7,"Completed","Data Literacy","Technical"
"L103276_4",103276,11,2025-12-14,7.1,"Completed","Finance for Managers","Business"
"L108103_1",108103,1,2025-10-12,6.3,"Completed","Code of Conduct","Compliance"
"L105955_1",105955,3,2026-01-23,10.1,"Completed","Manager Essentials","Leadership"
"L105955_2",105955,6,2026-02-04,2.5,"Completed","Power BI Foundations","Technical"
"L105955_3",105955,5,2026-02-23,6.6,"Completed","Advanced Excel","Technical"
"L100966_1",100966,6,2025-07-07,3.4,"Completed","Power BI Foundations","Technical"
"L100966_2",100966,10,2026-01-06,11.3,"Completed","HR Compliance","Compliance"
"L100966_3",100966,4,2026-01-18,1.6,"Completed","Inclusive Leadership","Leadership"
"L109237_1",109237,9,2025-10-06,3.4,"Completed","Sales Negotiation","Business"
"L109237_2",109237,5,2025-11-10,5.9,"Completed","Advanced Excel","Technical"
"L109237_3",109237,3,2025-12-16,3.5,"Completed","Manager Essentials","Leadership"
"L109237_4",109237,6,2026-02-20,7.9,"Completed","Power BI Foundations","Technical"
"L106760_1",106760,1,2025-12-17,4.9,"Completed","Code of Conduct","Compliance"
"L106760_2",106760,2,2025-12-21,7.5,"Completed","Security Awareness","Compliance"
"L103274_1",103274,4,2025-10-30,5.6,"Completed","Inclusive Leadership","Leadership"
"L103274_2",103274,9,2025-11-02,1.9,"Completed","Sales Negotiation","Business"
"L102256_1",102256,9,2025-11-15,4.4,"Completed","Sales Negotiation","Business"
"L102256_2",102256,6,2025-12-30,0.9,"Completed","Power BI Foundations","Technical"
"L102256_3",102256,4,2026-01-04,11.5,"Completed","Inclusive Leadership","Leadership"
"L102256_4",102256,3,2026-01-19,7.2,"Completed","Manager Essentials","Leadership"
"L109666_1",109666,3,2025-11-06,5.4,"Completed","Manager Essentials","Leadership"
"L109666_2",109666,8,2025-11-22,8.8,"Completed","Customer Experience","Business"
"L109666_3",109666,5,2025-12-20,11.6,"Completed","Advanced Excel","Technical"
"L109666_4",109666,7,2025-12-30,8.3,"Completed","Project Management Basics","Business"
"L109666_5",109666,12,2026-01-29,0.6,"Completed","Data Literacy","Technical"
"L100757_1",100757,10,2025-12-29,5.5,"Completed","HR Compliance","Compliance"
"L104380_1",104380,10,2025-12-04,8.2,"Completed","HR Compliance","Compliance"
"L104380_2",104380,2,2026-01-10,8.1,"Completed","Security Awareness","Compliance"
"L104380_3",104380,7,2026-02-01,11.5,"Completed","Project Management Basics","Business"
"L104380_4",104380,8,2026-02-18,3.5,"Completed","Customer Experience","Business"
"L100805_1",100805,1,2025-11-30,5,"Completed","Code of Conduct","Compliance"
"L100805_2",100805,10,2026-01-01,6.1,"Completed","HR Compliance","Compliance"
"L100805_3",100805,11,2026-01-29,10.6,"Completed","Finance for Managers","Business"
"L100805_4",100805,4,2026-02-25,3.3,"Completed","Inclusive Leadership","Leadership"
"L100995_1",100995,1,2025-12-12,11.4,"Completed","Code of Conduct","Compliance"
"L100995_2",100995,11,2026-01-03,3.9,"Completed","Finance for Managers","Business"
"L100995_3",100995,3,2026-02-01,6.3,"Completed","Manager Essentials","Leadership"
"L100995_4",100995,2,2026-02-03,9.3,"Completed","Security Awareness","Compliance"
"L102772_1",102772,10,2017-11-07,11.9,"Completed","HR Compliance","Compliance"
"L102772_2",102772,9,2018-04-23,10.2,"Completed","Sales Negotiation","Business"
"L102772_3",102772,4,2020-02-08,4.8,"Completed","Inclusive Leadership","Leadership"
"L102772_4",102772,6,2024-08-20,7.6,"Completed","Power BI Foundations","Technical"
"L102772_5",102772,12,2024-09-04,5.5,"Completed","Data Literacy","Technical"
"L109221_1",109221,10,2020-05-21,7.9,"Completed","HR Compliance","Compliance"
"L102019_1",102019,4,2021-02-17,1.9,"Completed","Inclusive Leadership","Leadership"
"L102019_2",102019,3,2025-09-19,6.4,"Completed","Manager Essentials","Leadership"
"L102019_3",102019,9,2025-10-04,11,"Completed","Sales Negotiation","Business"
"L106766_1",106766,2,2013-06-27,1.5,"Completed","Security Awareness","Compliance"
"L106766_2",106766,4,2018-03-08,8.6,"Completed","Inclusive Leadership","Leadership"
"L106766_3",106766,11,2021-01-08,1.9,"Completed","Finance for Managers","Business"
"L101944_1",101944,3,2014-04-01,7.1,"Completed","Manager Essentials","Leadership"
"L101944_2",101944,2,2016-01-02,3.8,"Completed","Security Awareness","Compliance"
"L101944_3",101944,12,2017-06-13,1.3,"Completed","Data Literacy","Technical"
"L101944_4",101944,10,2019-08-27,12,"Completed","HR Compliance","Compliance"
"L101944_5",101944,8,2020-12-19,3.9,"Completed","Customer Experience","Business"
"L101944_6",101944,7,2022-05-28,9.5,"Completed","Project Management Basics","Business"
"L102991_1",102991,9,2013-06-05,2.4,"Completed","Sales Negotiation","Business"
"L102991_2",102991,11,2018-05-10,4.7,"Completed","Finance for Managers","Business"
"L102991_3",102991,1,2021-09-10,6.6,"Completed","Code of Conduct","Compliance"
"L102991_4",102991,5,2025-06-19,6.6,"Completed","Advanced Excel","Technical"
"L102721_1",102721,1,2013-06-04,0.5,"Completed","Code of Conduct","Compliance"
"L102721_2",102721,4,2020-12-25,0.7,"Completed","Inclusive Leadership","Leadership"
"L100003_1",100003,6,2014-03-20,5.4,"Completed","Power BI Foundations","Technical"
"L105071_1",105071,5,2015-02-15,9,"Completed","Advanced Excel","Technical"
"L105071_2",105071,7,2015-10-23,8,"Completed","Project Management Basics","Business"
"L105071_3",105071,4,2018-01-13,9.2,"Completed","Inclusive Leadership","Leadership"
"L105071_4",105071,2,2018-12-24,0.9,"Completed","Security Awareness","Compliance"
"L105071_5",105071,9,2021-11-22,2.6,"Completed","Sales Negotiation","Business"
"L105071_6",105071,1,2023-05-04,2.3,"Completed","Code of Conduct","Compliance"
"L106457_1",106457,3,2016-07-27,7.9,"Completed","Manager Essentials","Leadership"
"L106457_2",106457,1,2017-03-02,3.1,"Completed","Code of Conduct","Compliance"
"L107097_1",107097,7,2014-11-22,6.9,"Completed","Project Management Basics","Business"
"L107097_2",107097,2,2022-06-04,11.3,"Completed","Security Awareness","Compliance"
"L107097_3",107097,1,2026-02-03,10.6,"Completed","Code of Conduct","Compliance"
"L109808_1",109808,1,2013-12-19,3.3,"Completed","Code of Conduct","Compliance"
"L101908_1",101908,10,2020-04-09,11.5,"Completed","HR Compliance","Compliance"
"L101908_2",101908,8,2022-11-14,5.4,"Completed","Customer Experience","Business"
"L105640_1",105640,5,2013-11-29,9.6,"Completed","Advanced Excel","Technical"
"L105640_2",105640,3,2016-10-22,8.5,"Completed","Manager Essentials","Leadership"
"L105640_3",105640,6,2025-04-14,11,"Completed","Power BI Foundations","Technical"
"L102316_1",102316,4,2017-03-31,3.6,"Completed","Inclusive Leadership","Leadership"
"L102316_2",102316,9,2018-05-16,6.4,"Completed","Sales Negotiation","Business"
"L102316_3",102316,12,2020-08-23,3.6,"Completed","Data Literacy","Technical"
"L104591_1",104591,1,2022-11-11,10.9,"Completed","Code of Conduct","Compliance"
"L104591_2",104591,11,2024-02-15,2.8,"Completed","Finance for Managers","Business"
"L103439_1",103439,8,2018-07-05,1.7,"Completed","Customer Experience","Business"
"L103439_2",103439,4,2022-04-08,2.1,"Completed","Inclusive Leadership","Leadership"
"L107534_1",107534,1,2020-05-06,1.8,"Completed","Code of Conduct","Compliance"
"L107534_2",107534,5,2022-04-10,1.4,"Completed","Advanced Excel","Technical"
"L107534_3",107534,4,2023-03-29,9.3,"Completed","Inclusive Leadership","Leadership"
"L101961_1",101961,6,2025-10-06,4.6,"Completed","Power BI Foundations","Technical"
"L105588_1",105588,6,2016-06-29,11.4,"Completed","Power BI Foundations","Technical"
"L105588_2",105588,7,2018-08-17,9.2,"Completed","Project Management Basics","Business"
"L105588_3",105588,4,2023-04-24,4.3,"Completed","Inclusive Leadership","Leadership"
"L104280_1",104280,12,2017-05-22,4.5,"Completed","Data Literacy","Technical"
"L104280_2",104280,6,2018-09-27,2.3,"Completed","Power BI Foundations","Technical"
"L109682_1",109682,7,2015-11-30,5.4,"Completed","Project Management Basics","Business"
"L109682_2",109682,8,2016-12-23,10.9,"Completed","Customer Experience","Business"
"L109682_3",109682,5,2022-12-21,10.1,"Completed","Advanced Excel","Technical"
"L109682_4",109682,1,2025-08-09,0.8,"Completed","Code of Conduct","Compliance"
"L105958_1",105958,4,2016-11-15,1.4,"Completed","Inclusive Leadership","Leadership"
"L108974_1",108974,7,2016-04-11,4.9,"Completed","Project Management Basics","Business"
"L108356_1",108356,3,2018-08-03,6.6,"Completed","Manager Essentials","Leadership"
"L108356_2",108356,8,2021-06-05,2.2,"Completed","Customer Experience","Business"
"L108356_3",108356,9,2023-05-04,9.5,"Completed","Sales Negotiation","Business"
"L108356_4",108356,12,2025-05-18,3.3,"Completed","Data Literacy","Technical"
"L106354_1",106354,2,2016-02-20,6.6,"Completed","Security Awareness","Compliance"
"L106354_2",106354,9,2025-03-03,2.2,"Completed","Sales Negotiation","Business"
"L100619_1",100619,4,2015-08-21,7.7,"Completed","Inclusive Leadership","Leadership"
"L100619_2",100619,8,2018-02-10,5.6,"Completed","Customer Experience","Business"
"L100619_3",100619,10,2018-10-06,2,"Completed","HR Compliance","Compliance"
"L100619_4",100619,2,2020-09-01,9.1,"Completed","Security Awareness","Compliance"
"L100619_5",100619,5,2022-06-06,5.7,"Completed","Advanced Excel","Technical"
"L100619_6",100619,3,2023-08-20,11.2,"Completed","Manager Essentials","Leadership"
"L103979_1",103979,4,2021-11-18,1.9,"Completed","Inclusive Leadership","Leadership"
"L104200_1",104200,9,2017-04-01,2.1,"Completed","Sales Negotiation","Business"
"L101836_1",101836,3,2016-09-01,9.3,"Completed","Manager Essentials","Leadership"
"L101836_2",101836,7,2018-05-26,10.5,"Completed","Project Management Basics","Business"
"L101836_3",101836,6,2018-08-03,4.6,"Completed","Power BI Foundations","Technical"
"L101836_4",101836,8,2018-09-06,2.8,"Completed","Customer Experience","Business"
"L101836_5",101836,12,2020-07-01,5.5,"Completed","Data Literacy","Technical"
"L101836_6",101836,10,2021-02-08,1.6,"Completed","HR Compliance","Compliance"
"L105849_1",105849,8,2019-02-12,11.8,"Completed","Customer Experience","Business"
"L100121_1",100121,12,2017-03-03,8,"Completed","Data Literacy","Technical"
"L100121_2",100121,7,2017-08-23,10.6,"Completed","Project Management Basics","Business"
"L100121_3",100121,8,2019-01-06,9.1,"Completed","Customer Experience","Business"
"L108921_1",108921,7,2020-01-19,10.9,"Completed","Project Management Basics","Business"
"L108921_2",108921,1,2024-11-22,11.6,"Completed","Code of Conduct","Compliance"
"L108921_3",108921,6,2025-05-01,10.1,"Completed","Power BI Foundations","Technical"
"L104709_1",104709,8,2017-08-03,3.3,"Completed","Customer Experience","Business"
"L104709_2",104709,10,2022-07-06,6.5,"Completed","HR Compliance","Compliance"
"L104709_3",104709,11,2022-08-04,10.9,"Completed","Finance for Managers","Business"
"L104709_4",104709,4,2023-07-23,6.1,"Completed","Inclusive Leadership","Leadership"
"L103185_1",103185,7,2021-07-15,12,"Completed","Project Management Basics","Business"
"L103185_2",103185,11,2025-09-26,11.2,"Completed","Finance for Managers","Business"
"L107356_1",107356,6,2025-03-08,1,"Completed","Power BI Foundations","Technical"
"L107356_2",107356,4,2025-03-13,11.5,"Completed","Inclusive Leadership","Leadership"
"L106297_1",106297,2,2015-07-02,4.6,"Completed","Security Awareness","Compliance"
"L106297_2",106297,7,2016-03-03,5,"Completed","Project Management Basics","Business"
"L106297_3",106297,3,2020-01-23,3.7,"Completed","Manager Essentials","Leadership"
"L104822_1",104822,3,2019-05-26,6,"Completed","Manager Essentials","Leadership"
"L104822_2",104822,9,2021-12-13,3.5,"Completed","Sales Negotiation","Business"
"L104822_3",104822,6,2023-03-03,3.2,"Completed","Power BI Foundations","Technical"
"L104822_4",104822,12,2024-12-31,0.7,"Completed","Data Literacy","Technical"
"L100335_1",100335,5,2017-04-22,8.3,"Completed","Advanced Excel","Technical"
"L100335_2",100335,7,2019-07-30,4.7,"Completed","Project Management Basics","Business"
"L100335_3",100335,9,2020-05-02,9.5,"Completed","Sales Negotiation","Business"
"L101066_1",101066,8,2019-05-10,11.4,"Completed","Customer Experience","Business"
"L101066_2",101066,12,2021-08-13,11.8,"Completed","Data Literacy","Technical"
"L105220_1",105220,10,2023-11-03,11.8,"Completed","HR Compliance","Compliance"
"L105220_2",105220,4,2024-02-18,5.5,"Completed","Inclusive Leadership","Leadership"
"L104951_1",104951,3,2025-04-15,6.4,"Completed","Manager Essentials","Leadership"
"L109789_1",109789,5,2020-08-15,9,"Completed","Advanced Excel","Technical"
"L109789_2",109789,12,2022-08-01,1.5,"Completed","Data Literacy","Technical"
"L109789_3",109789,7,2025-01-15,1.1,"Completed","Project Management Basics","Business"
"L104871_1",104871,10,2018-10-21,2.1,"Completed","HR Compliance","Compliance"
"L104871_2",104871,5,2019-10-22,7.1,"Completed","Advanced Excel","Technical"
"L104871_3",104871,2,2020-09-18,4.6,"Completed","Security Awareness","Compliance"
"L104871_4",104871,6,2023-10-04,4.9,"Completed","Power BI Foundations","Technical"
"L104871_5",104871,3,2024-02-01,8.6,"Completed","Manager Essentials","Leadership"
"L104871_6",104871,9,2024-10-22,2.8,"Completed","Sales Negotiation","Business"
"L106612_1",106612,1,2019-12-25,2.4,"Completed","Code of Conduct","Compliance"
"L106612_2",106612,7,2024-05-08,1.8,"Completed","Project Management Basics","Business"
"L108915_1",108915,7,2018-11-22,3.5,"Completed","Project Management Basics","Business"
"L108915_2",108915,11,2018-12-11,3.4,"Completed","Finance for Managers","Business"
"L108915_3",108915,6,2019-11-23,5.5,"Completed","Power BI Foundations","Technical"
"L108915_4",108915,8,2025-03-28,6.8,"Completed","Customer Experience","Business"
"L108915_5",108915,10,2025-04-22,8.7,"Completed","HR Compliance","Compliance"
"L108915_6",108915,3,2025-07-04,9.9,"Completed","Manager Essentials","Leadership"
"L100683_1",100683,5,2019-10-14,5.2,"Completed","Advanced Excel","Technical"
"L100683_2",100683,3,2020-08-05,7.3,"Completed","Manager Essentials","Leadership"
"L100136_1",100136,9,2017-11-22,7.9,"Completed","Sales Negotiation","Business"
"L100136_2",100136,4,2020-10-26,8.7,"Completed","Inclusive Leadership","Leadership"
"L100136_3",100136,5,2023-03-18,1.6,"Completed","Advanced Excel","Technical"
"L102886_1",102886,9,2019-12-28,11.4,"Completed","Sales Negotiation","Business"
"L102886_2",102886,11,2020-01-02,11.1,"Completed","Finance for Managers","Business"
"L102886_3",102886,6,2022-11-30,10.8,"Completed","Power BI Foundations","Technical"
"L102886_4",102886,1,2025-12-12,10.2,"Completed","Code of Conduct","Compliance"
"L108075_1",108075,11,2017-01-08,7,"Completed","Finance for Managers","Business"
"L108075_2",108075,2,2023-09-28,9.8,"Completed","Security Awareness","Compliance"
"L108075_3",108075,6,2025-09-17,3.2,"Completed","Power BI Foundations","Technical"
"L108075_4",108075,12,2025-09-19,0.7,"Completed","Data Literacy","Technical"
"L104638_1",104638,1,2018-01-31,5.5,"Completed","Code of Conduct","Compliance"
"L104638_2",104638,3,2025-09-24,8.6,"Completed","Manager Essentials","Leadership"
"L109298_1",109298,5,2018-03-28,10.1,"Completed","Advanced Excel","Technical"
"L109298_2",109298,11,2021-07-09,7.2,"Completed","Finance for Managers","Business"
"L103153_1",103153,12,2018-04-30,0.9,"Completed","Data Literacy","Technical"
"L103153_2",103153,6,2019-12-03,3.2,"Completed","Power BI Foundations","Technical"
"L103153_3",103153,10,2020-08-24,9.2,"Completed","HR Compliance","Compliance"
"L103153_4",103153,4,2020-09-20,5.6,"Completed","Inclusive Leadership","Leadership"
"L103153_5",103153,11,2024-05-21,5.6,"Completed","Finance for Managers","Business"
"L103153_6",103153,5,2025-10-12,6.6,"Completed","Advanced Excel","Technical"
"L107025_1",107025,4,2018-03-08,3.6,"Completed","Inclusive Leadership","Leadership"
"L107025_2",107025,8,2022-04-19,3.1,"Completed","Customer Experience","Business"
"L107025_3",107025,3,2023-09-26,8.9,"Completed","Manager Essentials","Leadership"
"L107025_4",107025,10,2024-01-13,10.5,"Completed","HR Compliance","Compliance"
"L101573_1",101573,5,2017-01-17,2.2,"Completed","Advanced Excel","Technical"
"L101573_2",101573,10,2021-04-15,6.9,"Completed","HR Compliance","Compliance"
"L101573_3",101573,1,2023-03-08,11.9,"Completed","Code of Conduct","Compliance"
"L103090_1",103090,1,2016-08-15,2.5,"Completed","Code of Conduct","Compliance"
"L103090_2",103090,5,2019-07-05,2.7,"Completed","Advanced Excel","Technical"
"L103090_3",103090,2,2025-07-09,10.7,"Completed","Security Awareness","Compliance"
"L103100_1",103100,11,2019-11-08,5.5,"Completed","Finance for Managers","Business"
"L103100_2",103100,4,2023-07-02,3.9,"Completed","Inclusive Leadership","Leadership"
"L103100_3",103100,2,2025-10-20,11.9,"Completed","Security Awareness","Compliance"
"L101596_1",101596,5,2017-12-16,4.1,"Completed","Advanced Excel","Technical"
"L101596_2",101596,3,2019-05-27,2.3,"Completed","Manager Essentials","Leadership"
"L108730_1",108730,1,2017-02-11,10.1,"Completed","Code of Conduct","Compliance"
"L108730_2",108730,5,2020-01-16,11.6,"Completed","Advanced Excel","Technical"
"L102120_1",102120,10,2021-01-23,4,"Completed","HR Compliance","Compliance"
"L102120_2",102120,4,2023-08-06,5.2,"Completed","Inclusive Leadership","Leadership"
"L102120_3",102120,2,2024-11-29,1.9,"Completed","Security Awareness","Compliance"
"L102120_4",102120,7,2026-01-09,11.4,"Completed","Project Management Basics","Business"
"L106127_1",106127,7,2017-10-22,6.9,"Completed","Project Management Basics","Business"
"L106127_2",106127,6,2018-03-29,2.9,"Completed","Power BI Foundations","Technical"
"L106127_3",106127,2,2018-05-08,10.8,"Completed","Security Awareness","Compliance"
"L106127_4",106127,3,2018-11-03,5.9,"Completed","Manager Essentials","Leadership"
"L106127_5",106127,11,2023-11-02,11.4,"Completed","Finance for Managers","Business"
"L106127_6",106127,4,2025-08-26,6.4,"Completed","Inclusive Leadership","Leadership"
"L101302_1",101302,7,2018-05-03,8.8,"Completed","Project Management Basics","Business"
"L101302_2",101302,6,2018-07-07,5.9,"Completed","Power BI Foundations","Technical"
"L101302_3",101302,11,2022-05-17,2.4,"Completed","Finance for Managers","Business"
"L101302_4",101302,2,2022-05-21,3.2,"Completed","Security Awareness","Compliance"
"L104114_1",104114,1,2017-07-31,4.6,"Completed","Code of Conduct","Compliance"
"L104114_2",104114,3,2018-06-09,4.5,"Completed","Manager Essentials","Leadership"
"L104114_3",104114,5,2021-12-24,6.5,"Completed","Advanced Excel","Technical"
"L104114_4",104114,9,2025-03-17,5.5,"Completed","Sales Negotiation","Business"
"L101378_1",101378,10,2021-10-15,2.6,"Completed","HR Compliance","Compliance"
"L106974_1",106974,10,2017-10-05,6.1,"Completed","HR Compliance","Compliance"
"L106974_2",106974,12,2024-02-27,11.1,"Completed","Data Literacy","Technical"
"L106974_3",106974,1,2025-04-01,5,"Completed","Code of Conduct","Compliance"
"L106974_4",106974,5,2025-04-18,2.6,"Completed","Advanced Excel","Technical"
"L106974_5",106974,8,2025-08-18,9.1,"Completed","Customer Experience","Business"
"L106974_6",106974,3,2025-10-16,8.7,"Completed","Manager Essentials","Leadership"
"L104629_1",104629,1,2019-03-22,9.2,"Completed","Code of Conduct","Compliance"
"L104629_2",104629,10,2019-08-30,5.7,"Completed","HR Compliance","Compliance"
"L104629_3",104629,7,2025-08-14,2,"Completed","Project Management Basics","Business"
"L104577_1",104577,1,2023-04-02,2.4,"Completed","Code of Conduct","Compliance"
"L104577_2",104577,5,2023-11-21,1.4,"Completed","Advanced Excel","Technical"
"L104577_3",104577,4,2025-12-14,8.5,"Completed","Inclusive Leadership","Leadership"
"L101972_1",101972,8,2020-10-14,10.6,"Completed","Customer Experience","Business"
"L101972_2",101972,2,2021-07-08,10.8,"Completed","Security Awareness","Compliance"
"L101972_3",101972,7,2021-07-28,10.1,"Completed","Project Management Basics","Business"
"L101972_4",101972,1,2023-04-15,7,"Completed","Code of Conduct","Compliance"
"L101972_5",101972,3,2023-06-08,3.4,"Completed","Manager Essentials","Leadership"
"L106677_1",106677,3,2017-10-22,3.7,"Completed","Manager Essentials","Leadership"
"L106677_2",106677,12,2017-10-28,8.3,"Completed","Data Literacy","Technical"
"L106677_3",106677,6,2019-08-17,12,"Completed","Power BI Foundations","Technical"
"L106677_4",106677,5,2019-08-24,0.9,"Completed","Advanced Excel","Technical"
"L106677_5",106677,10,2025-09-30,5.7,"Completed","HR Compliance","Compliance"
"L100630_1",100630,10,2022-01-19,6.8,"Completed","HR Compliance","Compliance"
"L100630_2",100630,9,2022-10-07,1,"Completed","Sales Negotiation","Business"
"L100630_3",100630,12,2023-02-25,9.7,"Completed","Data Literacy","Technical"
"L100630_4",100630,5,2023-09-13,2.7,"Completed","Advanced Excel","Technical"
"L100630_5",100630,1,2023-11-04,2.7,"Completed","Code of Conduct","Compliance"
"L104481_1",104481,4,2021-01-06,2.3,"Completed","Inclusive Leadership","Leadership"
"L104481_2",104481,12,2021-10-27,7.8,"Completed","Data Literacy","Technical"
"L104481_3",104481,3,2025-10-01,11.7,"Completed","Manager Essentials","Leadership"
"L108101_1",108101,6,2020-08-19,1.1,"Completed","Power BI Foundations","Technical"
"L108101_2",108101,11,2024-03-07,1.9,"Completed","Finance for Managers","Business"
"L108101_3",108101,12,2024-05-14,11.1,"Completed","Data Literacy","Technical"
"L108101_4",108101,1,2024-12-14,1.4,"Completed","Code of Conduct","Compliance"
"L103792_1",103792,7,2020-01-10,0.6,"Completed","Project Management Basics","Business"
"L103792_2",103792,9,2022-07-09,0.9,"Completed","Sales Negotiation","Business"
"L103792_3",103792,8,2022-10-29,6.8,"Completed","Customer Experience","Business"
"L103792_4",103792,4,2022-12-14,4.9,"Completed","Inclusive Leadership","Leadership"
"L103792_5",103792,6,2025-02-08,10.3,"Completed","Power BI Foundations","Technical"
"L103792_6",103792,5,2026-02-11,9.9,"Completed","Advanced Excel","Technical"
"L103713_1",103713,2,2020-06-23,7.4,"Completed","Security Awareness","Compliance"
"L103713_2",103713,6,2022-06-24,3.9,"Completed","Power BI Foundations","Technical"
"L103713_3",103713,5,2022-12-11,9.4,"Completed","Advanced Excel","Technical"
"L108435_1",108435,9,2017-12-25,5.9,"Completed","Sales Negotiation","Business"
"L108435_2",108435,3,2018-02-15,8.7,"Completed","Manager Essentials","Leadership"
"L108435_3",108435,11,2021-07-27,6.4,"Completed","Finance for Managers","Business"
"L108435_4",108435,7,2025-06-06,9.2,"Completed","Project Management Basics","Business"
"L107738_1",107738,4,2019-06-21,2.8,"Completed","Inclusive Leadership","Leadership"
"L107738_2",107738,6,2020-09-07,10.7,"Completed","Power BI Foundations","Technical"
"L107738_3",107738,7,2021-01-13,5.8,"Completed","Project Management Basics","Business"
"L107738_4",107738,3,2024-09-02,8.4,"Completed","Manager Essentials","Leadership"
"L105976_1",105976,6,2017-11-03,9.8,"Completed","Power BI Foundations","Technical"
"L105976_2",105976,2,2022-03-08,7.7,"Completed","Security Awareness","Compliance"
"L106614_1",106614,2,2019-08-26,11.9,"Completed","Security Awareness","Compliance"
"L106614_2",106614,7,2022-10-18,6.2,"Completed","Project Management Basics","Business"
"L106614_3",106614,9,2024-01-04,6.1,"Completed","Sales Negotiation","Business"
"L106116_1",106116,8,2020-10-05,7.9,"Completed","Customer Experience","Business"
"L106116_2",106116,7,2023-03-21,1.4,"Completed","Project Management Basics","Business"
"L106116_3",106116,12,2024-11-27,3.4,"Completed","Data Literacy","Technical"
"L108300_1",108300,6,2017-12-05,3.9,"Completed","Power BI Foundations","Technical"
"L100856_1",100856,8,2025-12-03,6.1,"Completed","Customer Experience","Business"
"L101824_1",101824,3,2020-08-24,9,"Completed","Manager Essentials","Leadership"
"L101824_2",101824,1,2021-08-23,11,"Completed","Code of Conduct","Compliance"
"L101824_3",101824,7,2023-05-21,10,"Completed","Project Management Basics","Business"
"L101824_4",101824,5,2024-02-21,6.9,"Completed","Advanced Excel","Technical"
"L101824_5",101824,2,2025-09-30,2.2,"Completed","Security Awareness","Compliance"
