"CompensationEventID","EmployeeID","EffectiveDate","BaseSalary","BonusTargetPct","AnnualBonusTarget","PayGrade","CompensationChangeReason"
"C101276_3",101276,2025-01-01,109242,0.08,8739,"L3","Merit"
"C101276_4",101276,2026-01-01,117230,0.08,9378,"L3","Market Adjustment"
"C107467_1",107467,2023-01-01,110184,0.08,8815,"L3","Hire"
"C107467_2",107467,2024-01-01,112060,0.08,8965,"L3","Market Adjustment"
"C107467_3",107467,2025-01-01,119490,0.08,9559,"L3","Merit"
"C107467_4",107467,2026-01-01,126222,0.08,10098,"L3","Merit"
"C104926_1",104926,2023-01-01,107110,0.08,8569,"L3","Hire"
"C104926_2",104926,2024-01-01,112882,0.08,9031,"L3","Merit"
"C104926_3",104926,2025-01-01,112103,0.08,8968,"L3","Merit"
"C104926_4",104926,2026-01-01,122559,0.08,9805,"L3","Merit"
"C105411_1",105411,2024-01-01,116538,0.08,9323,"L3","Hire"
"C105411_2",105411,2025-01-01,118416,0.08,9473,"L3","Merit"
"C105411_3",105411,2026-01-01,125109,0.08,10009,"L3","Merit"
"C109431_1",109431,2024-01-01,133268,0.08,10661,"L3","Hire"
"C109431_2",109431,2025-01-01,140540,0.08,11243,"L3","Merit"
"C109431_3",109431,2026-01-01,138067,0.08,11045,"L3","Merit"
"C106407_1",106407,2024-01-01,101880,0.08,8150,"L3","Hire"
"C106407_2",106407,2025-01-01,107251,0.08,8580,"L3","Merit"
"C106407_3",106407,2026-01-01,105625,0.08,8450,"L3","Merit"
"C106009_1",106009,2024-01-01,109768,0.08,8781,"L3","Hire"
"C106009_2",106009,2025-01-01,114913,0.08,9193,"L3","Merit"
"C106009_3",106009,2026-01-01,117951,0.08,9436,"L3","Merit"
"C100931_1",100931,2024-01-01,106599,0.08,8528,"L3","Hire"
"C100931_2",100931,2025-01-01,110403,0.08,8832,"L3","Market Adjustment"
"C100931_3",100931,2026-01-01,111486,0.08,8919,"L3","Merit"
"C109418_1",109418,2024-01-01,95609,0.08,7649,"L3","Hire"
"C109418_2",109418,2025-01-01,98632,0.08,7891,"L3","Merit"
"C109418_3",109418,2026-01-01,103160,0.08,8253,"L3","Merit"
"C105557_1",105557,2024-01-01,94252,0.08,7540,"L3","Hire"
"C105557_2",105557,2025-01-01,97165,0.08,7773,"L3","Merit"
"C105557_3",105557,2026-01-01,103009,0.08,8241,"L3","Merit"
"C106519_1",106519,2024-01-01,86459,0.08,6917,"L3","Hire"
"C106519_2",106519,2025-01-01,89502,0.08,7160,"L3","Merit"
"C106519_3",106519,2026-01-01,94855,0.08,7588,"L3","Merit"
"C103049_1",103049,2024-01-01,105600,0.08,8448,"L3","Hire"
"C103049_2",103049,2025-01-01,111230,0.08,8898,"L3","Merit"
"C103049_3",103049,2026-01-01,116883,0.08,9351,"L3","Merit"
"C106884_1",106884,2024-01-01,114998,0.08,9200,"L3","Hire"
"C106884_2",106884,2025-01-01,120427,0.08,9634,"L3","Merit"
"C106884_3",106884,2026-01-01,126427,0.08,10114,"L3","Merit"
"C107678_1",107678,2024-01-01,113266,0.08,9061,"L3","Hire"
"C107678_2",107678,2025-01-01,117968,0.08,9437,"L3","Merit"
"C107678_3",107678,2026-01-01,117521,0.08,9402,"L3","Market Adjustment"
"C102758_1",102758,2024-01-01,109229,0.08,8738,"L3","Hire"
"C102758_2",102758,2025-01-01,111205,0.08,8896,"L3","Merit"
"C102758_3",102758,2026-01-01,116978,0.08,9358,"L3","Merit"
"C102707_1",102707,2024-01-01,95171,0.08,7614,"L3","Hire"
"C102707_2",102707,2025-01-01,96632,0.08,7731,"L3","Merit"
"C102707_3",102707,2026-01-01,98103,0.08,7848,"L3","Merit"
"C106726_1",106726,2024-01-01,100570,0.08,8046,"L3","Hire"
"C106726_2",106726,2025-01-01,104261,0.08,8341,"L3","Market Adjustment"
"C106726_3",106726,2026-01-01,105063,0.08,8405,"L3","Merit"
"C109282_1",109282,2025-01-01,122992,0.08,9839,"L3","Hire"
"C109282_2",109282,2026-01-01,129289,0.08,10343,"L3","Market Adjustment"
"C108977_1",108977,2025-01-01,114450,0.08,9156,"L3","Hire"
"C108977_2",108977,2026-01-01,118714,0.08,9497,"L3","Merit"
"C109168_1",109168,2025-01-01,113901,0.08,9112,"L3","Hire"
"C109168_2",109168,2026-01-01,116545,0.08,9324,"L3","Merit"
"C109462_1",109462,2025-01-01,118362,0.08,9469,"L3","Hire"
"C109462_2",109462,2026-01-01,120900,0.08,9672,"L3","Merit"
"C106215_1",106215,2025-01-01,129204,0.08,10336,"L3","Hire"
"C106215_2",106215,2026-01-01,133867,0.08,10709,"L3","Merit"
"C103954_1",103954,2025-01-01,88066,0.08,7045,"L3","Hire"
"C103954_2",103954,2026-01-01,90137,0.08,7211,"L3","Merit"
"C101250_1",101250,2025-01-01,97734,0.08,7819,"L3","Hire"
"C101250_2",101250,2026-01-01,100195,0.08,8016,"L3","Market Adjustment"
"C100507_1",100507,2025-01-01,119987,0.08,9599,"L3","Hire"
"C100507_2",100507,2026-01-01,126186,0.08,10095,"L3","Merit"
"C107525_1",107525,2025-01-01,93397,0.08,7472,"L3","Hire"
"C107525_2",107525,2026-01-01,95975,0.08,7678,"L3","Merit"
"C102392_1",102392,2025-01-01,103684,0.08,8295,"L3","Hire"
"C102392_2",102392,2026-01-01,108153,0.08,8652,"L3","Merit"
"C105696_1",105696,2025-01-01,126579,0.08,10126,"L3","Hire"
"C105696_2",105696,2026-01-01,131355,0.08,10508,"L3","Merit"
"C109272_1",109272,2025-01-01,91151,0.08,7292,"L3","Hire"
"C109272_2",109272,2026-01-01,93108,0.08,7449,"L3","Merit"
"C105749_1",105749,2026-01-01,117095,0.08,9368,"L3","Hire"
"C104013_1",104013,2026-01-01,115329,0.08,9226,"L3","Hire"
"C104079_1",104079,2026-01-01,135584,0.08,10847,"L3","Hire"
"C107755_1",107755,2013-01-01,115128,0.08,9210,"L3","Hire"
"C107755_2",107755,2014-01-01,118398,0.08,9472,"L3","Merit"
"C107755_3",107755,2015-01-01,119963,0.08,9597,"L3","Merit"
"C107755_4",107755,2016-01-01,122364,0.08,9789,"L3","Merit"
"C107755_5",107755,2017-01-01,138815,0.08,11105,"L3","Merit"
"C107755_6",107755,2018-01-01,126833,0.08,10147,"L3","Merit"
"C107755_7",107755,2019-01-01,146206,0.08,11696,"L3","Merit"
"C107755_8",107755,2020-01-01,139705,0.08,11176,"L3","Merit"
"C107755_9",107755,2021-01-01,131526,0.08,10522,"L3","Merit"
"C107755_10",107755,2022-01-01,182713,0.08,14617,"L3","Merit"
"C107755_11",107755,2023-01-01,162262,0.08,12981,"L3","Merit"
"C107755_12",107755,2024-01-01,162285,0.08,12983,"L3","Merit"
"C107755_13",107755,2025-01-01,148889,0.08,11911,"L3","Market Adjustment"
"C107755_14",107755,2026-01-01,208018,0.08,16641,"L3","Market Adjustment"
"C106620_1",106620,2013-01-01,90114,0.08,7209,"L3","Hire"
"C106620_2",106620,2014-01-01,94176,0.08,7534,"L3","Merit"
"C106620_3",106620,2015-01-01,93285,0.08,7463,"L3","Merit"
"C106620_4",106620,2016-01-01,94805,0.08,7584,"L3","Merit"
"C106620_5",106620,2017-01-01,109234,0.08,8739,"L3","Merit"
"C106620_6",106620,2018-01-01,106329,0.08,8506,"L3","Merit"
"C106620_7",106620,2019-01-01,104057,0.08,8325,"L3","Merit"
"C106620_8",106620,2020-01-01,106241,0.08,8499,"L3","Merit"
"C106620_9",106620,2021-01-01,112893,0.08,9031,"L3","Merit"
"C106620_10",106620,2022-01-01,107994,0.08,8640,"L3","Market Adjustment"
"C106620_11",106620,2023-01-01,141404,0.08,11312,"L3","Merit"
"C106620_12",106620,2024-01-01,128846,0.08,10308,"L3","Merit"
"C106620_13",106620,2025-01-01,133533,0.08,10683,"L3","Merit"
"C106620_14",106620,2026-01-01,157424,0.08,12594,"L3","Merit"
"C108252_1",108252,2013-01-01,88017,0.08,7041,"L3","Hire"
"C108252_2",108252,2014-01-01,92274,0.08,7382,"L3","Merit"
"C108252_3",108252,2015-01-01,92906,0.08,7432,"L3","Merit"
"C108252_4",108252,2016-01-01,97204,0.08,7776,"L3","Merit"
"C108252_5",108252,2017-01-01,97204,0.08,7776,"L3","Merit"
"C108252_6",108252,2018-01-01,114562,0.08,9165,"L3","Merit"
"C108252_7",108252,2019-01-01,120098,0.08,9608,"L3","Merit"
"C108252_8",108252,2020-01-01,116602,0.08,9328,"L3","Merit"
"C108252_9",108252,2021-01-01,113122,0.08,9050,"L3","Merit"
"C108252_10",108252,2022-01-01,119520,0.08,9562,"L3","Merit"
"C108252_11",108252,2023-01-01,141962,0.08,11357,"L3","Merit"
"C108252_12",108252,2024-01-01,116090,0.08,9287,"L3","Merit"
"C108252_13",108252,2025-01-01,135286,0.08,10823,"L3","Market Adjustment"
"C108252_14",108252,2026-01-01,147934,0.08,11835,"L3","Merit"
"C108492_1",108492,2013-01-01,98348,0.08,7868,"L3","Hire"
"C108492_2",108492,2014-01-01,103132,0.08,8251,"L3","Market Adjustment"
"C108492_3",108492,2015-01-01,101499,0.08,8120,"L3","Merit"
"C108492_4",108492,2016-01-01,103182,0.08,8255,"L3","Merit"
"C108492_5",108492,2017-01-01,115145,0.08,9212,"L3","Merit"
"C108492_6",108492,2018-01-01,119731,0.08,9578,"L3","Merit"
"C108492_7",108492,2019-01-01,123047,0.08,9844,"L3","Merit"
"C108492_8",108492,2020-01-01,112867,0.08,9029,"L3","Merit"
"C108492_9",108492,2021-01-01,119702,0.08,9576,"L3","Market Adjustment"
"C108492_10",108492,2022-01-01,150547,0.08,12044,"L3","Merit"
"C108492_11",108492,2023-01-01,126732,0.08,10139,"L3","Merit"
"C108492_12",108492,2024-01-01,154063,0.08,12325,"L3","Merit"
"C108492_13",108492,2025-01-01,176313,0.08,14105,"L3","Merit"
"C108492_14",108492,2026-01-01,132790,0.08,10623,"L3","Merit"
"C109314_1",109314,2013-01-01,101724,0.08,8138,"L3","Hire"
"C109314_2",109314,2014-01-01,103333,0.08,8267,"L3","Merit"
"C109314_3",109314,2015-01-01,108513,0.08,8681,"L3","Market Adjustment"
"C109314_4",109314,2016-01-01,108836,0.08,8707,"L3","Merit"
"C109314_5",109314,2017-01-01,114518,0.08,9161,"L3","Market Adjustment"
"C109314_6",109314,2018-01-01,110791,0.08,8863,"L3","Market Adjustment"
"C109314_7",109314,2019-01-01,138651,0.08,11092,"L3","Merit"
"C109314_8",109314,2020-01-01,116385,0.08,9311,"L3","Merit"
"C109314_9",109314,2021-01-01,143105,0.08,11448,"L3","Merit"
"C109314_10",109314,2022-01-01,150532,0.08,12043,"L3","Merit"
"C109314_11",109314,2023-01-01,138949,0.08,11116,"L3","Merit"
"C109314_12",109314,2024-01-01,156748,0.08,12540,"L3","Merit"
"C109314_13",109314,2025-01-01,161958,0.08,12957,"L3","Merit"
"C109314_14",109314,2026-01-01,133912,0.08,10713,"L3","Merit"
"C104503_1",104503,2013-01-01,109668,0.08,8773,"L3","Hire"
"C104503_2",104503,2014-01-01,111603,0.08,8928,"L3","Merit"
"C104503_3",104503,2015-01-01,117676,0.08,9414,"L3","Merit"
"C104503_4",104503,2016-01-01,116617,0.08,9329,"L3","Merit"
"C104503_5",104503,2017-01-01,122085,0.08,9767,"L3","Merit"
"C104503_6",104503,2018-01-01,126182,0.08,10095,"L3","Merit"
"C104503_7",104503,2019-01-01,131423,0.08,10514,"L3","Merit"
"C104503_8",104503,2020-01-01,152453,0.08,12196,"L3","Market Adjustment"
"C104503_9",104503,2021-01-01,138264,0.08,11061,"L3","Merit"
"C104503_10",104503,2022-01-01,146709,0.08,11737,"L3","Merit"
"C104503_11",104503,2023-01-01,134872,0.08,10790,"L3","Merit"
"C104503_12",104503,2024-01-01,188691,0.08,15095,"L3","Merit"
"C104503_13",104503,2025-01-01,142014,0.08,11361,"L3","Merit"
"C104503_14",104503,2026-01-01,203603,0.08,16288,"L3","Merit"
"C107082_1",107082,2013-01-01,94247,0.08,7540,"L3","Hire"
"C107082_2",107082,2014-01-01,97067,0.08,7765,"L3","Merit"
"C107082_3",107082,2015-01-01,103163,0.08,8253,"L3","Merit"
"C107082_4",107082,2016-01-01,102719,0.08,8218,"L3","Market Adjustment"
"C107082_5",107082,2017-01-01,102369,0.08,8190,"L3","Merit"
"C107082_6",107082,2018-01-01,119463,0.08,9557,"L3","Merit"
"C107082_7",107082,2019-01-01,114611,0.08,9169,"L3","Merit"
"C107082_8",107082,2020-01-01,135200,0.08,10816,"L3","Merit"
"C107082_9",107082,2021-01-01,127889,0.08,10231,"L3","Merit"
"C107082_10",107082,2022-01-01,108702,0.08,8696,"L3","Market Adjustment"
"C107082_11",107082,2023-01-01,145019,0.08,11602,"L3","Merit"
"C107082_12",107082,2024-01-01,141891,0.08,11351,"L3","Merit"
"C107082_13",107082,2025-01-01,127013,0.08,10161,"L3","Merit"
"C107082_14",107082,2026-01-01,130758,0.08,10461,"L3","Merit"
"C109270_1",109270,2013-01-01,112232,0.08,8979,"L3","Hire"
"C109270_2",109270,2014-01-01,116016,0.08,9281,"L3","Market Adjustment"
"C109270_3",109270,2015-01-01,117585,0.08,9407,"L3","Merit"
"C109270_4",109270,2016-01-01,122949,0.08,9836,"L3","Merit"
"C109270_5",109270,2017-01-01,123672,0.08,9894,"L3","Merit"
"C109270_6",109270,2018-01-01,143635,0.08,11491,"L3","Merit"
"C109270_7",109270,2019-01-01,140934,0.08,11275,"L3","Merit"
"C109270_8",109270,2020-01-01,128605,0.08,10288,"L3","Market Adjustment"
"C109270_9",109270,2021-01-01,165707,0.08,13257,"L3","Merit"
"C109270_10",109270,2022-01-01,141332,0.08,11307,"L3","Merit"
"C109270_11",109270,2023-01-01,190313,0.08,15225,"L3","Merit"
"C109270_12",109270,2024-01-01,133661,0.08,10693,"L3","Merit"
"C109270_13",109270,2025-01-01,155789,0.08,12463,"L3","Merit"
"C109270_14",109270,2026-01-01,168438,0.08,13475,"L3","Merit"
"C100267_1",100267,2013-01-01,117905,0.08,9432,"L3","Hire"
"C100267_2",100267,2014-01-01,122341,0.08,9787,"L3","Merit"
"C100267_3",100267,2015-01-01,125400,0.08,10032,"L3","Market Adjustment"
"C100267_4",100267,2016-01-01,137542,0.08,11003,"L3","Merit"
"C100267_5",100267,2017-01-01,129848,0.08,10388,"L3","Merit"
"C100267_6",100267,2018-01-01,137862,0.08,11029,"L3","Merit"
"C100267_7",100267,2019-01-01,137557,0.08,11005,"L3","Merit"
"C100267_8",100267,2020-01-01,134664,0.08,10773,"L3","Merit"
"C100267_9",100267,2021-01-01,145686,0.08,11655,"L3","Merit"
"C100267_10",100267,2022-01-01,168403,0.08,13472,"L3","Merit"
"C100267_11",100267,2023-01-01,157243,0.08,12579,"L3","Market Adjustment"
"C100267_12",100267,2024-01-01,185517,0.08,14841,"L3","Merit"
"C100267_13",100267,2025-01-01,190057,0.08,15205,"L3","Merit"
"C100267_14",100267,2026-01-01,232044,0.08,18564,"L3","Merit"
"C107337_1",107337,2013-01-01,90637,0.08,7251,"L3","Hire"
"C107337_2",107337,2014-01-01,93818,0.08,7505,"L3","Merit"
"C107337_3",107337,2015-01-01,95862,0.08,7669,"L3","Market Adjustment"
"C107337_4",107337,2016-01-01,99215,0.08,7937,"L3","Merit"
"C107337_5",107337,2017-01-01,107324,0.08,8586,"L3","Merit"
"C107337_6",107337,2018-01-01,116704,0.08,9336,"L3","Merit"
"C107337_7",107337,2019-01-01,109989,0.08,8799,"L3","Merit"
"C107337_8",107337,2020-01-01,112281,0.08,8982,"L3","Market Adjustment"
"C107337_9",107337,2021-01-01,119948,0.08,9596,"L3","Merit"
"C107337_10",107337,2022-01-01,146128,0.08,11690,"L3","Merit"
"C107337_11",107337,2023-01-01,140934,0.08,11275,"L3","Merit"
"C107337_12",107337,2024-01-01,114061,0.08,9125,"L3","Market Adjustment"
"C101803_1",101803,2013-01-01,104554,0.08,8364,"L3","Hire"
"C101803_2",101803,2014-01-01,110012,0.08,8801,"L3","Merit"
"C101803_3",101803,2015-01-01,113065,0.08,9045,"L3","Merit"
"C101803_4",101803,2016-01-01,109815,0.08,8785,"L3","Merit"
"C101803_5",101803,2017-01-01,125994,0.08,10080,"L3","Merit"
"C101803_6",101803,2018-01-01,120477,0.08,9638,"L3","Merit"
"C101803_7",101803,2019-01-01,124332,0.08,9947,"L3","Merit"
"C101803_8",101803,2020-01-01,136139,0.08,10891,"L3","Merit"
"C101803_9",101803,2021-01-01,119797,0.08,9584,"L3","Merit"
"C101803_10",101803,2022-01-01,159558,0.08,12765,"L3","Market Adjustment"
"C101803_11",101803,2023-01-01,134580,0.08,10766,"L3","Merit"
"C101803_12",101803,2024-01-01,185871,0.08,14870,"L3","Merit"
"C101803_13",101803,2025-01-01,139099,0.08,11128,"L3","Merit"
"C101803_14",101803,2026-01-01,150977,0.08,12078,"L3","Market Adjustment"
"C109233_1",109233,2013-01-01,114208,0.08,9137,"L3","Hire"
"C109233_2",109233,2014-01-01,119261,0.08,9541,"L3","Merit"
"C109233_3",109233,2015-01-01,124896,0.08,9992,"L3","Merit"
"C109233_4",109233,2016-01-01,131814,0.08,10545,"L3","Merit"
"C109233_5",109233,2017-01-01,131814,0.08,10545,"L3","Merit"
"C109233_6",109233,2018-01-01,132402,0.08,10592,"L3","Merit"
"C109233_7",109233,2019-01-01,138149,0.08,11052,"L3","Merit"
"C109233_8",109233,2020-01-01,150912,0.08,12073,"L3","Merit"
"C109233_9",109233,2021-01-01,146560,0.08,11725,"L3","Merit"
"C109233_10",109233,2022-01-01,148278,0.08,11862,"L3","Market Adjustment"
"C109233_11",109233,2023-01-01,137626,0.08,11010,"L3","Merit"
"C109233_12",109233,2024-01-01,134975,0.08,10798,"L3","Market Adjustment"
"C109233_13",109233,2025-01-01,138016,0.08,11041,"L3","Merit"
"C109233_14",109233,2026-01-01,156781,0.08,12542,"L3","Market Adjustment"
"C106557_1",106557,2013-01-01,118949,0.08,9516,"L3","Hire"
"C106557_2",106557,2014-01-01,120800,0.08,9664,"L3","Market Adjustment"
"C106557_3",106557,2015-01-01,127031,0.08,10162,"L3","Merit"
"C106557_4",106557,2016-01-01,131838,0.08,10547,"L3","Merit"
"C106557_5",106557,2017-01-01,136957,0.08,10957,"L3","Merit"
"C106557_6",106557,2018-01-01,140253,0.08,11220,"L3","Merit"
"C106557_7",106557,2019-01-01,142129,0.08,11370,"L3","Merit"
"C106557_8",106557,2020-01-01,147336,0.08,11787,"L3","Merit"
"C106557_9",106557,2021-01-01,141888,0.08,11351,"L3","Merit"
"C106557_10",106557,2022-01-01,154167,0.08,12333,"L3","Merit"
"C106557_11",106557,2023-01-01,194130,0.08,15530,"L3","Merit"
"C106557_12",106557,2024-01-01,147709,0.08,11817,"L3","Merit"
"C106557_13",106557,2025-01-01,215198,0.08,17216,"L3","Merit"
"C106557_14",106557,2026-01-01,193418,0.08,15473,"L3","Merit"
"C105020_1",105020,2013-01-01,96180,0.08,7694,"L3","Hire"
"C105020_2",105020,2014-01-01,100182,0.08,8015,"L3","Merit"
"C105020_3",105020,2015-01-01,105997,0.08,8480,"L3","Merit"
"C105020_4",105020,2016-01-01,109756,0.08,8780,"L3","Merit"
"C105020_5",105020,2017-01-01,107650,0.08,8612,"L3","Merit"
"C105020_6",105020,2018-01-01,121476,0.08,9718,"L3","Merit"
"C105020_7",105020,2019-01-01,107681,0.08,8614,"L3","Merit"
"C105020_8",105020,2020-01-01,107607,0.08,8609,"L3","Merit"
"C105020_9",105020,2021-01-01,121226,0.08,9698,"L3","Merit"
"C105020_10",105020,2022-01-01,149690,0.08,11975,"L3","Merit"
"C105020_11",105020,2023-01-01,146710,0.08,11737,"L3","Market Adjustment"
"C105020_12",105020,2024-01-01,127278,0.08,10182,"L3","Merit"
"C105020_13",105020,2025-01-01,176782,0.08,14143,"L3","Merit"
"C105020_14",105020,2026-01-01,129164,0.08,10333,"L3","Merit"
"C104231_1",104231,2014-01-01,107304,0.08,8584,"L3","Hire"
"C104231_2",104231,2015-01-01,109072,0.08,8726,"L3","Merit"
"C104231_3",104231,2016-01-01,118449,0.08,9476,"L3","Merit"
"C104231_4",104231,2017-01-01,113382,0.08,9071,"L3","Merit"
"C104231_5",104231,2018-01-01,116685,0.08,9335,"L3","Merit"
"C104231_6",104231,2019-01-01,139495,0.08,11160,"L3","Merit"
"C104231_7",104231,2020-01-01,119609,0.08,9569,"L3","Merit"
"C104231_8",104231,2021-01-01,143153,0.08,11452,"L3","Market Adjustment"
"C104231_9",104231,2022-01-01,142081,0.08,11366,"L3","Merit"
"C104231_10",104231,2023-01-01,151271,0.08,12102,"L3","Merit"
"C104231_11",104231,2024-01-01,141917,0.08,11353,"L3","Merit"
"C104231_12",104231,2025-01-01,177308,0.08,14185,"L3","Merit"
"C104231_13",104231,2026-01-01,184608,0.08,14769,"L3","Merit"
"C106373_1",106373,2014-01-01,101324,0.08,8106,"L3","Hire"
"C106373_2",106373,2015-01-01,104147,0.08,8332,"L3","Merit"
"C106373_3",106373,2016-01-01,111356,0.08,8908,"L3","Market Adjustment"
"C106373_4",106373,2017-01-01,117277,0.08,9382,"L3","Merit"
"C106373_5",106373,2018-01-01,113590,0.08,9087,"L3","Merit"
"C106373_6",106373,2019-01-01,128903,0.08,10312,"L3","Merit"
"C106373_7",106373,2020-01-01,122419,0.08,9794,"L3","Merit"
"C106373_8",106373,2021-01-01,112702,0.08,9016,"L3","Market Adjustment"
"C106373_9",106373,2022-01-01,120685,0.08,9655,"L3","Merit"
"C106373_10",106373,2023-01-01,116158,0.08,9293,"L3","Merit"
"C106373_11",106373,2024-01-01,123937,0.08,9915,"L3","Merit"
"C106373_12",106373,2025-01-01,132701,0.08,10616,"L3","Merit"
"C106373_13",106373,2026-01-01,121326,0.08,9706,"L3","Merit"
"C107477_1",107477,2014-01-01,101694,0.08,8136,"L3","Hire"
"C107477_2",107477,2015-01-01,104141,0.08,8331,"L3","Merit"
"C107477_3",107477,2016-01-01,106959,0.08,8557,"L3","Merit"
"C107477_4",107477,2017-01-01,109830,0.08,8786,"L3","Market Adjustment"
"C107477_5",107477,2018-01-01,118735,0.08,9499,"L3","Merit"
"C107477_6",107477,2019-01-01,120688,0.08,9655,"L3","Merit"
"C107477_7",107477,2020-01-01,117554,0.08,9404,"L3","Merit"
"C107477_8",107477,2021-01-01,127135,0.08,10171,"L3","Merit"
"C107477_9",107477,2022-01-01,118390,0.08,9471,"L3","Market Adjustment"
"C107477_10",107477,2023-01-01,133576,0.08,10686,"L3","Market Adjustment"
"C107477_11",107477,2024-01-01,126579,0.08,10126,"L3","Merit"
"C107477_12",107477,2025-01-01,134299,0.08,10744,"L3","Merit"
"C107477_13",107477,2026-01-01,139227,0.08,11138,"L3","Merit"
"C105635_1",105635,2014-01-01,102009,0.08,8161,"L3","Hire"
"C105635_2",105635,2015-01-01,106614,0.08,8529,"L3","Market Adjustment"
"C105635_3",105635,2016-01-01,111744,0.08,8940,"L3","Market Adjustment"
"C105635_4",105635,2017-01-01,111022,0.08,8882,"L3","Market Adjustment"
"C105635_5",105635,2018-01-01,108687,0.08,8695,"L3","Merit"
"C105635_6",105635,2019-01-01,127588,0.08,10207,"L3","Merit"
"C105635_7",105635,2020-01-01,123848,0.08,9908,"L3","Merit"
"C105635_8",105635,2021-01-01,137625,0.08,11010,"L3","Merit"
"C105635_9",105635,2022-01-01,142193,0.08,11375,"L3","Merit"
"C105635_10",105635,2023-01-01,154123,0.08,12330,"L3","Merit"
"C105635_11",105635,2024-01-01,120925,0.08,9674,"L3","Market Adjustment"
"C105635_12",105635,2025-01-01,168885,0.08,13511,"L3","Merit"
"C105635_13",105635,2026-01-01,162550,0.08,13004,"L3","Merit"
"C103804_1",103804,2014-01-01,126885,0.08,10151,"L3","Hire"
"C103804_2",103804,2015-01-01,130553,0.08,10444,"L3","Merit"
"C103804_3",103804,2016-01-01,134949,0.08,10796,"L3","Merit"
"C103804_4",103804,2017-01-01,144084,0.08,11527,"L3","Merit"
"C103804_5",103804,2018-01-01,145558,0.08,11645,"L3","Merit"
"C103804_6",103804,2019-01-01,152057,0.08,12165,"L3","Merit"
"C103804_7",103804,2020-01-01,159042,0.08,12723,"L3","Market Adjustment"
"C103804_8",103804,2021-01-01,178475,0.08,14278,"L3","Merit"
"C103804_9",103804,2022-01-01,152660,0.08,12213,"L3","Market Adjustment"
"C103804_10",103804,2023-01-01,177325,0.08,14186,"L3","Market Adjustment"
"C103804_11",103804,2024-01-01,200277,0.08,16022,"L3","Merit"
"C103804_12",103804,2025-01-01,202826,0.08,16226,"L3","Market Adjustment"
"C103804_13",103804,2026-01-01,183550,0.08,14684,"L3","Merit"
"C105384_1",105384,2014-01-01,91835,0.08,7347,"L3","Hire"
"C105384_2",105384,2015-01-01,93756,0.08,7500,"L3","Merit"
"C105384_3",105384,2016-01-01,95226,0.08,7618,"L3","Merit"
"C105384_4",105384,2017-01-01,103784,0.08,8303,"L3","Merit"
"C105384_5",105384,2018-01-01,102468,0.08,8197,"L3","Merit"
"C105384_6",105384,2019-01-01,103794,0.08,8304,"L3","Merit"
"C105384_7",105384,2020-01-01,112630,0.08,9010,"L3","Merit"
"C105384_8",105384,2021-01-01,125154,0.08,10012,"L3","Merit"
"C105384_9",105384,2022-01-01,140492,0.08,11239,"L3","Merit"
"C105384_10",105384,2023-01-01,139852,0.08,11188,"L3","Merit"
"C105384_11",105384,2024-01-01,113233,0.08,9059,"L3","Merit"
"C105384_12",105384,2025-01-01,122380,0.08,9790,"L3","Merit"
"C105384_13",105384,2026-01-01,127873,0.08,10230,"L3","Merit"
"C102370_1",102370,2014-01-01,114558,0.08,9165,"L3","Hire"
"C102370_2",102370,2015-01-01,119291,0.08,9543,"L3","Merit"
"C102370_3",102370,2016-01-01,118433,0.08,9475,"L3","Merit"
"C102370_4",102370,2017-01-01,122493,0.08,9799,"L3","Merit"
"C102370_5",102370,2018-01-01,141440,0.08,11315,"L3","Merit"
"C102370_6",102370,2019-01-01,141332,0.08,11307,"L3","Merit"
"C102370_7",102370,2020-01-01,137135,0.08,10971,"L3","Merit"
"C102370_8",102370,2021-01-01,138871,0.08,11110,"L3","Merit"
"C102370_9",102370,2022-01-01,150044,0.08,12004,"L3","Merit"
"C102370_10",102370,2023-01-01,150504,0.08,12040,"L3","Market Adjustment"
"C102370_11",102370,2024-01-01,193180,0.08,15454,"L3","Merit"
"C102370_12",102370,2025-01-01,139752,0.08,11180,"L3","Merit"
"C102370_13",102370,2026-01-01,213574,0.08,17086,"L3","Merit"
"C102323_1",102323,2014-01-01,108016,0.08,8641,"L3","Hire"
"C102323_2",102323,2015-01-01,112513,0.08,9001,"L3","Merit"
"C102323_3",102323,2016-01-01,111762,0.08,8941,"L3","Merit"
"C102323_4",102323,2017-01-01,118921,0.08,9514,"L3","Merit"
"C102323_5",102323,2018-01-01,128531,0.08,10282,"L3","Merit"
"C102323_6",102323,2019-01-01,121472,0.08,9718,"L3","Merit"
"C102323_7",102323,2020-01-01,129772,0.08,10382,"L3","Market Adjustment"
"C102323_8",102323,2021-01-01,120687,0.08,9655,"L3","Merit"
"C102323_9",102323,2022-01-01,152838,0.08,12227,"L3","Merit"
"C102323_10",102323,2023-01-01,130907,0.08,10473,"L3","Merit"
"C102323_11",102323,2024-01-01,178072,0.08,14246,"L3","Merit"
"C102323_12",102323,2025-01-01,192366,0.08,15389,"L3","Merit"
"C102323_13",102323,2026-01-01,174126,0.08,13930,"L3","Merit"
"C100452_1",100452,2015-01-01,102688,0.08,8215,"L3","Hire"
"C100452_2",100452,2016-01-01,107196,0.08,8576,"L3","Merit"
"C100452_3",100452,2017-01-01,108857,0.08,8709,"L3","Merit"
"C100452_4",100452,2018-01-01,109070,0.08,8726,"L3","Market Adjustment"
