"SurveyResponseID","EmployeeID","SurveyDate","EngagementScore","ManagerEffectivenessScore","InclusionScore","IntentToStayScore","SurveyParticipationFlag"
"S202403_105652",105652,2024-03-31,3.6,3.8,3.5,3.9,"Yes"
"S202403_109657",109657,2024-03-31,3.3,4.5,3.8,4,"Yes"
"S202403_104733",104733,2024-03-31,3.5,3.5,3.7,3.6,"Yes"
"S202403_109356",109356,2024-03-31,2.4,4.8,4.2,3,"Yes"
"S202403_101711",101711,2024-03-31,3.7,2.3,4.4,3.4,"Yes"
"S202403_107234",107234,2024-03-31,3.7,3.1,4.1,3,"Yes"
"S202403_100719",100719,2024-03-31,2.4,2.9,3,4.6,"Yes"
"S202403_105786",105786,2024-03-31,3.6,4.3,4.6,4.4,"Yes"
"S202403_107471",107471,2024-03-31,3.8,2.4,3.9,4.1,"Yes"
"S202403_107256",107256,2024-03-31,4,4.7,3.8,3.4,"Yes"
"S202403_107837",107837,2024-03-31,3.6,4.4,4.5,3.3,"Yes"
"S202403_103879",103879,2024-03-31,4.2,3,3.9,4.8,"Yes"
"S202403_104882",104882,2024-03-31,4.5,4.8,4.8,3.5,"Yes"
"S202403_107401",107401,2024-03-31,5,3.5,3.6,4.7,"Yes"
"S202403_106477",106477,2024-03-31,2.8,4.4,3.4,3.2,"Yes"
"S202403_106987",106987,2024-03-31,3.7,3.3,3.3,3.6,"Yes"
"S202403_100917",100917,2024-03-31,4.1,4,4.2,3.3,"Yes"
"S202403_106579",106579,2024-03-31,5,3.8,3.6,4.2,"Yes"
"S202403_102405",102405,2024-03-31,3.4,4.4,4.3,3.1,"Yes"
"S202403_103737",103737,2024-03-31,2.6,2.6,3.7,3.7,"Yes"
"S202403_100277",100277,2024-03-31,3.9,3.5,3.4,4.8,"Yes"
"S202403_107955",107955,2024-03-31,4.1,4,5,2.6,"Yes"
"S202403_101452",101452,2024-03-31,3.6,3.3,4.6,3.3,"Yes"
"S202403_109817",109817,2024-03-31,3.8,4.2,5,3.5,"Yes"
"S202403_109901",109901,2024-03-31,3.3,4.1,3.9,2.9,"Yes"
"S202403_106709",106709,2024-03-31,4.5,3.9,3.7,2.3,"Yes"
"S202403_106730",106730,2024-03-31,3.4,4.3,4.2,3.7,"Yes"
"S202403_105622",105622,2024-03-31,4.1,3.3,3.9,2.6,"Yes"
"S202403_106646",106646,2024-03-31,3.4,4.3,2.9,3.3,"Yes"
"S202403_108027",108027,2024-03-31,4.1,3.9,3.3,2.1,"Yes"
"S202403_108031",108031,2024-03-31,2.9,4.9,4.1,4.7,"Yes"
"S202403_104466",104466,2024-03-31,2.8,3.5,3.3,2,"Yes"
"S202403_100828",100828,2024-03-31,3.4,4.2,3.5,2.1,"Yes"
"S202403_107433",107433,2024-03-31,3.7,4.9,4.1,5,"Yes"
"S202403_101762",101762,2024-03-31,4.1,5,4.3,3.8,"Yes"
"S202403_108405",108405,2024-03-31,4,3.7,4.1,3.8,"Yes"
"S202403_106342",106342,2024-03-31,2.5,3.4,4.4,3.1,"Yes"
"S202403_105887",105887,2024-03-31,3.1,3.7,4.5,3.9,"Yes"
"S202403_109919",109919,2024-03-31,3.2,4.5,4.2,4.1,"Yes"
"S202403_100633",100633,2024-03-31,2.9,4.1,4,3.3,"Yes"
"S202403_109730",109730,2024-03-31,3.7,4.5,4.5,5,"Yes"
"S202403_108364",108364,2024-03-31,5,3.5,4,3.3,"Yes"
"S202403_102061",102061,2024-03-31,3,3.5,4.1,3.4,"Yes"
"S202403_107076",107076,2024-03-31,3.4,4.3,4.2,3.5,"Yes"
"S202403_105855",105855,2024-03-31,3.1,4.7,3.4,3.7,"Yes"
"S202403_105229",105229,2024-03-31,4.3,4.4,4.2,4.3,"Yes"
"S202403_108163",108163,2024-03-31,3.7,3.1,3.3,3,"Yes"
"S202403_109971",109971,2024-03-31,3.1,5,5,4.2,"Yes"
"S202403_109517",109517,2024-03-31,3.5,3.8,3.9,3.1,"Yes"
"S202403_103037",103037,2024-03-31,3.5,4.3,3.7,3.9,"Yes"
"S202403_102726",102726,2024-03-31,4,3.8,4.2,4.3,"Yes"
"S202403_108277",108277,2024-03-31,3,4.4,3.5,3.5,"Yes"
"S202403_100556",100556,2024-03-31,3.3,3.6,3.9,4.7,"Yes"
"S202403_108786",108786,2024-03-31,3.7,4.1,4.2,3,"Yes"
"S202403_106982",106982,2024-03-31,3.8,4.3,4.3,2.8,"Yes"
"S202403_103546",103546,2024-03-31,3.5,3.9,4.1,4,"Yes"
"S202403_103926",103926,2024-03-31,2.4,3.9,3.8,4.2,"Yes"
"S202403_106254",106254,2024-03-31,4.1,3.9,4,4,"Yes"
"S202403_102077",102077,2024-03-31,3.2,4.6,5,3.6,"Yes"
"S202403_101376",101376,2024-03-31,3.2,3.3,4,3.9,"Yes"
"S202403_104995",104995,2024-03-31,3.5,4.2,4.3,4.1,"Yes"
"S202403_106780",106780,2024-03-31,3.8,4,4.3,2.7,"Yes"
"S202403_104892",104892,2024-03-31,3.9,3.5,3.6,4.1,"Yes"
"S202403_106572",106572,2024-03-31,3.3,3.9,3.1,3.8,"Yes"
"S202403_101490",101490,2024-03-31,4.7,3.8,4.5,1.1,"Yes"
"S202403_103881",103881,2024-03-31,3.6,2.7,4.3,4.5,"Yes"
"S202403_106911",106911,2024-03-31,3.3,3.8,3.5,3,"Yes"
"S202403_108669",108669,2024-03-31,3.3,4.5,3.8,3.6,"Yes"
"S202403_102932",102932,2024-03-31,2.5,4.1,3.6,3,"Yes"
"S202403_104178",104178,2024-03-31,3,4,4.3,4.2,"Yes"
"S202403_105293",105293,2024-03-31,3.6,3.2,4.2,3.9,"Yes"
"S202403_101579",101579,2024-03-31,3.6,3.8,4.2,3.1,"Yes"
"S202403_108676",108676,2024-03-31,4,3.5,4.3,3.7,"Yes"
"S202403_107198",107198,2024-03-31,3.8,4.3,4.7,2.5,"Yes"
"S202403_109494",109494,2024-03-31,3.5,4.3,4,3.5,"Yes"
"S202403_106583",106583,2024-03-31,3.6,3.5,4,2.6,"Yes"
"S202403_105716",105716,2024-03-31,4,3.6,4,3.7,"Yes"
"S202403_100684",100684,2024-03-31,4.2,4.6,4.3,4.5,"Yes"
"S202403_109801",109801,2024-03-31,2.9,4.3,3.9,4.8,"Yes"
"S202403_101323",101323,2024-03-31,5,3.6,4.9,4.1,"Yes"
"S202403_107246",107246,2024-03-31,3.8,4.8,3.7,3.8,"Yes"
"S202403_106147",106147,2024-03-31,2.4,4.2,3.8,3.9,"Yes"
"S202403_104349",104349,2024-03-31,5,4.3,3.7,5,"Yes"
"S202403_101727",101727,2024-03-31,3.3,4.4,3.6,5,"Yes"
"S202403_101534",101534,2024-03-31,4.3,3.9,4.4,3.5,"Yes"
"S202403_102845",102845,2024-03-31,3.1,3.9,4.2,4.3,"Yes"
"S202403_109607",109607,2024-03-31,3.6,4.1,3.6,3.4,"Yes"
"S202403_100123",100123,2024-03-31,3.3,4.2,3.6,4.6,"Yes"
"S202403_107641",107641,2024-03-31,3.9,3.5,3.4,5,"Yes"
"S202403_102440",102440,2024-03-31,3.5,3.2,4.3,4.4,"Yes"
"S202403_103086",103086,2024-03-31,3.1,4.2,3.9,4,"Yes"
"S202403_106416",106416,2024-03-31,3.1,4.2,4.8,4.5,"Yes"
"S202403_104529",104529,2024-03-31,3.9,3.8,2.8,4.2,"Yes"
"S202403_106619",106619,2024-03-31,3.9,3,3.7,3.3,"Yes"
"S202403_103619",103619,2024-03-31,2.2,5,3.6,4.6,"Yes"
"S202403_107858",107858,2024-03-31,3.3,3.5,3.8,4.8,"Yes"
"S202403_106546",106546,2024-03-31,3.9,5,4.1,4.6,"Yes"
"S202403_104817",104817,2024-03-31,2.7,5,4.1,3.3,"Yes"
"S202403_102784",102784,2024-03-31,4.6,4,3.5,4.1,"Yes"
"S202403_104714",104714,2024-03-31,3.6,4.1,4.1,3.8,"Yes"
"S202403_107415",107415,2024-03-31,3.8,3.9,4.1,1.7,"Yes"
"S202403_109101",109101,2024-03-31,2.9,3.7,3.3,3.3,"Yes"
"S202403_101178",101178,2024-03-31,3,3.9,3.4,2.4,"Yes"
"S202403_100219",100219,2024-03-31,3.1,4.8,5,3.4,"Yes"
"S202403_100838",100838,2024-03-31,4.3,3.3,4.3,4.3,"Yes"
"S202403_105960",105960,2024-03-31,2.4,3.9,3.7,3.7,"Yes"
"S202403_102666",102666,2024-03-31,3.8,4.3,4,3.3,"Yes"
"S202403_109361",109361,2024-03-31,3.5,3.9,4.3,3.3,"Yes"
"S202403_100783",100783,2024-03-31,3.7,3.4,3.5,3.9,"Yes"
"S202403_101223",101223,2024-03-31,2.9,4.9,3.3,4.6,"Yes"
"S202403_109685",109685,2024-03-31,2.7,4.7,4.3,3.8,"Yes"
"S202403_109862",109862,2024-03-31,4.1,4,3.6,5,"Yes"
"S202403_103758",103758,2024-03-31,2.7,3.8,3.9,4,"Yes"
"S202403_104775",104775,2024-03-31,3.4,3.9,4.7,4,"Yes"
"S202403_109350",109350,2024-03-31,2,4.5,3.9,3,"Yes"
"S202403_106385",106385,2024-03-31,5,4.5,4.4,3.4,"Yes"
"S202403_102780",102780,2024-03-31,2.3,5,3.7,3.6,"Yes"
"S202403_104379",104379,2024-03-31,4.9,4.9,4.3,3.7,"Yes"
"S202403_107321",107321,2024-03-31,2.6,2,3.8,4.7,"Yes"
"S202403_102028",102028,2024-03-31,2.9,2.4,4.2,2.6,"Yes"
"S202403_103162",103162,2024-03-31,4.1,3.6,4,4.1,"Yes"
"S202403_106670",106670,2024-03-31,4,3.7,4,3.6,"Yes"
"S202403_103684",103684,2024-03-31,3.5,4.2,5,2.7,"Yes"
"S202403_104053",104053,2024-03-31,3.3,4.8,4.8,2.8,"Yes"
"S202403_108475",108475,2024-03-31,3.6,2.8,4.7,3.7,"Yes"
"S202403_107583",107583,2024-03-31,3.2,4.8,3.7,3.7,"Yes"
"S202403_100527",100527,2024-03-31,3.4,3.9,4.1,4.3,"Yes"
"S202403_102853",102853,2024-03-31,3.7,4.2,3.6,3.5,"Yes"
"S202403_102075",102075,2024-03-31,3.6,4.2,3.8,3.5,"Yes"
"S202403_102011",102011,2024-03-31,2.2,3.9,3.8,2.4,"Yes"
"S202403_103834",103834,2024-03-31,4.1,3.3,4.3,3.1,"Yes"
"S202403_107857",107857,2024-03-31,4.6,4.9,3.8,4.1,"Yes"
"S202403_102815",102815,2024-03-31,3.4,3.3,4.3,2.6,"Yes"
"S202403_108876",108876,2024-03-31,3.1,4.1,3.3,4.9,"Yes"
"S202403_102210",102210,2024-03-31,2.2,3.8,4.1,2.6,"Yes"
"S202403_106763",106763,2024-03-31,4.4,4,3.8,4,"Yes"
"S202403_105551",105551,2024-03-31,4,4,3.5,3.1,"Yes"
"S202403_105092",105092,2024-03-31,4.4,4,5,2.8,"Yes"
"S202403_106427",106427,2024-03-31,3.1,4.6,4,3.8,"Yes"
"S202403_101792",101792,2024-03-31,3.1,5,4.5,3.6,"Yes"
"S202403_107720",107720,2024-03-31,4.2,4.9,4.4,4,"Yes"
"S202403_108160",108160,2024-03-31,4.2,2.9,3.7,2.6,"Yes"
"S202403_108382",108382,2024-03-31,3.2,4,3.6,3.3,"Yes"
"S202403_109253",109253,2024-03-31,3.3,4.5,4.3,2.4,"Yes"
"S202403_107465",107465,2024-03-31,3.1,3.8,4.5,4.1,"Yes"
"S202403_108677",108677,2024-03-31,3.3,4,4.4,2.1,"Yes"
"S202403_102026",102026,2024-03-31,3.9,3.7,4.7,3.2,"Yes"
"S202403_109843",109843,2024-03-31,3.3,3.9,4,4.7,"Yes"
"S202403_103256",103256,2024-03-31,3.1,4.2,5,3.9,"Yes"
"S202403_103126",103126,2024-03-31,4.4,3.8,4.2,3.7,"Yes"
"S202403_101956",101956,2024-03-31,3.1,4.4,4.7,3.1,"Yes"
"S202403_105529",105529,2024-03-31,2.7,4,4,2,"Yes"
"S202403_102488",102488,2024-03-31,3.9,3.2,5,2.8,"Yes"
"S202403_104107",104107,2024-03-31,3.6,4.3,3.2,4,"Yes"
"S202403_104553",104553,2024-03-31,5,3.6,4.6,5,"Yes"
"S202403_102854",102854,2024-03-31,3.8,3.6,3.2,4.9,"Yes"
"S202403_108186",108186,2024-03-31,2.9,4.8,3.8,3.7,"Yes"
"S202403_104891",104891,2024-03-31,3.4,4.4,4.3,3.9,"Yes"
"S202403_104852",104852,2024-03-31,4.6,3.6,3.7,3.4,"Yes"
"S202403_103636",103636,2024-03-31,4.6,3.7,4.3,4.2,"Yes"
"S202403_106331",106331,2024-03-31,2.6,3.5,4.4,3.8,"Yes"
"S202403_107280",107280,2024-03-31,3.3,5,3.3,2.4,"Yes"
"S202403_109022",109022,2024-03-31,4.3,3.9,4.8,3.8,"Yes"
"S202403_101528",101528,2024-03-31,4.4,3.5,4.3,4.3,"Yes"
"S202403_109409",109409,2024-03-31,4.6,3.5,3.5,2.6,"Yes"
"S202403_105724",105724,2024-03-31,4.3,3.6,4.5,3.5,"Yes"
"S202403_105094",105094,2024-03-31,3.2,5,4.2,4.2,"Yes"
"S202403_102053",102053,2024-03-31,4.5,4,4.2,2.9,"Yes"
"S202403_109566",109566,2024-03-31,3.2,3.2,4.7,3.7,"Yes"
"S202403_109869",109869,2024-03-31,4.7,3,4.6,4,"Yes"
"S202403_107937",107937,2024-03-31,2.7,3,4.7,3.5,"Yes"
"S202403_109027",109027,2024-03-31,3.5,3.5,4,3.4,"Yes"
"S202403_105679",105679,2024-03-31,4.4,3.9,4,4.6,"Yes"
"S202403_101622",101622,2024-03-31,3.4,4.4,3.7,5,"Yes"
"S202403_101639",101639,2024-03-31,3.9,3.9,4.5,3.2,"Yes"
"S202403_106384",106384,2024-03-31,4.2,4.9,4.7,4.2,"Yes"
"S202403_104510",104510,2024-03-31,2.2,4.1,4,2.9,"Yes"
"S202403_100418",100418,2024-03-31,4.8,4.3,4.3,4.1,"Yes"
"S202403_105163",105163,2024-03-31,3.9,3.8,3.9,3.6,"Yes"
"S202403_108399",108399,2024-03-31,4.3,4.6,3,3.3,"Yes"
"S202403_106074",106074,2024-03-31,3.9,4.2,3.9,3.9,"Yes"
"S202403_102544",102544,2024-03-31,2.4,5,4.1,2.7,"Yes"
"S202403_109761",109761,2024-03-31,2.7,4.1,4.2,4.1,"Yes"
"S202403_108663",108663,2024-03-31,4.2,3.3,4.1,4,"Yes"
"S202403_105912",105912,2024-03-31,3.9,4,3.8,3.1,"Yes"
"S202403_102605",102605,2024-03-31,4,3.9,3,3.1,"Yes"
"S202403_107141",107141,2024-03-31,2.9,4.1,4.3,3.2,"Yes"
"S202403_105619",105619,2024-03-31,2.8,3.7,3.4,1.9,"Yes"
"S202403_102823",102823,2024-03-31,2.1,3.4,4.2,4.4,"Yes"
"S202403_107776",107776,2024-03-31,4,3.5,4.7,4,"Yes"
"S202403_105898",105898,2024-03-31,4.3,3.2,2.7,3.5,"Yes"
"S202403_102573",102573,2024-03-31,3.9,3.4,3.7,4.5,"Yes"
"S202403_109565",109565,2024-03-31,3.8,4.6,4.4,3.6,"Yes"
"S202403_105490",105490,2024-03-31,4,4.2,4.6,3.5,"Yes"
"S202403_109646",109646,2024-03-31,4.3,4.5,4.5,3.2,"Yes"
"S202403_108090",108090,2024-03-31,3.3,2.9,3.9,3.9,"Yes"
"S202403_108995",108995,2024-03-31,4.2,3.4,3.9,2.2,"Yes"
"S202403_103343",103343,2024-03-31,3.2,4.7,3.6,4.5,"Yes"
"S202403_102033",102033,2024-03-31,3.2,2.8,3.8,3.6,"Yes"
"S202403_106887",106887,2024-03-31,2.4,3.4,3.9,3.6,"Yes"
"S202403_107979",107979,2024-03-31,4.7,4.3,4.8,3.1,"Yes"
"S202403_101236",101236,2024-03-31,4.5,4.1,3.8,5,"Yes"
"S202403_107690",107690,2024-03-31,4.3,3.7,4.2,2,"Yes"
"S202403_104264",104264,2024-03-31,3,4.6,3.9,3.2,"Yes"
"S202403_100207",100207,2024-03-31,4.2,4.3,3.2,4.4,"Yes"
"S202403_102313",102313,2024-03-31,4.1,2.3,4.2,4.6,"Yes"
"S202403_102690",102690,2024-03-31,3.2,3.8,4.3,4.4,"Yes"
"S202403_108993",108993,2024-03-31,3.3,4.9,3.4,4.2,"Yes"
"S202403_107485",107485,2024-03-31,3,4.1,3.9,4,"Yes"
"S202403_107476",107476,2024-03-31,3.9,4.9,4.4,3.7,"Yes"
"S202403_100412",100412,2024-03-31,2.6,4,4,2.6,"Yes"
"S202403_107630",107630,2024-03-31,3.3,3.3,3.8,4,"Yes"
"S202403_109090",109090,2024-03-31,3.4,4.4,3.5,4.7,"Yes"
"S202403_100165",100165,2024-03-31,3,4.6,4.9,3.4,"Yes"
"S202403_108967",108967,2024-03-31,4,4.6,4,4.7,"Yes"
"S202403_104166",104166,2024-03-31,3.9,4,4.2,4.8,"Yes"
"S202403_105145",105145,2024-03-31,3.5,3.6,5,3.8,"Yes"
"S202403_106723",106723,2024-03-31,3.9,4,4.2,4.2,"Yes"
"S202403_107068",107068,2024-03-31,2.7,4.1,4.7,4.1,"Yes"
"S202403_103395",103395,2024-03-31,4.3,3.3,3.8,3.1,"Yes"
"S202403_101192",101192,2024-03-31,3.4,3.7,3.5,2.4,"Yes"
"S202403_101539",101539,2024-03-31,2.3,4.3,3.9,2.5,"Yes"
"S202403_109083",109083,2024-03-31,4,3.1,3.9,3,"Yes"
"S202403_107555",107555,2024-03-31,4.1,4.2,3.6,3.2,"Yes"
"S202403_104920",104920,2024-03-31,3.9,3.6,3.2,4.4,"Yes"
"S202403_105599",105599,2024-03-31,4.5,5,3.5,4.2,"Yes"
"S202403_102934",102934,2024-03-31,3.7,4.5,3.7,4.8,"Yes"
"S202403_101633",101633,2024-03-31,2.9,3.2,2.8,3.2,"Yes"
"S202403_105162",105162,2024-03-31,3.6,3,3.5,5,"Yes"
"S202403_102571",102571,2024-03-31,2.7,3.6,3.6,4,"Yes"
"S202403_108959",108959,2024-03-31,2.3,2.4,3.8,3.8,"Yes"
"S202403_108007",108007,2024-03-31,3.7,4.1,3.8,5,"Yes"
"S202403_106296",106296,2024-03-31,3.1,3.3,4.1,3.2,"Yes"
"S202403_109247",109247,2024-03-31,2.4,3.8,3.4,4.2,"Yes"
"S202403_106170",106170,2024-03-31,3.5,4.5,5,3.3,"Yes"
"S202403_107728",107728,2024-03-31,2.7,3.7,4.4,2.9,"Yes"
"S202403_109601",109601,2024-03-31,3.2,3.8,3,3.5,"Yes"
"S202403_109813",109813,2024-03-31,2.6,3.9,4,3.6,"Yes"
"S202403_109676",109676,2024-03-31,3.7,3.9,4.4,4.5,"Yes"
"S202403_107469",107469,2024-03-31,1.8,3.4,4,3.7,"Yes"
"S202403_108014",108014,2024-03-31,4,3.7,3.6,4.5,"Yes"
"S202403_104029",104029,2024-03-31,4.1,3.6,4.9,3.5,"Yes"
"S202403_105715",105715,2024-03-31,3.4,3.8,3.7,4.1,"Yes"
"S202403_108196",108196,2024-03-31,3.9,3.4,4.2,3.7,"Yes"
"S202403_108493",108493,2024-03-31,3.4,3.5,4.3,3.7,"Yes"
"S202403_108344",108344,2024-03-31,2.6,3.4,4.6,3.3,"Yes"
"S202403_101988",101988,2024-03-31,3.8,4.9,4.6,2.9,"Yes"
"S202403_101375",101375,2024-03-31,4.1,3.6,3.7,3.1,"Yes"
"S202403_100254",100254,2024-03-31,3.8,3.9,3.7,3.8,"Yes"
"S202403_103863",103863,2024-03-31,3.5,4.3,3.7,2.4,"Yes"
"S202403_105345",105345,2024-03-31,1.7,2.7,4.3,3,"Yes"
"S202403_108469",108469,2024-03-31,4.3,3,3.7,3.6,"Yes"
"S202403_104967",104967,2024-03-31,3.5,3.6,3.5,2,"Yes"
"S202403_108270",108270,2024-03-31,3,3.8,3.8,4.4,"Yes"
"S202403_107522",107522,2024-03-31,2.5,3.5,3.8,2,"Yes"
"S202403_109334",109334,2024-03-31,5,3.5,4.7,3.1,"Yes"
"S202403_108158",108158,2024-03-31,3.8,4.6,4.8,4.2,"Yes"
"S202403_100366",100366,2024-03-31,3,3.4,4.1,3.5,"Yes"
"S202403_101455",101455,2024-03-31,3.3,3,4.4,4.4,"Yes"
"S202403_103689",103689,2024-03-31,3.1,4.8,4.5,3.9,"Yes"
"S202403_102933",102933,2024-03-31,4.7,4.7,4.8,1.9,"Yes"
"S202403_101679",101679,2024-03-31,3.6,4.1,3.7,3.7,"Yes"
"S202403_109319",109319,2024-03-31,3.7,3.5,3.9,2.6,"Yes"
"S202403_100285",100285,2024-03-31,4.4,4.2,4.4,3.4,"Yes"
"S202403_105244",105244,2024-03-31,2.9,4.6,4.5,2.8,"Yes"
"S202403_104064",104064,2024-03-31,3.4,4.1,3.9,4.4,"Yes"
"S202403_102091",102091,2024-03-31,3.1,4,4,4.8,"Yes"
"S202403_105385",105385,2024-03-31,4,3.6,4,3.9,"Yes"
"S202403_109111",109111,2024-03-31,2.7,3.5,3.7,2.6,"Yes"
"S202403_100127",100127,2024-03-31,5,3.6,3.9,2.8,"Yes"
"S202403_104998",104998,2024-03-31,3,4.4,4.1,4.1,"Yes"
"S202403_102783",102783,2024-03-31,3.6,2.9,3.3,3.6,"Yes"
"S202403_102938",102938,2024-03-31,3,3.5,3.8,4.2,"Yes"
"S202403_101498",101498,2024-03-31,3.1,4.3,3.9,3.1,"Yes"
"S202403_103205",103205,2024-03-31,3.1,4.1,3.5,3.3,"Yes"
"S202403_105197",105197,2024-03-31,4.5,3.2,4.2,2.8,"Yes"
"S202403_108018",108018,2024-03-31,4,3.7,3.8,3,"Yes"
"S202403_108129",108129,2024-03-31,3.2,3.9,3.5,3.1,"Yes"
"S202403_108771",108771,2024-03-31,4.1,3.8,3.7,4.4,"Yes"
"S202403_100029",100029,2024-03-31,3.1,3.7,4.5,2.7,"Yes"
"S202403_106655",106655,2024-03-31,3.9,3.1,4.2,2.7,"Yes"
"S202403_100612",100612,2024-03-31,3.6,4.9,3.9,5,"Yes"
"S202403_107950",107950,2024-03-31,3.1,3.9,3.8,2.2,"Yes"
"S202403_105611",105611,2024-03-31,4.9,3.6,5,3.4,"Yes"
"S202403_109943",109943,2024-03-31,3.2,4.6,4.1,4.8,"Yes"
"S202403_105509",105509,2024-03-31,2.9,3.8,4.1,5,"Yes"
"S202403_108960",108960,2024-03-31,4.1,5,3.9,2.8,"Yes"
"S202403_102825",102825,2024-03-31,5,4.2,3.2,4,"Yes"
"S202403_102829",102829,2024-03-31,3.5,4.6,5,4.4,"Yes"
"S202403_106652",106652,2024-03-31,3.7,3.3,4.2,3.1,"Yes"
"S202403_108824",108824,2024-03-31,4.9,3.3,4.1,2.4,"Yes"
"S202403_102580",102580,2024-03-31,3.4,4.6,3.4,2.8,"Yes"
"S202403_103005",103005,2024-03-31,3.5,3.9,3.3,3.8,"Yes"
"S202403_104814",104814,2024-03-31,4.3,4.7,4.2,3.4,"Yes"
"S202403_101077",101077,2024-03-31,2.7,4.7,3.7,4.1,"Yes"
"S202403_105451",105451,2024-03-31,2.1,4.9,3.9,3.8,"Yes"
"S202403_107631",107631,2024-03-31,4,3.1,4.1,4.7,"Yes"
"S202403_109411",109411,2024-03-31,4.5,4.7,5,4.3,"Yes"
"S202403_105323",105323,2024-03-31,2.9,4,3.8,2.4,"Yes"
"S202403_109395",109395,2024-03-31,3.5,3.5,4.7,3.5,"Yes"
"S202403_103733",103733,2024-03-31,4.2,4,4.5,3.2,"Yes"
"S202403_105159",105159,2024-03-31,2.6,4,4.2,2.4,"Yes"
"S202403_103945",103945,2024-03-31,3.4,4.2,4.2,3.1,"Yes"
"S202403_104851",104851,2024-03-31,4.2,3.8,4.2,3.6,"Yes"
"S202403_108437",108437,2024-03-31,3.2,3.3,3.8,4.9,"Yes"
"S202403_101781",101781,2024-03-31,4,4.9,5,3.9,"Yes"
"S202403_108529",108529,2024-03-31,3.7,3.6,4.2,3.2,"Yes"
"S202403_106567",106567,2024-03-31,3.2,4,3.2,4.9,"Yes"
"S202403_108144",108144,2024-03-31,2.7,3.9,3.3,3.3,"Yes"
"S202403_103259",103259,2024-03-31,4.8,3.6,4.3,4.4,"Yes"
"S202403_102437",102437,2024-03-31,4,3.5,4.9,5,"Yes"
"S202403_106521",106521,2024-03-31,3.5,3.3,4.2,4,"Yes"
"S202403_104262",104262,2024-03-31,4.1,4.7,4,3.6,"Yes"
"S202403_106245",106245,2024-03-31,4.9,4,4.2,4.5,"Yes"
"S202403_109077",109077,2024-03-31,4.3,3.7,4.1,3.5,"Yes"
"S202403_107182",107182,2024-03-31,3.6,4.6,4.5,3.3,"Yes"
"S202403_103538",103538,2024-03-31,3.4,4.1,4.1,2.7,"Yes"
"S202403_105438",105438,2024-03-31,3.2,3.8,3.7,3.8,"Yes"
"S202403_101660",101660,2024-03-31,4.2,3.9,3.8,3.5,"Yes"
"S202403_101965",101965,2024-03-31,3.1,4.2,4.4,3.5,"Yes"
"S202403_106481",106481,2024-03-31,3.8,2.9,3.2,3.8,"Yes"
"S202403_107050",107050,2024-03-31,3.3,4.3,2.6,3.6,"Yes"
"S202403_101506",101506,2024-03-31,3.2,4.5,4.3,5,"Yes"
"S202403_105573",105573,2024-03-31,3.5,3,4.9,2.6,"Yes"
"S202403_104631",104631,2024-03-31,3,4.1,4.1,3.6,"Yes"
"S202403_101783",101783,2024-03-31,3.4,4.4,3.8,4.6,"Yes"
"S202403_104229",104229,2024-03-31,4.3,3.6,5,4,"Yes"
"S202403_100109",100109,2024-03-31,1.7,3.9,3.2,3.9,"Yes"
"S202403_108990",108990,2024-03-31,3.3,3.6,3.9,3.6,"Yes"
"S202403_106343",106343,2024-03-31,3.6,4.5,4.3,4,"Yes"
"S202403_106733",106733,2024-03-31,3.3,5,3.5,4,"Yes"
"S202403_107615",107615,2024-03-31,4.1,3.9,3.3,4.1,"Yes"
"S202403_103352",103352,2024-03-31,3.3,3.3,4,3.3,"Yes"
"S202403_102601",102601,2024-03-31,2.7,3.1,4.1,5,"Yes"
"S202403_100145",100145,2024-03-31,2.1,3.5,5,4.3,"Yes"
"S202403_102438",102438,2024-03-31,3.3,3.7,4.4,3.9,"Yes"
"S202403_106338",106338,2024-03-31,3,4.7,3.6,3.9,"Yes"
"S202403_102503",102503,2024-03-31,3.5,4.6,3.9,3.8,"Yes"
"S202403_104168",104168,2024-03-31,3.6,4.7,3.1,3.3,"Yes"
"S202403_101774",101774,2024-03-31,2.7,3.9,4,4.2,"Yes"
"S202403_101768",101768,2024-03-31,4.9,3.8,4.9,3.3,"Yes"
"S202403_104669",104669,2024-03-31,2.2,4.4,3.3,4.6,"Yes"
"S202403_106959",106959,2024-03-31,3.9,2.9,3.3,4.2,"Yes"
"S202403_108552",108552,2024-03-31,3.7,3.8,2.7,2.5,"Yes"
"S202403_106814",106814,2024-03-31,2.3,4.2,4.3,4,"Yes"
"S202403_104989",104989,2024-03-31,2.9,4,3.9,3.2,"Yes"
"S202403_102803",102803,2024-03-31,3.3,3.7,3.7,3.3,"Yes"
"S202403_101857",101857,2024-03-31,3.4,4.4,3.9,4.2,"Yes"
"S202403_107320",107320,2024-03-31,2.7,3.9,4.3,4.4,"Yes"
"S202403_102566",102566,2024-03-31,3.4,3.9,4.7,3.2,"Yes"
"S202403_106963",106963,2024-03-31,3.5,3.8,3.1,3.8,"Yes"
"S202403_102761",102761,2024-03-31,2.5,4.1,4.2,3.7,"Yes"
"S202403_103140",103140,2024-03-31,3.8,4.2,3.7,3.9,"Yes"
"S202403_104240",104240,2024-03-31,3.1,2.2,4.9,4.2,"Yes"
"S202403_104002",104002,2024-03-31,3,3.2,4.2,3.5,"Yes"
"S202403_101414",101414,2024-03-31,3.5,3.5,3.8,2.6,"Yes"
"S202403_101152",101152,2024-03-31,3.8,4.1,4.1,3.9,"Yes"
