"ReviewID","EmployeeID","ReviewDate","PerformanceRating","PotentialRating","GoalCompletionPct","MeritIncreasePct","PromotionRecommended"
"R2023_104223",104223,2023-12-31,4,3,84,0.035,"No"
"R2023_104381",104381,2023-12-31,4,3,83,0.035,"No"
"R2023_101480",101480,2023-12-31,2,2,64,0.004,"No"
"R2023_109248",109248,2023-12-31,5,3,100,0.072,"No"
"R2023_104900",104900,2023-12-31,4,2,68,0.05,"Yes"
"R2023_108465",108465,2023-12-31,4,4,46,0.031,"No"
"R2023_103078",103078,2023-12-31,4,4,70,0.032,"Yes"
"R2023_109790",109790,2023-12-31,3,3,89,0.02,"No"
"R2023_100190",100190,2023-12-31,3,3,91,0.018,"No"
"R2023_107488",107488,2023-12-31,3,2,100,0.014,"No"
"R2023_100899",100899,2023-12-31,5,3,77,0.053,"No"
"R2023_102406",102406,2023-12-31,4,4,70,0.047,"No"
"R2023_106859",106859,2023-12-31,2,4,100,0.003,"No"
"R2023_101411",101411,2023-12-31,4,4,66,0.037,"No"
"R2023_103485",103485,2023-12-31,3,3,74,0.012,"No"
"R2023_104329",104329,2023-12-31,3,2,96,0.021,"No"
"R2023_109989",109989,2023-12-31,3,3,81,0.02,"No"
"R2023_102660",102660,2023-12-31,4,4,94,0.031,"No"
"R2023_108083",108083,2023-12-31,5,5,76,0.072,"No"
"R2023_109698",109698,2023-12-31,4,4,88,0.042,"No"
"R2023_109658",109658,2023-12-31,3,4,67,0.016,"No"
"R2023_107138",107138,2023-12-31,3,3,100,0.024,"No"
"R2023_104781",104781,2023-12-31,1,3,73,0,"No"
"R2023_104650",104650,2023-12-31,4,3,90,0.041,"No"
"R2023_107369",107369,2023-12-31,4,1,94,0.049,"No"
"R2023_106202",106202,2023-12-31,4,4,80,0.04,"No"
"R2023_103135",103135,2023-12-31,3,4,59,0.028,"No"
"R2023_108721",108721,2023-12-31,4,3,91,0.03,"Yes"
"R2023_102764",102764,2023-12-31,2,3,77,0.004,"No"
"R2023_105629",105629,2023-12-31,4,3,93,0.04,"No"
"R2023_102134",102134,2023-12-31,4,1,64,0.046,"No"
"R2023_107170",107170,2023-12-31,4,3,98,0.043,"No"
"R2023_108994",108994,2023-12-31,3,3,87,0.015,"No"
"R2023_108857",108857,2023-12-31,3,5,79,0.013,"No"
"R2023_108848",108848,2023-12-31,3,4,69,0.021,"No"
"R2023_108580",108580,2023-12-31,2,3,56,0.009,"No"
"R2023_103752",103752,2023-12-31,4,4,90,0.041,"No"
"R2023_100189",100189,2023-12-31,2,4,99,0.003,"No"
"R2023_101676",101676,2023-12-31,4,4,72,0.032,"No"
"R2023_105192",105192,2023-12-31,2,3,59,0.006,"No"
"R2023_101549",101549,2023-12-31,4,3,85,0.032,"No"
"R2023_100638",100638,2023-12-31,3,2,91,0.014,"No"
"R2023_108414",108414,2023-12-31,2,2,51,0,"No"
"R2023_103559",103559,2023-12-31,2,3,92,0.006,"No"
"R2023_101310",101310,2023-12-31,4,5,100,0.047,"No"
"R2023_103759",103759,2023-12-31,2,2,73,0.009,"No"
"R2023_106003",106003,2023-12-31,1,2,60,0,"No"
"R2023_108565",108565,2023-12-31,3,4,74,0.028,"No"
"R2023_100037",100037,2023-12-31,3,3,92,0.025,"No"
"R2023_109452",109452,2023-12-31,2,4,83,0.007,"No"
"R2023_107903",107903,2023-12-31,5,4,86,0.069,"No"
"R2023_104985",104985,2023-12-31,3,3,86,0.022,"No"
"R2023_108973",108973,2023-12-31,4,2,77,0.032,"No"
"R2023_101109",101109,2023-12-31,4,4,70,0.046,"No"
"R2023_106242",106242,2023-12-31,5,3,100,0.062,"Yes"
"R2023_106855",106855,2023-12-31,3,3,83,0.021,"No"
"R2023_103152",103152,2023-12-31,2,3,100,0.008,"No"
"R2023_102882",102882,2023-12-31,3,2,80,0.023,"No"
"R2023_109932",109932,2023-12-31,4,3,82,0.038,"No"
"R2023_102050",102050,2023-12-31,2,3,84,0.008,"No"
"R2023_105597",105597,2023-12-31,4,4,86,0.038,"No"
"R2023_108276",108276,2023-12-31,3,2,99,0.017,"No"
"R2023_103491",103491,2023-12-31,4,3,90,0.043,"No"
"R2023_105150",105150,2023-12-31,3,4,100,0.016,"No"
"R2023_106189",106189,2023-12-31,4,4,87,0.035,"No"
"R2023_105312",105312,2023-12-31,2,5,85,0.006,"No"
"R2023_107572",107572,2023-12-31,5,5,100,0.055,"No"
"R2023_102576",102576,2023-12-31,2,3,100,0.004,"No"
"R2023_105445",105445,2023-12-31,3,3,92,0.019,"No"
"R2023_106893",106893,2023-12-31,3,2,87,0.019,"No"
"R2023_106165",106165,2023-12-31,4,4,53,0.038,"No"
"R2023_104858",104858,2023-12-31,3,5,88,0.022,"No"
"R2023_100223",100223,2023-12-31,5,4,86,0.052,"Yes"
"R2023_101948",101948,2023-12-31,4,5,89,0.041,"No"
"R2023_103451",103451,2023-12-31,2,4,83,0.009,"No"
"R2023_104725",104725,2023-12-31,4,3,99,0.034,"No"
"R2023_108138",108138,2023-12-31,5,2,86,0.065,"Yes"
"R2023_107639",107639,2023-12-31,3,2,87,0.026,"No"
"R2023_101726",101726,2023-12-31,2,3,60,0.002,"No"
"R2023_105433",105433,2023-12-31,3,2,100,0.023,"No"
"R2023_105326",105326,2023-12-31,5,3,74,0.064,"Yes"
"R2023_107683",107683,2023-12-31,4,5,82,0.033,"No"
"R2023_103630",103630,2023-12-31,4,5,84,0.037,"No"
"R2023_109537",109537,2023-12-31,3,1,72,0.021,"No"
"R2023_108598",108598,2023-12-31,4,3,39,0.045,"No"
"R2023_102251",102251,2023-12-31,3,3,85,0.027,"No"
"R2023_106912",106912,2023-12-31,4,4,82,0.03,"No"
"R2023_107404",107404,2023-12-31,4,2,75,0.038,"No"
"R2023_104618",104618,2023-12-31,2,3,48,0.005,"No"
"R2023_106073",106073,2023-12-31,3,4,100,0.016,"No"
"R2023_109394",109394,2023-12-31,3,4,75,0.012,"No"
"R2023_107813",107813,2023-12-31,4,2,61,0.039,"No"
"R2023_100240",100240,2023-12-31,2,3,89,0.002,"No"
"R2023_106895",106895,2023-12-31,3,3,96,0.01,"No"
"R2023_101620",101620,2023-12-31,3,4,72,0.025,"No"
"R2023_103697",103697,2023-12-31,2,3,96,0.005,"No"
"R2023_101476",101476,2023-12-31,3,5,88,0.017,"No"
"R2023_103929",103929,2023-12-31,4,2,96,0.034,"No"
"R2023_106039",106039,2023-12-31,4,5,85,0.037,"No"
"R2023_101433",101433,2023-12-31,3,3,82,0.025,"No"
"R2023_104563",104563,2023-12-31,3,4,48,0.026,"No"
"R2023_104126",104126,2023-12-31,4,3,76,0.044,"Yes"
"R2023_102040",102040,2023-12-31,3,2,100,0.024,"No"
"R2023_101947",101947,2023-12-31,4,3,92,0.045,"No"
"R2023_105807",105807,2023-12-31,3,3,90,0.012,"No"
"R2023_102456",102456,2023-12-31,3,4,73,0.029,"No"
"R2023_106128",106128,2023-12-31,4,5,81,0.037,"No"
"R2023_108228",108228,2023-12-31,4,3,88,0.042,"Yes"
"R2023_103734",103734,2023-12-31,3,4,79,0.025,"No"
"R2023_108680",108680,2023-12-31,4,3,79,0.031,"Yes"
"R2023_100981",100981,2023-12-31,3,3,85,0.01,"No"
"R2023_108045",108045,2023-12-31,4,2,85,0.044,"No"
"R2023_103318",103318,2023-12-31,4,5,90,0.043,"No"
"R2023_107272",107272,2023-12-31,4,4,68,0.036,"No"
"R2023_102901",102901,2023-12-31,5,2,81,0.073,"No"
"R2023_105027",105027,2023-12-31,4,3,80,0.04,"No"
"R2023_103307",103307,2023-12-31,2,4,53,0.004,"No"
"R2023_109419",109419,2023-12-31,3,2,82,0.011,"No"
"R2023_103774",103774,2023-12-31,3,3,68,0.016,"No"
"R2023_106250",106250,2023-12-31,3,4,63,0.029,"No"
"R2023_109609",109609,2023-12-31,3,4,100,0.019,"No"
"R2023_104546",104546,2023-12-31,3,3,89,0.019,"No"
"R2023_106991",106991,2023-12-31,4,3,90,0.04,"Yes"
"R2023_104676",104676,2023-12-31,4,3,91,0.04,"No"
"R2023_105909",105909,2023-12-31,2,3,94,0.001,"No"
"R2023_101722",101722,2023-12-31,4,2,86,0.036,"No"
"R2023_101142",101142,2023-12-31,3,3,67,0.026,"No"
"R2023_104840",104840,2023-12-31,4,4,65,0.032,"Yes"
"R2023_101284",101284,2023-12-31,4,3,88,0.039,"Yes"
"R2023_102502",102502,2023-12-31,4,3,89,0.046,"No"
"R2023_102866",102866,2023-12-31,4,2,61,0.045,"No"
"R2023_107757",107757,2023-12-31,4,3,71,0.05,"No"
"R2023_104645",104645,2023-12-31,4,4,90,0.036,"No"
"R2023_102366",102366,2023-12-31,3,4,99,0.011,"No"
"R2023_104910",104910,2023-12-31,2,3,100,0.002,"No"
"R2023_106805",106805,2023-12-31,4,5,100,0.035,"No"
"R2023_100756",100756,2023-12-31,5,4,93,0.075,"No"
"R2023_100420",100420,2023-12-31,3,3,86,0.023,"No"
"R2023_108361",108361,2023-12-31,4,5,100,0.048,"No"
"R2023_101523",101523,2023-12-31,3,3,90,0.029,"No"
"R2023_104800",104800,2023-12-31,5,3,92,0.078,"No"
"R2023_105258",105258,2023-12-31,3,4,89,0.027,"No"
"R2023_106727",106727,2023-12-31,2,3,78,0.008,"No"
"R2023_102239",102239,2023-12-31,2,2,80,0.008,"No"
"R2023_101421",101421,2023-12-31,4,3,69,0.05,"No"
"R2023_102352",102352,2023-12-31,3,3,81,0.019,"No"
"R2023_104744",104744,2023-12-31,2,3,100,0.002,"No"
"R2023_107191",107191,2023-12-31,3,5,70,0.024,"No"
"R2023_102877",102877,2023-12-31,3,3,100,0.018,"No"
"R2023_108001",108001,2023-12-31,4,4,68,0.031,"Yes"
"R2023_100263",100263,2023-12-31,5,2,77,0.061,"No"
"R2023_103214",103214,2023-12-31,3,4,88,0.019,"No"
"R2023_108814",108814,2023-12-31,2,3,59,0.003,"No"
"R2023_105415",105415,2023-12-31,5,3,85,0.053,"No"
"R2023_104164",104164,2023-12-31,4,4,75,0.044,"Yes"
"R2023_103108",103108,2023-12-31,4,2,75,0.036,"No"
"R2023_107081",107081,2023-12-31,5,3,100,0.06,"Yes"
"R2023_106371",106371,2023-12-31,4,3,100,0.033,"Yes"
"R2023_104715",104715,2023-12-31,4,5,74,0.041,"No"
"R2023_104048",104048,2023-12-31,4,2,100,0.035,"No"
"R2023_102138",102138,2023-12-31,4,2,100,0.038,"No"
"R2023_108887",108887,2023-12-31,4,4,97,0.039,"No"
"R2023_107947",107947,2023-12-31,3,3,91,0.027,"No"
"R2023_101102",101102,2023-12-31,3,3,100,0.01,"No"
"R2023_107580",107580,2023-12-31,4,4,97,0.032,"No"
"R2023_102711",102711,2023-12-31,3,3,87,0.017,"No"
"R2023_100170",100170,2023-12-31,4,3,80,0.047,"No"
"R2023_109547",109547,2023-12-31,4,3,74,0.037,"No"
"R2023_100549",100549,2023-12-31,3,2,95,0.017,"No"
"R2023_101059",101059,2023-12-31,4,3,100,0.032,"Yes"
"R2023_109769",109769,2023-12-31,3,3,76,0.029,"No"
"R2023_106034",106034,2023-12-31,4,3,65,0.039,"Yes"
"R2023_106444",106444,2023-12-31,3,4,91,0.021,"No"
"R2023_109007",109007,2023-12-31,2,2,100,0.008,"No"
"R2023_108903",108903,2023-12-31,3,2,80,0.024,"No"
"R2023_109342",109342,2023-12-31,2,3,96,0.009,"No"
"R2023_105697",105697,2023-12-31,4,4,77,0.035,"Yes"
"R2023_107867",107867,2023-12-31,3,3,94,0.011,"No"
"R2023_103650",103650,2023-12-31,4,4,100,0.031,"No"
"R2023_108204",108204,2023-12-31,4,5,73,0.043,"No"
"R2023_101729",101729,2023-12-31,4,3,64,0.035,"Yes"
"R2023_109480",109480,2023-12-31,3,3,100,0.012,"No"
"R2023_109056",109056,2023-12-31,2,4,74,0.006,"No"
"R2023_106221",106221,2023-12-31,4,2,67,0.039,"Yes"
"R2023_103885",103885,2023-12-31,4,4,100,0.048,"No"
"R2023_105516",105516,2023-12-31,3,4,82,0.023,"No"
"R2023_101295",101295,2023-12-31,3,4,95,0.028,"No"
"R2023_102142",102142,2023-12-31,4,2,88,0.048,"Yes"
"R2023_104202",104202,2023-12-31,2,3,72,0.003,"No"
"R2023_105350",105350,2023-12-31,2,3,76,0.006,"No"
"R2023_107376",107376,2023-12-31,3,2,82,0.026,"No"
"R2023_107424",107424,2023-12-31,3,3,99,0.023,"No"
"R2023_101865",101865,2023-12-31,3,3,73,0.015,"No"
"R2023_102218",102218,2023-12-31,3,3,89,0.029,"No"
"R2023_101964",101964,2023-12-31,5,2,55,0.055,"Yes"
"R2023_104049",104049,2023-12-31,3,2,75,0.023,"No"
"R2023_107736",107736,2023-12-31,3,4,100,0.014,"No"
"R2023_105147",105147,2023-12-31,3,3,64,0.014,"No"
"R2023_103489",103489,2023-12-31,2,5,91,0.007,"No"
"R2023_106413",106413,2023-12-31,2,3,100,0.005,"No"
"R2023_108317",108317,2023-12-31,3,4,80,0.01,"No"
"R2023_105803",105803,2023-12-31,4,3,74,0.047,"No"
"R2023_100706",100706,2023-12-31,4,3,81,0.03,"Yes"
"R2023_108326",108326,2023-12-31,3,4,96,0.011,"No"
"R2023_109149",109149,2023-12-31,4,2,82,0.046,"No"
"R2023_105406",105406,2023-12-31,3,4,97,0.016,"No"
"R2023_102846",102846,2023-12-31,3,4,90,0.016,"No"
"R2023_100463",100463,2023-12-31,3,3,58,0.017,"No"
"R2023_109600",109600,2023-12-31,3,2,100,0.024,"No"
"R2023_108991",108991,2023-12-31,3,3,85,0.012,"No"
"R2023_101588",101588,2023-12-31,4,3,63,0.041,"No"
"R2023_105645",105645,2023-12-31,4,3,75,0.031,"Yes"
"R2023_100709",100709,2023-12-31,3,3,83,0.03,"No"
"R2023_101866",101866,2023-12-31,2,4,83,0.002,"No"
"R2023_107069",107069,2023-12-31,3,3,76,0.028,"No"
"R2023_108321",108321,2023-12-31,3,3,48,0.022,"No"
"R2023_104174",104174,2023-12-31,4,3,92,0.043,"No"
"R2023_103483",103483,2023-12-31,3,5,100,0.027,"No"
"R2023_103716",103716,2023-12-31,3,3,72,0.022,"No"
"R2023_108723",108723,2023-12-31,2,3,79,0.008,"No"
"R2023_101907",101907,2023-12-31,4,4,66,0.04,"No"
"R2023_106446",106446,2023-12-31,2,3,71,0.001,"No"
"R2023_106690",106690,2023-12-31,2,3,94,0.005,"No"
"R2023_104799",104799,2023-12-31,5,3,83,0.065,"No"
"R2023_108805",108805,2023-12-31,5,4,100,0.059,"Yes"
"R2023_105738",105738,2023-12-31,4,3,89,0.035,"No"
"R2023_103450",103450,2023-12-31,3,2,82,0.012,"No"
"R2023_105011",105011,2023-12-31,4,3,73,0.034,"Yes"
"R2023_107119",107119,2023-12-31,4,3,100,0.042,"No"
"R2023_101267",101267,2023-12-31,4,4,100,0.05,"Yes"
"R2023_102634",102634,2023-12-31,4,3,84,0.039,"No"
"R2023_105741",105741,2023-12-31,4,2,79,0.035,"No"
"R2023_104408",104408,2023-12-31,2,2,68,0.003,"No"
"R2023_105780",105780,2023-12-31,3,3,100,0.028,"No"
"R2023_107181",107181,2023-12-31,5,4,100,0.071,"No"
"R2023_106788",106788,2023-12-31,3,3,97,0.016,"No"
"R2023_100950",100950,2023-12-31,3,3,100,0.019,"No"
"R2023_102007",102007,2023-12-31,3,2,65,0.011,"No"
"R2023_103976",103976,2023-12-31,3,3,76,0.027,"No"
"R2023_101652",101652,2023-12-31,4,3,100,0.046,"No"
"R2023_106971",106971,2023-12-31,3,4,76,0.011,"No"
"R2023_101962",101962,2023-12-31,3,3,62,0.029,"No"
"R2023_106355",106355,2023-12-31,3,5,85,0.02,"No"
"R2023_107364",107364,2023-12-31,3,3,100,0.011,"No"
"R2023_108394",108394,2023-12-31,4,3,98,0.039,"Yes"
"R2023_108415",108415,2023-12-31,3,3,79,0.01,"No"
"R2023_102564",102564,2023-12-31,3,2,73,0.011,"No"
"R2023_102296",102296,2023-12-31,4,4,100,0.037,"No"
"R2023_102181",102181,2023-12-31,4,4,94,0.047,"No"
"R2023_106365",106365,2023-12-31,4,3,95,0.042,"Yes"
"R2023_100890",100890,2023-12-31,4,2,85,0.038,"No"
"R2023_107489",107489,2023-12-31,4,4,95,0.043,"No"
"R2023_106499",106499,2023-12-31,4,3,87,0.032,"No"
"R2023_100031",100031,2023-12-31,3,4,62,0.026,"No"
"R2023_100338",100338,2023-12-31,4,4,75,0.036,"Yes"
"R2023_101459",101459,2023-12-31,5,4,97,0.079,"No"
"R2023_103246",103246,2023-12-31,5,4,88,0.076,"No"
"R2023_104140",104140,2023-12-31,3,3,77,0.017,"No"
"R2023_102610",102610,2023-12-31,3,3,80,0.028,"No"
"R2023_104683",104683,2023-12-31,4,3,78,0.048,"No"
"R2023_104894",104894,2023-12-31,5,4,83,0.052,"No"
"R2023_108533",108533,2023-12-31,4,2,63,0.047,"No"
"R2023_101750",101750,2023-12-31,3,2,84,0.028,"No"
"R2023_106113",106113,2023-12-31,4,2,100,0.039,"No"
"R2023_106304",106304,2023-12-31,5,3,76,0.061,"No"
"R2023_105530",105530,2023-12-31,3,3,100,0.013,"No"
"R2023_102495",102495,2023-12-31,3,4,74,0.02,"No"
"R2023_103547",103547,2023-12-31,1,3,89,0,"No"
"R2023_100128",100128,2023-12-31,4,2,74,0.048,"No"
"R2023_105306",105306,2023-12-31,4,1,92,0.039,"No"
"R2023_102014",102014,2023-12-31,4,4,100,0.046,"Yes"
"R2023_108446",108446,2023-12-31,3,5,93,0.025,"No"
"R2023_102133",102133,2023-12-31,3,4,95,0.022,"No"
"R2023_106687",106687,2023-12-31,4,3,62,0.044,"Yes"
"R2023_107479",107479,2023-12-31,3,2,100,0.029,"No"
"R2023_105160",105160,2023-12-31,4,2,100,0.037,"No"
"R2023_105525",105525,2023-12-31,4,4,85,0.033,"No"
"R2023_107889",107889,2023-12-31,3,2,90,0.015,"No"
"R2023_102280",102280,2023-12-31,3,5,70,0.021,"No"
"R2023_102640",102640,2023-12-31,3,3,69,0.028,"No"
"R2023_106208",106208,2023-12-31,3,3,46,0.016,"No"
"R2023_101145",101145,2023-12-31,2,4,94,0.007,"No"
"R2023_106967",106967,2023-12-31,3,4,62,0.03,"No"
"R2023_100855",100855,2023-12-31,5,4,67,0.068,"No"
"R2023_103105",103105,2023-12-31,3,4,70,0.01,"No"
"R2023_106316",106316,2023-12-31,3,3,98,0.018,"No"
"R2023_108494",108494,2023-12-31,4,3,78,0.035,"No"
"R2023_105773",105773,2023-12-31,4,3,80,0.047,"No"
"R2023_105289",105289,2023-12-31,3,3,100,0.013,"No"
"R2023_107661",107661,2023-12-31,3,3,100,0.03,"No"
"R2023_101954",101954,2023-12-31,3,2,91,0.016,"No"
"R2023_102669",102669,2023-12-31,3,3,100,0.021,"No"
"R2023_103445",103445,2023-12-31,2,3,66,0.005,"No"
"R2023_100383",100383,2023-12-31,4,3,98,0.045,"No"
"R2023_107135",107135,2023-12-31,3,3,54,0.024,"No"
"R2023_108672",108672,2023-12-31,3,4,79,0.01,"No"
"R2023_104997",104997,2023-12-31,4,3,63,0.047,"No"
"R2023_109312",109312,2023-12-31,4,4,66,0.033,"No"
"R2023_105157",105157,2023-12-31,5,3,100,0.064,"No"
"R2023_105223",105223,2023-12-31,4,5,74,0.035,"Yes"
"R2023_104895",104895,2023-12-31,3,4,62,0.024,"No"
"R2023_102005",102005,2023-12-31,2,3,86,0.002,"No"
"R2023_105009",105009,2023-12-31,4,3,53,0.048,"No"
"R2023_103193",103193,2023-12-31,5,4,90,0.067,"No"
"R2023_101273",101273,2023-12-31,4,5,100,0.034,"Yes"
"R2023_105016",105016,2023-12-31,3,3,87,0.012,"No"
"R2023_103729",103729,2023-12-31,2,4,49,0,"No"
"R2023_104731",104731,2023-12-31,4,3,93,0.046,"No"
"R2023_109063",109063,2023-12-31,4,4,76,0.032,"No"
"R2023_106747",106747,2023-12-31,3,4,68,0.024,"No"
"R2023_104865",104865,2023-12-31,3,4,74,0.02,"No"
"R2023_100677",100677,2023-12-31,4,3,100,0.039,"Yes"
"R2023_101975",101975,2023-12-31,4,3,60,0.031,"No"
"R2023_101047",101047,2023-12-31,4,2,100,0.044,"No"
"R2023_108534",108534,2023-12-31,3,3,72,0.028,"No"
"R2023_102448",102448,2023-12-31,3,2,82,0.013,"No"
"R2023_107413",107413,2023-12-31,3,5,63,0.01,"No"
"R2023_106634",106634,2023-12-31,3,5,100,0.016,"No"
"R2023_100780",100780,2023-12-31,4,2,100,0.04,"No"
"R2023_105522",105522,2023-12-31,5,4,93,0.065,"No"
"R2023_102953",102953,2023-12-31,2,4,100,0.01,"No"
"R2023_105809",105809,2023-12-31,2,4,74,0.001,"No"
"R2023_106993",106993,2023-12-31,4,2,84,0.037,"No"
"R2023_109278",109278,2023-12-31,4,4,82,0.037,"No"
"R2023_102739",102739,2023-12-31,4,3,71,0.046,"No"
"R2023_105362",105362,2023-12-31,2,4,78,0.01,"No"
"R2023_108230",108230,2023-12-31,3,2,75,0.015,"No"
"R2023_105453",105453,2023-12-31,3,5,69,0.017,"No"
"R2023_108409",108409,2023-12-31,3,3,82,0.028,"No"
"R2023_106143",106143,2023-12-31,5,4,100,0.078,"No"
"R2023_108154",108154,2023-12-31,4,5,93,0.034,"No"
"R2023_103414",103414,2023-12-31,2,3,68,0.002,"No"
"R2023_104705",104705,2023-12-31,4,3,86,0.041,"Yes"
"R2023_106199",106199,2023-12-31,4,2,66,0.034,"Yes"
"R2023_104204",104204,2023-12-31,3,2,70,0.015,"No"
"R2023_107834",107834,2023-12-31,4,4,74,0.038,"No"
"R2023_109049",109049,2023-12-31,4,2,100,0.03,"No"
"R2023_101801",101801,2023-12-31,2,3,95,0.008,"No"
"R2023_108978",108978,2023-12-31,4,2,100,0.046,"No"
"R2023_109250",109250,2023-12-31,3,3,93,0.014,"No"
"R2023_101776",101776,2023-12-31,4,2,67,0.05,"No"
"R2023_102917",102917,2023-12-31,3,3,93,0.023,"No"
"R2023_106278",106278,2023-12-31,4,2,69,0.046,"No"
"R2023_105952",105952,2023-12-31,4,3,82,0.044,"No"
"R2023_105342",105342,2023-12-31,2,3,90,0.01,"No"
"R2023_108336",108336,2023-12-31,3,1,100,0.02,"No"
"R2023_106086",106086,2023-12-31,3,4,98,0.013,"No"
"R2023_103606",103606,2023-12-31,3,2,65,0.022,"No"
"R2023_106378",106378,2023-12-31,3,3,67,0.024,"No"
"R2023_106910",106910,2023-12-31,3,3,63,0.012,"No"
"R2023_106478",106478,2023-12-31,3,3,94,0.02,"No"
"R2023_106420",106420,2023-12-31,3,4,94,0.03,"No"
"R2023_105193",105193,2023-12-31,3,5,94,0.024,"No"
"R2023_104135",104135,2023-12-31,3,2,67,0.014,"No"
"R2023_107121",107121,2023-12-31,4,4,100,0.04,"No"
"R2023_108279",108279,2023-12-31,4,5,64,0.04,"No"
"R2023_102541",102541,2023-12-31,4,3,70,0.046,"No"
"R2023_107601",107601,2023-12-31,3,4,95,0.016,"No"
"R2023_109841",109841,2023-12-31,4,3,100,0.043,"Yes"
"R2023_104148",104148,2023-12-31,3,4,89,0.017,"No"
"R2023_103229",103229,2023-12-31,4,5,76,0.043,"No"
"R2023_107211",107211,2023-12-31,3,4,87,0.027,"No"
"R2023_105046",105046,2023-12-31,3,3,75,0.011,"No"
"R2023_105335",105335,2023-12-31,2,5,94,0,"No"
"R2023_103478",103478,2023-12-31,3,3,71,0.01,"No"
"R2023_107329",107329,2023-12-31,4,4,80,0.037,"No"
"R2023_106033",106033,2023-12-31,3,4,69,0.025,"No"
"R2023_108021",108021,2023-12-31,3,4,49,0.022,"No"
"R2023_107675",107675,2023-12-31,3,3,84,0.022,"No"
"R2023_100379",100379,2023-12-31,3,4,95,0.012,"No"
"R2023_108946",108946,2023-12-31,3,4,71,0.02,"No"
"R2023_105144",105144,2023-12-31,3,4,100,0.018,"No"
"R2023_104807",104807,2023-12-31,3,3,49,0.017,"No"
"R2023_102950",102950,2023-12-31,5,4,91,0.056,"No"
"R2023_103025",103025,2023-12-31,3,3,68,0.02,"No"
"R2023_108694",108694,2023-12-31,4,4,94,0.05,"No"
"R2023_104901",104901,2023-12-31,4,3,54,0.048,"Yes"
"R2023_108247",108247,2023-12-31,3,4,100,0.018,"No"
"R2023_104386",104386,2023-12-31,4,4,58,0.043,"No"
"R2023_107654",107654,2023-12-31,5,3,66,0.076,"No"
"R2023_108811",108811,2023-12-31,4,4,100,0.047,"Yes"
"R2023_108340",108340,2023-12-31,3,4,96,0.018,"No"
"R2023_105390",105390,2023-12-31,3,3,81,0.022,"No"
"R2023_101905",101905,2023-12-31,4,3,77,0.031,"Yes"
"R2023_104828",104828,2023-12-31,3,3,100,0.023,"No"
"R2023_107866",107866,2023-12-31,3,4,52,0.013,"No"
"R2023_103815",103815,2023-12-31,3,1,100,0.024,"No"
"R2023_102499",102499,2023-12-31,3,4,76,0.027,"No"
"R2023_100955",100955,2023-12-31,4,1,97,0.03,"No"
"R2023_108334",108334,2023-12-31,3,4,75,0.014,"No"
"R2023_102558",102558,2023-12-31,4,3,81,0.043,"No"
"R2023_104827",104827,2023-12-31,3,4,81,0.018,"No"
"R2023_106674",106674,2023-12-31,2,1,74,0,"No"
"R2023_101103",101103,2023-12-31,4,4,54,0.048,"Yes"
"R2023_105578",105578,2023-12-31,3,2,89,0.021,"No"
"R2023_101058",101058,2023-12-31,3,4,94,0.012,"No"
"R2023_105242",105242,2023-12-31,3,2,100,0.027,"No"
"R2023_108756",108756,2023-12-31,4,3,92,0.043,"Yes"
"R2023_102027",102027,2023-12-31,4,5,56,0.036,"Yes"
"R2023_102941",102941,2023-12-31,5,4,77,0.075,"Yes"
"R2023_102724",102724,2023-12-31,5,4,90,0.07,"No"
"R2023_103180",103180,2023-12-31,5,4,100,0.051,"No"
"R2023_100608",100608,2023-12-31,3,3,64,0.015,"No"
"R2023_106995",106995,2023-12-31,3,3,100,0.016,"No"
"R2023_106901",106901,2023-12-31,2,3,100,0.005,"No"
"R2023_103548",103548,2023-12-31,5,3,100,0.074,"No"
"R2023_102465",102465,2023-12-31,2,2,93,0.002,"No"
"R2023_109628",109628,2023-12-31,3,3,100,0.027,"No"
"R2023_101641",101641,2023-12-31,5,4,82,0.07,"Yes"
"R2023_107626",107626,2023-12-31,2,5,100,0.007,"No"
"R2023_109304",109304,2023-12-31,4,2,76,0.036,"Yes"
"R2023_105729",105729,2023-12-31,3,3,100,0.015,"No"
"R2023_103228",103228,2023-12-31,3,2,72,0.029,"No"
"R2023_100672",100672,2023-12-31,3,2,91,0.021,"No"
"R2023_105298",105298,2023-12-31,4,3,83,0.044,"Yes"
"R2023_109510",109510,2023-12-31,4,3,91,0.039,"No"
"R2023_100067",100067,2023-12-31,3,3,100,0.015,"No"
"R2023_106659",106659,2023-12-31,4,4,100,0.044,"No"
"R2023_101982",101982,2023-12-31,3,2,52,0.027,"No"
"R2023_100577",100577,2023-12-31,4,4,96,0.05,"Yes"
"R2023_108944",108944,2023-12-31,3,3,87,0.027,"No"
"R2023_101271",101271,2023-12-31,4,2,86,0.049,"No"
"R2023_106683",106683,2023-12-31,3,3,94,0.025,"No"
"R2023_107605",107605,2023-12-31,3,3,100,0.029,"No"
"R2023_106970",106970,2023-12-31,4,3,100,0.049,"No"
"R2023_105170",105170,2023-12-31,4,3,70,0.042,"No"
"R2023_100078",100078,2023-12-31,3,2,74,0.013,"No"
"R2023_100360",100360,2023-12-31,4,4,92,0.042,"No"
"R2023_101471",101471,2023-12-31,4,3,93,0.049,"No"
"R2023_109760",109760,2023-12-31,4,3,87,0.049,"No"
"R2023_104789",104789,2023-12-31,3,3,63,0.018,"No"
"R2023_103386",103386,2023-12-31,3,3,99,0.024,"No"
