"EmployeeID","DepartmentID","JobID","LocationID","ManagerID","HireDate","TerminationDate","EmploymentStatus","TerminationType","WorkerType","EmploymentType","FTE","RemoteStatus","FinalTenureYears"
100842,5,17,12,105876,2024-03-04,NA,"Active",NA,"Employee","Regular",1,"Hybrid",2.02
101263,5,17,6,101098,2024-03-04,NA,"Active",NA,"Employee","Regular",1,"Onsite",2.02
108667,5,17,12,107351,2024-04-14,NA,"Active",NA,"Employee","Regular",1,"Remote",1.9
100872,5,17,4,108666,2024-04-15,NA,"Active",NA,"Employee","Regular",1,"Hybrid",1.9
103111,5,17,10,101444,2024-04-28,NA,"Active",NA,"Employee","Regular",1,"Onsite",1.87
104377,5,17,12,104935,2024-05-01,NA,"Active",NA,"Employee","Regular",1,"Hybrid",1.86
103890,5,17,11,100732,2024-05-25,NA,"Active",NA,"Employee","Regular",1,"Onsite",1.79
108065,5,17,10,104558,2024-06-07,NA,"Active",NA,"Employee","Regular",1,"Onsite",1.76
102720,5,17,6,104030,2024-06-11,NA,"Active",NA,"Employee","Regular",1,"Hybrid",1.75
100053,5,17,5,104936,2024-06-14,NA,"Active",NA,"Employee","Regular",1,"Hybrid",1.74
100615,5,17,3,107304,2024-06-25,NA,"Active",NA,"Employee","Regular",1,"Hybrid",1.71
106819,5,17,4,105876,2024-07-11,NA,"Active",NA,"Employee","Regular",1,"Hybrid",1.66
106777,5,17,9,103462,2024-08-08,NA,"Active",NA,"Employee","Regular",1,"Onsite",1.59
100184,5,17,1,106156,2024-08-13,NA,"Active",NA,"Employee","Regular",1,"Onsite",1.57
107192,5,17,10,109420,2024-09-03,NA,"Active",NA,"Employee","Regular",1,"Onsite",1.52
102789,5,17,6,108926,2024-09-24,NA,"Active",NA,"Employee","Regular",1,"Remote",1.46
102737,5,17,9,107351,2024-10-26,NA,"Active",NA,"Employee","Regular",1,"Remote",1.37
102591,5,17,7,106544,2024-11-09,NA,"Active",NA,"Employee","Regular",1,"Hybrid",1.33
108577,5,17,5,109936,2024-11-10,NA,"Active",NA,"Employee","Regular",1,"Onsite",1.33
103291,5,17,8,102986,2024-12-06,NA,"Active",NA,"Employee","Temporary",1,"Remote",1.26
102058,5,17,11,107351,2024-12-14,NA,"Active",NA,"Employee","Regular",1,"Onsite",1.24
108199,5,17,11,108926,2025-01-04,NA,"Active",NA,"Employee","Temporary",1,"Onsite",1.18
104266,5,17,12,103212,2025-01-28,NA,"Active",NA,"Employee","Regular",1,"Onsite",1.11
103008,5,17,8,104096,2025-02-06,NA,"Active",NA,"Employee","Regular",1,"Onsite",1.09
107015,5,17,7,109793,2025-02-17,NA,"Active",NA,"Employee","Regular",1,"Hybrid",1.06
103319,5,17,8,108297,2025-02-24,NA,"Active",NA,"Employee","Regular",1,"Onsite",1.04
107229,5,17,4,109140,2025-04-04,NA,"Active",NA,"Employee","Temporary",1,"Onsite",0.93
103590,5,17,4,107597,2025-04-28,NA,"Active",NA,"Employee","Regular",1,"Hybrid",0.87
100180,5,17,4,109235,2025-05-01,NA,"Active",NA,"Employee","Regular",1,"Onsite",0.86
104287,5,17,7,104270,2025-05-17,NA,"Active",NA,"Employee","Regular",1,"Hybrid",0.81
107891,5,17,11,103794,2025-05-20,NA,"Active",NA,"Contractor","Regular",1,"Onsite",0.81
106750,5,17,9,102329,2025-06-29,NA,"Active",NA,"Employee","Regular",0.8,"Hybrid",0.7
105612,5,17,10,101185,2025-07-05,NA,"Active",NA,"Employee","Regular",1,"Hybrid",0.68
103384,5,17,12,108544,2025-07-17,NA,"Active",NA,"Employee","Regular",0.6,"Hybrid",0.65
103701,5,17,8,102775,2025-08-04,NA,"Active",NA,"Employee","Temporary",1,"Onsite",0.6
106380,5,17,3,109936,2025-09-01,NA,"Active",NA,"Employee","Regular",1,"Remote",0.52
107100,5,17,10,106156,2025-09-07,NA,"Active",NA,"Contractor","Regular",1,"Hybrid",0.5
101316,5,17,4,101716,2025-09-17,NA,"Active",NA,"Employee","Regular",1,"Onsite",0.48
102885,5,17,6,103948,2025-10-02,NA,"Active",NA,"Employee","Regular",1,"Hybrid",0.44
102989,5,17,10,107304,2025-10-19,NA,"Active",NA,"Employee","Regular",1,"Onsite",0.39
104535,5,17,1,101425,2025-11-13,NA,"Active",NA,"Employee","Regular",1,"Onsite",0.32
106837,5,17,11,106544,2026-01-11,NA,"Active",NA,"Employee","Regular",0.6,"Hybrid",0.16
108167,6,22,12,106361,2013-01-04,NA,"Active",NA,"Employee","Regular",1,"Onsite",13.18
108069,6,22,2,106361,2013-02-02,NA,"Active",NA,"Employee","Regular",1,"Hybrid",13.1
108482,6,22,9,102516,2013-02-13,NA,"Active",NA,"Employee","Regular",1,"Hybrid",13.07
100407,6,22,5,109695,2013-02-27,NA,"Active",NA,"Employee","Regular",1,"Hybrid",13.03
101252,6,22,11,101491,2013-03-13,NA,"Active",NA,"Employee","Regular",1,"Hybrid",12.99
101690,6,22,7,102642,2013-05-19,NA,"Active",NA,"Employee","Regular",1,"Onsite",12.81
104271,6,22,1,108979,2013-06-04,NA,"Active",NA,"Employee","Regular",1,"Remote",12.76
105554,6,22,7,101491,2013-07-14,NA,"Active",NA,"Employee","Regular",1,"Remote",12.65
106291,6,22,9,102016,2013-11-04,NA,"Active",NA,"Employee","Regular",1,"Hybrid",12.35
106591,6,22,5,106701,2013-11-28,NA,"Active",NA,"Employee","Regular",1,"Onsite",12.28
100320,6,22,8,107777,2013-12-06,NA,"Active",NA,"Employee","Regular",1,"Hybrid",12.26
108057,6,22,5,105486,2013-12-06,NA,"Active",NA,"Employee","Regular",1,"Onsite",12.26
101282,6,22,4,101181,2014-03-13,NA,"Active",NA,"Employee","Regular",1,"Hybrid",11.99
101384,6,22,11,105231,2014-03-27,NA,"Active",NA,"Employee","Regular",1,"Onsite",11.95
109823,6,22,7,102516,2014-07-03,NA,"Active",NA,"Employee","Regular",1,"Hybrid",11.68
109443,6,22,5,104087,2015-02-02,NA,"Active",NA,"Employee","Regular",1,"Onsite",11.1
106168,6,22,9,102642,2015-02-10,NA,"Active",NA,"Employee","Regular",1,"Onsite",11.08
105663,6,22,2,109291,2015-02-17,NA,"Active",NA,"Employee","Regular",1,"Onsite",11.06
104659,6,22,11,105104,2015-04-19,NA,"Active",NA,"Employee","Regular",1,"Onsite",10.89
104810,6,22,5,100559,2015-04-27,NA,"Active",NA,"Employee","Regular",1,"Hybrid",10.87
109179,6,22,4,109900,2015-06-18,NA,"Active",NA,"Contractor","Regular",1,"Onsite",10.73
109491,6,22,10,106106,2015-07-02,NA,"Active",NA,"Employee","Regular",1,"Onsite",10.69
109020,6,22,7,106797,2015-07-05,NA,"Active",NA,"Employee","Regular",1,"Hybrid",10.68
102450,6,22,9,104567,2015-07-20,NA,"Active",NA,"Employee","Regular",1,"Remote",10.64
100413,6,22,10,108551,2015-08-03,NA,"Active",NA,"Employee","Regular",1,"Hybrid",10.6
100380,6,22,3,103761,2015-08-18,NA,"Active",NA,"Employee","Regular",1,"Onsite",10.56
108310,6,22,3,100094,2015-09-02,NA,"Active",NA,"Employee","Regular",1,"Remote",10.52
108665,6,22,9,109401,2015-09-05,NA,"Active",NA,"Employee","Regular",1,"Hybrid",10.51
106421,6,22,8,103894,2015-10-23,NA,"Active",NA,"Employee","Regular",1,"Hybrid",10.38
104189,6,22,11,102003,2016-02-05,NA,"Active",NA,"Employee","Regular",1,"Remote",10.09
109363,6,22,4,103761,2016-02-17,NA,"Active",NA,"Employee","Regular",1,"Hybrid",10.06
108015,6,22,3,103750,2016-03-26,2025-01-18,"Terminated","Voluntary","Employee","Regular",1,"Hybrid",8.82
107997,6,22,8,103315,2016-07-04,NA,"Active",NA,"Employee","Regular",1,"Onsite",9.68
102178,6,22,10,101544,2016-08-25,NA,"Active",NA,"Employee","Regular",0.8,"Hybrid",9.54
107028,6,22,4,102642,2016-09-10,NA,"Active",NA,"Employee","Regular",1,"Onsite",9.5
100734,6,22,3,102842,2016-09-24,2024-10-07,"Terminated","Involuntary","Employee","Regular",0.8,"Hybrid",8.04
102056,6,22,3,102071,2016-10-06,NA,"Active",NA,"Employee","Regular",1,"Hybrid",9.42
104737,6,22,5,109908,2016-11-11,NA,"Active",NA,"Employee","Regular",1,"Onsite",9.33
103745,6,22,6,105104,2017-01-15,NA,"Active",NA,"Employee","Regular",1,"Remote",9.15
104593,6,22,4,109778,2017-02-17,NA,"Active",NA,"Employee","Regular",0.6,"Hybrid",9.06
101616,6,22,7,100943,2017-03-08,NA,"Active",NA,"Employee","Regular",1,"Remote",9.01
101116,6,22,4,103730,2017-05-05,NA,"Active",NA,"Employee","Regular",1,"Onsite",8.85
101158,6,22,7,104446,2017-07-31,NA,"Active",NA,"Employee","Regular",1,"Hybrid",8.61
101161,6,22,11,101181,2017-08-21,NA,"Active",NA,"Employee","Regular",1,"Hybrid",8.55
100071,6,22,9,109069,2017-08-27,NA,"Active",NA,"Employee","Regular",1,"Hybrid",8.53
104721,6,22,7,106735,2017-10-11,NA,"Active",NA,"Employee","Regular",1,"Onsite",8.41
105624,6,22,12,108742,2017-10-13,NA,"Active",NA,"Employee","Regular",1,"Onsite",8.41
101546,6,22,6,103958,2017-12-07,NA,"Active",NA,"Employee","Regular",1,"Onsite",8.25
105902,6,22,12,105231,2017-12-31,NA,"Active",NA,"Employee","Regular",0.6,"Onsite",8.19
101048,6,22,4,106106,2018-01-03,2026-02-20,"Terminated","Voluntary","Employee","Regular",1,"Hybrid",8.13
102403,6,22,5,109705,2018-02-19,2023-05-11,"Terminated","Voluntary","Employee","Regular",1,"Onsite",5.22
100707,6,22,4,101181,2018-04-12,NA,"Active",NA,"Employee","Regular",1,"Hybrid",7.91
103341,6,22,12,100559,2018-05-05,NA,"Active",NA,"Employee","Regular",1,"Remote",7.85
106443,6,22,2,109349,2018-06-04,NA,"Active",NA,"Employee","Regular",1,"Hybrid",7.76
108353,6,22,4,109291,2018-06-07,NA,"Active",NA,"Employee","Regular",1,"Remote",7.76
102884,6,22,10,101544,2018-06-27,NA,"Active",NA,"Employee","Regular",1,"Onsite",7.7
101200,6,22,4,108047,2018-10-12,NA,"Active",NA,"Employee","Regular",1,"Onsite",7.41
105040,6,22,4,105231,2018-12-26,NA,"Active",NA,"Employee","Regular",1,"Onsite",7.2
103387,6,22,6,101461,2019-01-01,NA,"Active",NA,"Employee","Regular",1,"Onsite",7.19
105900,6,22,7,107034,2019-02-14,NA,"Active",NA,"Employee","Regular",1,"Onsite",7.07
101287,6,22,6,109349,2019-02-25,NA,"Active",NA,"Employee","Regular",1,"Onsite",7.04
105590,6,22,3,101020,2019-03-23,NA,"Active",NA,"Employee","Regular",1,"Hybrid",6.96
109845,6,22,5,101747,2019-04-22,NA,"Active",NA,"Employee","Regular",1,"Onsite",6.88
107775,6,22,4,103958,2019-07-13,NA,"Active",NA,"Employee","Regular",1,"Onsite",6.66
107822,6,22,4,107034,2019-09-12,NA,"Active",NA,"Employee","Regular",1,"Onsite",6.49
100536,6,22,7,104523,2019-10-02,NA,"Active",NA,"Employee","Regular",1,"Remote",6.44
101424,6,22,7,109805,2019-10-23,NA,"Active",NA,"Employee","Regular",1,"Hybrid",6.38
105868,6,22,1,104090,2020-01-09,NA,"Active",NA,"Employee","Regular",0.8,"Onsite",6.16
100624,6,22,3,109260,2020-02-13,NA,"Active",NA,"Employee","Regular",1,"Hybrid",6.07
102281,6,22,12,109900,2020-02-13,NA,"Active",NA,"Employee","Regular",1,"Remote",6.07
100166,6,22,9,102667,2020-02-21,NA,"Active",NA,"Employee","Regular",0.8,"Remote",6.05
107920,6,22,6,107482,2020-03-31,NA,"Active",NA,"Employee","Temporary",1,"Hybrid",5.94
100779,6,22,2,101020,2020-05-08,NA,"Active",NA,"Employee","Regular",0.6,"Remote",5.84
109124,6,22,12,108992,2020-05-30,NA,"Active",NA,"Employee","Temporary",1,"Hybrid",5.78
107507,6,22,3,101020,2020-07-15,NA,"Active",NA,"Employee","Regular",1,"Hybrid",5.65
101738,6,22,11,108047,2020-07-30,NA,"Active",NA,"Employee","Regular",1,"Onsite",5.61
103014,6,22,3,108589,2020-08-15,NA,"Active",NA,"Employee","Regular",1,"Onsite",5.57
102504,6,22,7,109401,2020-08-21,2024-09-26,"Terminated","Involuntary","Employee","Regular",1,"Onsite",4.1
103699,6,22,3,101181,2020-10-18,NA,"Active",NA,"Employee","Regular",1,"Hybrid",5.39
107514,6,22,12,109260,2020-12-15,NA,"Active",NA,"Employee","Regular",1,"Hybrid",5.23
107672,6,22,3,106559,2020-12-24,NA,"Active",NA,"Employee","Regular",1,"Hybrid",5.21
100322,6,22,5,102016,2021-01-16,NA,"Active",NA,"Employee","Regular",1,"Hybrid",5.15
109320,6,22,12,107034,2021-02-07,NA,"Active",NA,"Employee","Regular",0.8,"Hybrid",5.08
107268,6,22,10,102642,2021-03-17,NA,"Active",NA,"Contractor","Regular",0.8,"Remote",4.98
103518,6,22,5,105008,2021-03-30,NA,"Active",NA,"Employee","Regular",1,"Hybrid",4.95
102863,6,22,3,100943,2021-05-03,NA,"Active",NA,"Employee","Regular",1,"Hybrid",4.85
101001,6,22,9,103750,2021-06-11,NA,"Active",NA,"Employee","Regular",1,"Onsite",4.75
103321,6,22,3,105486,2021-07-04,NA,"Active",NA,"Employee","Regular",1,"Hybrid",4.68
101561,6,22,2,108551,2021-08-09,NA,"Active",NA,"Employee","Regular",1,"Hybrid",4.58
105485,6,22,7,105948,2021-08-10,2026-01-01,"Terminated","Voluntary","Employee","Regular",1,"Remote",4.39
103848,6,22,2,102071,2021-08-15,NA,"Active",NA,"Employee","Regular",1,"Hybrid",4.57
104082,6,22,5,104523,2021-09-05,NA,"Active",NA,"Employee","Regular",0.6,"Hybrid",4.51
107529,6,22,12,102260,2021-11-24,NA,"Active",NA,"Employee","Temporary",1,"Hybrid",4.29
100865,6,22,8,105008,2022-01-28,NA,"Active",NA,"Employee","Regular",1,"Remote",4.11
107131,6,22,11,102516,2022-04-03,NA,"Active",NA,"Employee","Regular",1,"Hybrid",3.93
102533,6,22,4,102842,2022-06-07,NA,"Active",NA,"Employee","Regular",1,"Hybrid",3.76
108503,6,22,1,109908,2022-07-19,NA,"Active",NA,"Employee","Regular",1,"Remote",3.64
108358,6,22,4,102516,2022-07-20,NA,"Active",NA,"Contractor","Regular",1,"Remote",3.64
100848,6,22,10,101510,2022-07-31,NA,"Active",NA,"Employee","Regular",1,"Onsite",3.61
108696,6,22,6,101868,2022-08-18,NA,"Active",NA,"Employee","Regular",1,"Hybrid",3.56
106664,6,22,9,109069,2022-10-23,NA,"Active",NA,"Employee","Regular",1,"Onsite",3.38
100233,6,22,5,107406,2022-10-24,NA,"Active",NA,"Employee","Regular",1,"Onsite",3.38
100235,6,22,2,102250,2022-10-30,NA,"Active",NA,"Employee","Regular",1,"Onsite",3.36
102269,6,22,4,102250,2022-11-11,NA,"Active",NA,"Employee","Regular",1,"Remote",3.33
100710,6,22,12,102029,2022-12-13,NA,"Active",NA,"Employee","Regular",1,"Onsite",3.24
107798,6,22,10,107578,2023-02-19,NA,"Active",NA,"Employee","Regular",1,"Remote",3.05
107787,6,22,1,106735,2023-04-02,NA,"Active",NA,"Employee","Regular",1,"Hybrid",2.94
101216,6,22,10,107482,2023-04-08,2025-11-04,"Terminated","Voluntary","Employee","Regular",0.8,"Remote",2.58
103128,6,22,1,104540,2023-08-17,NA,"Active",NA,"Employee","Regular",1,"Onsite",2.56
101810,6,22,12,103750,2023-08-18,NA,"Active",NA,"Employee","Regular",1,"Onsite",2.56
101680,6,22,4,108551,2023-09-06,NA,"Active",NA,"Employee","Temporary",1,"Onsite",2.51
103942,6,22,2,109349,2023-09-07,NA,"Active",NA,"Employee","Regular",1,"Hybrid",2.5
102100,6,22,6,105008,2023-10-22,NA,"Active",NA,"Employee","Regular",1,"Onsite",2.38
108662,6,22,12,101028,2023-12-07,NA,"Active",NA,"Employee","Regular",1,"Onsite",2.25
101104,6,22,3,107406,2024-02-22,NA,"Active",NA,"Employee","Regular",1,"Remote",2.04
108389,6,22,6,104446,2024-02-24,NA,"Active",NA,"Employee","Regular",1,"Hybrid",2.04
106084,6,22,2,109908,2024-03-06,NA,"Active",NA,"Employee","Regular",1,"Remote",2.01
106118,6,22,6,102516,2024-04-05,NA,"Active",NA,"Employee","Regular",1,"Onsite",1.93
104145,6,22,1,104090,2024-05-24,NA,"Active",NA,"Employee","Regular",1,"Hybrid",1.79
105540,6,22,5,103894,2024-06-27,NA,"Active",NA,"Employee","Regular",0.8,"Hybrid",1.7
100737,6,22,12,108551,2024-06-30,NA,"Active",NA,"Employee","Regular",0.8,"Hybrid",1.69
109193,6,22,9,101868,2024-08-13,NA,"Active",NA,"Employee","Regular",1,"Hybrid",1.57
109668,6,22,5,109900,2024-09-19,NA,"Active",NA,"Employee","Regular",0.6,"Hybrid",1.47
104687,6,22,11,101868,2024-09-24,NA,"Active",NA,"Employee","Regular",1,"Onsite",1.46
102351,6,22,2,105268,2024-11-05,NA,"Active",NA,"Employee","Regular",1,"Onsite",1.34
104110,6,22,9,102250,2024-12-25,NA,"Active",NA,"Employee","Regular",1,"Onsite",1.21
101241,6,22,12,101461,2025-01-09,NA,"Active",NA,"Contractor","Regular",1,"Hybrid",1.16
109338,6,22,8,105216,2025-02-20,NA,"Active",NA,"Employee","Regular",1,"Hybrid",1.05
108615,6,22,8,103958,2025-05-21,NA,"Active",NA,"Employee","Regular",1,"Onsite",0.8
102305,6,22,5,104932,2025-06-11,NA,"Active",NA,"Employee","Regular",1,"Remote",0.75
100562,6,22,3,109778,2025-10-02,NA,"Active",NA,"Employee","Regular",1,"Onsite",0.44
106830,6,22,1,101640,2025-10-19,NA,"Active",NA,"Employee","Regular",0.8,"Remote",0.39
104879,6,22,12,101028,2025-10-22,NA,"Active",NA,"Employee","Regular",1,"Onsite",0.38
104703,6,22,8,101618,2025-12-03,NA,"Active",NA,"Employee","Regular",1,"Hybrid",0.27
103247,6,22,4,108992,2026-01-12,NA,"Active",NA,"Employee","Regular",0.6,"Remote",0.16
100477,6,22,1,107288,2026-01-17,NA,"Active",NA,"Employee","Regular",1,"Onsite",0.14
106028,7,26,5,105183,2013-01-06,NA,"Active",NA,"Employee","Regular",1,"Onsite",13.17
105634,7,26,1,109723,2013-04-28,2024-04-21,"Terminated","Involuntary","Employee","Regular",1,"Remote",10.98
107637,7,26,7,100010,2013-05-02,NA,"Active",NA,"Employee","Regular",1,"Onsite",12.85
107754,7,26,8,108697,2013-05-13,NA,"Active",NA,"Employee","Regular",1,"Onsite",12.82
102743,7,26,6,109583,2013-05-22,NA,"Active",NA,"Employee","Regular",1,"Remote",12.8
100104,7,26,12,105739,2013-05-26,NA,"Active",NA,"Employee","Regular",1,"Onsite",12.79
102908,7,26,6,101605,2013-05-26,NA,"Active",NA,"Employee","Regular",0.8,"Remote",12.79
100833,7,26,5,108597,2013-07-01,NA,"Active",NA,"Employee","Regular",1,"Hybrid",12.69
102894,7,26,7,100415,2013-09-10,NA,"Active",NA,"Employee","Regular",1,"Remote",12.5
101154,7,26,5,109723,2013-10-01,NA,"Active",NA,"Employee","Regular",1,"Hybrid",12.44
102648,7,26,12,102661,2013-12-23,NA,"Active",NA,"Contractor","Regular",1,"Hybrid",12.21
105156,7,26,4,105739,2013-12-30,NA,"Active",NA,"Employee","Regular",1,"Hybrid",12.19
105742,7,26,1,109416,2013-12-30,NA,"Active",NA,"Employee","Regular",0.8,"Hybrid",12.19
107114,7,26,8,106975,2013-12-31,NA,"Active",NA,"Employee","Regular",1,"Hybrid",12.19
100112,7,26,11,109978,2014-01-03,NA,"Active",NA,"Employee","Regular",1,"Onsite",12.18
107500,7,26,3,101108,2014-01-16,NA,"Active",NA,"Employee","Regular",1,"Hybrid",12.15
104958,7,26,2,107991,2014-02-04,2024-02-06,"Terminated","Reduction in Force","Employee","Regular",1,"Onsite",10.01
106806,7,26,7,105183,2014-02-22,NA,"Active",NA,"Employee","Regular",1,"Onsite",12.04
108407,7,26,9,101605,2014-03-30,NA,"Active",NA,"Employee","Regular",1,"Onsite",11.95
109290,7,26,9,109956,2014-04-08,NA,"Active",NA,"Contractor","Regular",1,"Hybrid",11.92
108223,7,26,1,107991,2014-04-24,2020-08-04,"Terminated","Voluntary","Employee","Regular",1,"Onsite",6.28
104528,7,26,7,104588,2014-07-14,NA,"Active",NA,"Employee","Regular",1,"Hybrid",11.65
101371,7,26,12,101585,2014-08-08,NA,"Active",NA,"Employee","Regular",1,"Remote",11.59
105667,7,26,9,107354,2014-08-18,NA,"Active",NA,"Employee","Regular",1,"Remote",11.56
104318,7,26,2,103923,2014-09-25,NA,"Active",NA,"Employee","Temporary",1,"Remote",11.45
101377,7,26,9,107273,2014-09-28,NA,"Active",NA,"Employee","Regular",1,"Remote",11.45
105783,7,26,2,109715,2014-12-27,NA,"Active",NA,"Employee","Regular",1,"Onsite",11.2
100510,7,26,7,109553,2015-01-02,NA,"Active",NA,"Employee","Regular",1,"Onsite",11.18
104636,7,26,9,105076,2015-01-29,NA,"Active",NA,"Employee","Regular",1,"Hybrid",11.11
107974,7,26,2,106759,2015-02-10,NA,"Active",NA,"Employee","Regular",1,"Hybrid",11.08
108678,7,26,2,102246,2015-02-17,NA,"Active",NA,"Employee","Regular",1,"Onsite",11.06
101708,7,26,7,101828,2015-03-02,NA,"Active",NA,"Employee","Regular",1,"Hybrid",11.02
107151,7,26,11,105228,2015-03-21,NA,"Active",NA,"Employee","Regular",1,"Hybrid",10.97
101515,7,26,11,104588,2015-04-04,2025-07-25,"Terminated","Reduction in Force","Employee","Regular",1,"Onsite",10.31
104903,7,26,10,106975,2015-04-10,NA,"Active",NA,"Employee","Regular",1,"Remote",10.92
104906,7,26,12,101108,2015-04-12,NA,"Active",NA,"Employee","Regular",1,"Hybrid",10.91
103536,7,26,2,105228,2015-04-22,NA,"Active",NA,"Employee","Regular",1,"Remote",10.88
108424,7,26,9,101687,2015-04-22,NA,"Active",NA,"Employee","Regular",1,"Remote",10.88
105284,7,26,12,105642,2015-04-26,NA,"Active",NA,"Contractor","Regular",1,"Hybrid",10.87
102537,7,26,10,109192,2015-04-29,NA,"Active",NA,"Employee","Regular",1,"Onsite",10.86
107232,7,26,7,107561,2015-05-12,NA,"Active",NA,"Employee","Regular",1,"Onsite",10.83
104091,7,26,10,101605,2015-06-18,NA,"Active",NA,"Employee","Regular",1,"Onsite",10.73
101950,7,26,6,109553,2015-07-04,NA,"Active",NA,"Employee","Regular",1,"Remote",10.68
109992,7,26,11,109723,2015-08-09,NA,"Active",NA,"Employee","Regular",1,"Onsite",10.58
106441,7,26,12,107354,2015-08-18,NA,"Active",NA,"Employee","Regular",1,"Onsite",10.56
107029,7,26,1,104175,2015-09-02,NA,"Active",NA,"Employee","Regular",0.8,"Hybrid",10.52
101960,7,26,8,107561,2015-09-21,NA,"Active",NA,"Employee","Regular",1,"Remote",10.47
108894,7,26,4,108931,2015-10-11,2022-10-05,"Terminated","Voluntary","Employee","Regular",1,"Remote",6.98
109472,7,26,3,103667,2015-12-09,2023-05-19,"Terminated","Involuntary","Employee","Regular",1,"Hybrid",7.44
107697,7,26,3,105782,2015-12-16,NA,"Active",NA,"Employee","Regular",1,"Onsite",10.23
103704,7,26,3,108931,2016-01-06,NA,"Active",NA,"Employee","Regular",0.6,"Hybrid",10.17
103286,7,26,3,101630,2016-02-05,NA,"Active",NA,"Employee","Regular",1,"Onsite",10.09
106976,7,26,9,100404,2016-02-25,NA,"Active",NA,"Employee","Regular",1,"Onsite",10.04
109085,7,26,2,103375,2016-02-25,NA,"Active",NA,"Employee","Regular",0.8,"Remote",10.04
107774,7,26,10,105131,2016-04-16,NA,"Active",NA,"Employee","Regular",0.6,"Hybrid",9.9
106040,7,26,5,100415,2016-05-22,NA,"Active",NA,"Employee","Regular",1,"Onsite",9.8
105863,7,26,6,109416,2016-06-01,NA,"Active",NA,"Employee","Regular",0.8,"Hybrid",9.77
109838,7,26,7,109192,2016-06-12,NA,"Active",NA,"Employee","Regular",1,"Remote",9.74
107374,7,26,7,105183,2016-06-22,NA,"Active",NA,"Employee","Regular",0.6,"Onsite",9.72
100288,7,26,12,103923,2016-06-27,2021-09-30,"Terminated","Voluntary","Employee","Regular",1,"Onsite",5.26
107990,7,26,6,102661,2016-08-18,NA,"Active",NA,"Employee","Regular",1,"Onsite",9.56
106703,7,26,4,105575,2016-09-26,NA,"Active",NA,"Employee","Regular",1,"Remote",9.45
104099,7,26,4,107561,2016-11-26,NA,"Active",NA,"Employee","Regular",1,"Remote",9.28
102447,7,26,10,102636,2016-12-19,NA,"Active",NA,"Employee","Regular",1,"Remote",9.22
103507,7,26,9,105183,2016-12-19,NA,"Active",NA,"Employee","Regular",1,"Onsite",9.22
103710,7,26,3,109553,2016-12-24,NA,"Active",NA,"Employee","Regular",1,"Onsite",9.21
106004,7,26,7,105158,2017-02-04,NA,"Active",NA,"Employee","Regular",1,"Onsite",9.09
105090,7,26,5,106975,2017-02-08,2023-12-15,"Terminated","Involuntary","Employee","Regular",1,"Onsite",6.85
109544,7,26,1,104834,2017-02-13,NA,"Active",NA,"Employee","Regular",1,"Hybrid",9.07
105521,7,26,9,108931,2017-02-17,NA,"Active",NA,"Employee","Regular",1,"Hybrid",9.06
107365,7,26,1,105895,2017-03-29,NA,"Active",NA,"Contractor","Regular",1,"Onsite",8.95
106800,7,26,6,101027,2017-03-30,NA,"Active",NA,"Employee","Regular",1,"Hybrid",8.95
100431,7,26,10,109184,2017-06-20,NA,"Active",NA,"Employee","Regular",1,"Onsite",8.72
107931,7,26,6,105575,2017-08-04,NA,"Active",NA,"Employee","Regular",1,"Onsite",8.6
101838,7,26,2,106759,2017-08-09,NA,"Active",NA,"Employee","Regular",1,"Onsite",8.58
103870,7,26,11,109192,2017-08-24,NA,"Active",NA,"Employee","Regular",1,"Hybrid",8.54
105195,7,26,10,103790,2017-09-20,NA,"Active",NA,"Employee","Regular",0.8,"Hybrid",8.47
109686,7,26,9,108697,2017-10-07,NA,"Active",NA,"Employee","Regular",0.6,"Onsite",8.42
100543,7,26,9,109715,2017-10-08,NA,"Active",NA,"Employee","Regular",1,"Onsite",8.42
109086,7,26,9,104338,2017-12-08,NA,"Active",NA,"Employee","Regular",1,"Hybrid",8.25
108785,7,26,10,101828,2017-12-16,NA,"Active",NA,"Employee","Regular",0.8,"Onsite",8.23
109346,7,26,4,107561,2017-12-25,NA,"Active",NA,"Employee","Regular",1,"Hybrid",8.21
106508,7,26,12,102598,2018-03-13,NA,"Active",NA,"Employee","Temporary",1,"Hybrid",7.99
100695,7,26,2,101027,2018-03-25,NA,"Active",NA,"Employee","Regular",1,"Onsite",7.96
101819,7,26,3,102636,2018-04-09,NA,"Active",NA,"Employee","Regular",1,"Onsite",7.92
104132,7,26,4,103790,2018-04-09,NA,"Active",NA,"Employee","Temporary",0.8,"Remote",7.92
102840,7,26,5,105158,2018-05-22,NA,"Active",NA,"Employee","Temporary",1,"Hybrid",7.8
107649,7,26,7,109978,2018-06-18,NA,"Active",NA,"Employee","Regular",1,"Remote",7.73
109725,7,26,9,109978,2018-06-29,NA,"Active",NA,"Employee","Regular",1,"Onsite",7.7
109393,7,26,12,105158,2018-07-09,NA,"Active",NA,"Employee","Regular",1,"Onsite",7.67
101595,7,26,9,105076,2018-07-21,2025-08-12,"Terminated","Voluntary","Employee","Regular",1,"Onsite",7.06
101802,7,26,6,101529,2018-08-06,NA,"Active",NA,"Employee","Regular",1,"Remote",7.59
104829,7,26,6,107561,2018-09-30,2026-02-22,"Terminated","Voluntary","Contractor","Regular",0.8,"Remote",7.4
103773,7,26,6,108931,2018-11-18,NA,"Active",NA,"Employee","Regular",1,"Hybrid",7.31
